Time,GPS_SpdAccuracy
389,0.267117112874985
389.1,0.282086342573166
389.2,0.31027027964592
389.3,0.337553948163986
389.4,0.330359697341919
389.5,0.338558554649353
389.6,0.333956837654114
389.7,0.325945943593979
389.8,0.307769775390625
389.9,0.271798551082611
390,0.244324326515198
390.1,0.239999994635582
390.2,0.239999994635582
390.3,0.239999994635582
390.4,0.239999994635582
390.5,0.239999994635582
390.6,0.239999994635582
390.7,0.252162158489227
390.8,0.279855072498322
390.9,0.308840572834015
391,0.335714280605316
391.1,0.333913058042526
391.2,0.342321425676346
391.3,0.35260871052742
391.4,0.330869555473328
391.5,0.364285707473755
391.6,0.363913029432297
391.7,0.339464277029037
391.8,0.31739130616188
391.9,0.339130431413651
392,0.340000003576279
392.1,0.358260869979858
392.2,0.374107152223587
392.3,0.382463753223419
392.4,0.389710158109665
392.5,0.381428569555283
392.6,0.386086970567703
392.7,0.394107133150101
392.8,0.395072460174561
392.9,0.380579710006714
393,0.251428574323654
393.1,0.205652177333832
393.2,0.177678570151329
393.3,0.157536238431931
393.4,0.150289848446846
393.5,0.150000005960464
393.6,0.150000005960464
393.7,0.150000005960464
393.8,0.150000005960464
393.9,0.150000005960464
394,0.150000005960464
394.1,0.150000005960464
394.2,0.150000005960464
394.3,0.147536233067513
394.4,0.140289857983589
394.5,0.140000000596046
394.6,0.140000000596046
394.7,0.140000000596046
394.8,0.142463773488998
394.9,0.149710148572922
395,0.141428574919701
395.1,0.14608696103096
395.2,0.154107138514519
395.3,0.159999996423721
395.4,0.159999996423721
395.5,0.177142858505249
395.6,0.180000007152557
395.7,0.184107139706612
395.8,0.189999997615814
395.9,0.189999997615814
396,0.198571428656578
396.1,0.200000002980232
396.2,0.200000002980232
396.3,0.19753623008728
396.4,0.190289855003357
396.5,0.207142859697342
396.6,0.203913047909737
396.7,0.216428577899933
396.8,0.244927540421486
396.9,0.259420275688171
397,0.268571436405182
397.1,0.288260877132416
397.2,0.308214277029037
397.3,0.319999992847443
397.4,0.319999992847443
397.5,0.31142857670784
397.6,0.303913056850433
397.7,0.295892864465714
397.8,0.277681171894073
397.9,0.241449281573296
398,0.231428578495979
398.1,0.236086949706078
398.2,0.248214289546013
398.3,0.267391294240952
398.4,0.289130449295044
398.5,0.315714299678802
398.6,0.33217391371727
398.7,0.352321416139603
398.8,0.372463762760162
398.9,0.379710137844086
399,0.319999992847443
399.1,0.297826081514359
399.2,0.27357143163681
399.3,0.247536227107048
399.4,0.240289852023125
399.5,0.239999994635582
399.6,0.23391304910183
399.7,0.22589285671711
399.8,0.219999998807907
399.9,0.219999998807907
400,0.194285720586777
400.1,0.177826091647148
400.2,0.165892854332924
400.3,0.159999996423721
400.4,0.159999996423721
400.5,0.168571427464485
400.6,0.170000001788139
400.7,0.174107149243355
400.8,0.180000007152557
400.9,0.180000007152557
401,0.16285714507103
401.1,0.159999996423721
401.2,0.164107143878937
401.3,0.170000001788139
401.4,0.170000001788139
401.5,0.204285711050034
401.6,0.203868612647057
401.7,0.204159289598465
401.8,0.212481752038002
401.9,0.219781026244164
402,0.262920349836349
402.1,0.270000010728836
402.2,0.282477885484695
402.3,0.297518253326416
402.4,0.290218979120255
402.5,0.307168155908585
402.6,0.310000002384186
402.7,0.310000002384186
402.8,0.300072997808456
402.9,0.27087590098381
403,0.287168145179749
403.1,0.302262783050537
403.2,0.318318575620651
403.3,0.357299268245697
403.4,0.437591254711151
403.5,0.422831863164902
403.6,0.401605844497681
403.7,0.385840713977814
403.8,0.370072990655899
403.9,0.340875923633575
404,0.297079652547836
404.1,0.259343057870865
404.2,0.22336283326149
404.3,0.197518244385719
404.4,0.190218985080719
404.5,0.189999997615814
404.6,0.20226277410984
404.7,0.230796456336975
404.8,0.257518261671066
404.9,0.250218987464905
405,0.22424778342247
405.1,0.201605841517448
405.2,0.185840710997581
405.3,0.180000007152557
405.4,0.180000007152557
405.5,0.17141592502594
405.6,0.170000001788139
405.7,0.170000001788139
405.8,0.170000001788139
405.9,0.170000001788139
406,0.161415934562683
406.1,0.159999996423721
406.2,0.159999996423721
406.3,0.164963498711586
406.4,0.179562047123909
406.5,0.180000007152557
406.6,0.18613138794899
406.7,0.189999997615814
406.8,0.187518253922462
406.9,0.180218979716301
407,0.180000007152557
407.1,0.180000007152557
407.2,0.180000007152557
407.3,0.180000007152557
407.4,0.180000007152557
407.5,0.180000007152557
407.6,0.192262768745422
407.7,0.216637164354324
407.8,0.239999994635582
407.9,0.239999994635582
408,0.231415927410126
408.1,0.248394161462784
408.2,0.268318593502045
408.3,0.284963518381119
408.4,0.299562036991119
408.5,0.317168146371841
408.6,0.33226278424263
408.7,0.356637179851532
408.8,0.379999995231628
408.9,0.379999995231628
409,0.362831860780716
409.1,0.360000014305115
409.2,0.351681411266327
409.3,0.335036486387253
409.4,0.320437967777252
409.5,0.319999992847443
409.6,0.33226278424263
409.7,0.331681430339813
409.8,0.319999992847443
409.9,0.319999992847443
410,0.337168127298355
410.1,0.315474450588226
410.2,0.304159283638
410.3,0.310000002384186
410.4,0.310000002384186
410.5,0.310000002384186
410.6,0.316131383180618
410.7,0.319999992847443
410.8,0.315036505460739
410.9,0.300437957048416
411,0.265663713216782
411.1,0.241605833172798
411.2,0.230000004172325
411.3,0.230000004172325
411.4,0.230000004172325
411.5,0.230000004172325
411.6,0.223868608474731
411.7,0.22415928542614
411.8,0.230000004172325
411.9,0.230000004172325
412,0.230000004172325
412.1,0.230000004172325
412.2,0.234210520982742
412.3,0.239999994635582
412.4,0.239999994635582
412.5,0.239999994635582
412.6,0.246176466345787
412.7,0.245789468288422
412.8,0.242500007152557
412.9,0.249852940440178
413,0.241403505206108
413.1,0.239999994635582
413.2,0.24421052634716
413.3,0.25
413.4,0.25
413.5,0.232807010412216
413.6,0.230000004172325
413.7,0.246842101216316
413.8,0.267500013113022
413.9,0.26014706492424
414,0.242807015776634
414.1,0.258529424667358
414.2,0.261578947305679
414.3,0.257499992847443
414.4,0.279558837413788
414.5,0.314385950565338
414.6,0.301470577716827
414.7,0.285789459943771
414.8,0.277500003576279
414.9,0.270147055387497
415,0.252807021141052
415.1,0.243823528289795
415.2,0.231578946113586
415.3,0.215000003576279
415.4,0.200294122099876
415.5,0.182807013392448
415.6,0.180000007152557
415.7,0.184210523962975
415.8,0.189999997615814
415.9,0.189999997615814
416,0.189999997615814
416.1,0.183823525905609
416.2,0.180000007152557
416.3,0.177499994635582
416.4,0.170147061347961
416.5,0.170000001788139
416.6,0.176176473498344
416.7,0.188421055674553
416.8,0.202500000596046
416.9,0.209852933883667
417,0.192807018756866
417.1,0.183823525905609
417.2,0.180000007152557
417.3,0.182500004768372
417.4,0.189852938055992
417.5,0.198596492409706
417.6,0.224705874919891
417.7,0.273684203624725
417.8,0.327499985694885
417.9,0.34955883026123
418,0.392982453107834
418.1,0.40617647767067
418.2,0.401578933000565
418.3,0.384999990463257
418.4,0.370294123888016
418.5,0.378596484661102
418.6,0.367647051811218
418.7,0.34736841917038
418.8,0.337500005960464
418.9,0.359558820724487
419,0.360000014305115
419.1,0.421764701604843
419.2,0.451578944921494
419.3,0.417499989271164
419.4,0.351323515176773
419.5,0.31561404466629
419.6,0.316176474094391
419.7,0.290526330471039
419.8,0.247500002384186
419.9,0.240147054195404
420,0.231403514742851
420.1,0.22382353246212
420.2,0.207368418574333
420.3,0.1875
420.4,0.180147051811218
420.5,0.188596487045288
420.6,0.189999997615814
420.7,0.194210529327393
420.8,0.200000002980232
420.9,0.200000002980232
421,0.19140350818634
421.1,0.183823525905609
421.2,0.180000007152557
421.3,0.182500004768372
421.4,0.189852938055992
421.5,0.189999997615814
421.6,0.189999997615814
421.7,0.189999997615814
421.8,0.189999997615814
421.9,0.189999997615814
422,0.189999997615814
422.1,0.208529412746429
422.2,0.224210530519485
422.3,0.232500001788139
422.4,0.23985293507576
422.5,0.265789479017258
422.6,0.276176482439041
422.7,0.28842106461525
422.8,0.300000011920929
422.9,0.300000011920929
423,0.274210512638092
423.1,0.270000010728836
423.2,0.265739142894745
423.3,0.254962950944901
423.4,0.240148141980171
423.5,0.239999994635582
423.6,0.221333339810371
423.7,0.205739125609398
423.8,0.194962963461876
423.9,0.180148154497147
424,0.171391308307648
424.1,0.170000001788139
424.2,0.165739133954048
424.3,0.165037035942078
424.4,0.179851844906807
424.5,0.180000007152557
424.6,0.180000007152557
424.7,0.184260874986649
424.8,0.192518517374992
424.9,0.199925929307938
425,0.200000002980232
425.1,0.212444439530373
425.2,0.224260866641998
425.3,0.235037043690681
425.4,0.249851852655411
425.5,0.267217397689819
425.6,0.288666665554047
425.7,0.282956510782242
425.8,0.265037029981613
425.9,0.279851853847504
426,0.254173904657364
426.1,0.24377778172493
426.2,0.2314782589674
426.3,0.217481479048729
426.4,0.210074067115784
426.5,0.184173911809921
426.6,0.173777773976326
426.7,0.165739133954048
426.8,0.157481476664543
426.9,0.150074079632759
427,0.158608689904213
427.1,0.159999996423721
427.2,0.164260864257812
427.3,0.172518521547318
427.4,0.179925918579102
427.5,0.197217389941216
427.6,0.206222221255302
427.7,0.218521744012833
427.8,0.235037043690681
427.9,0.249851852655411
428,0.267217397689819
428.1,0.263777792453766
428.2,0.277043491601944
428.3,0.29748147726059
428.4,0.290074080228806
428.5,0.315826088190079
428.6,0.326222211122513
428.7,0.351304352283478
428.8,0.377481490373611
428.9,0.370074063539505
429,0.361391305923462
429.1,0.353777766227722
429.2,0.341478258371353
429.3,0.322444438934326
429.4,0.300222218036652
429.5,0.28278261423111
429.6,0.267555564641953
429.7,0.238695651292801
429.8,0.207481488585472
429.9,0.200074076652527
430,0.191391304135323
430.1,0.183777779340744
430.2,0.175739124417305
430.3,0.167481482028961
430.4,0.160074070096016
430.5,0.159999996423721
430.6,0.153777778148651
430.7,0.154260873794556
430.8,0.162518516182899
430.9,0.169925928115845
431,0.16139130294323
431.1,0.159999996423721
431.2,0.159999996423721
431.3,0.159999996423721
431.4,0.159999996423721
431.5,0.159999996423721
431.6,0.159999996423721
431.7,0.159999996423721
431.8,0.159999996423721
431.9,0.159999996423721
432,0.159999996423721
432.1,0.159999996423721
432.2,0.164260864257812
432.3,0.172518521547318
432.4,0.179925918579102
432.5,0.197217389941216
432.6,0.224888890981674
432.7,0.257043480873108
432.8,0.292592585086823
432.9,0.329629629850388
433,0.330000013113022
