Time,GPS_Longitude
539.7,12.1497950047807
539.8,12.1498035747109
539.9,12.1498110781392
540,12.1498198840183
540.1,12.1498268763557
540.2,12.1498351665075
540.3,12.1498435278536
540.4,12.1498513227832
540.5,12.1498611875474
540.6,12.1498695348841
540.7,12.1498796300631
540.8,12.1498902223603
540.9,12.1499006729455
541,12.1499156075524
541.1,12.1499287842178
541.2,12.1499453107521
541.3,12.1499627837507
541.4,12.1499797994138
541.5,12.150003786611
541.6,12.1500238808402
541.7,12.1500490908518
541.8,12.1500752383942
541.9,12.1501000460107
542,12.1501341085929
542.1,12.1501612610081
542.2,12.1501945025564
542.3,12.150228037836
542.4,12.1502588565612
542.5,12.1502977109916
542.6,12.150328897493
542.7,12.1503663486912
542.8,12.150403660274
542.9,12.1504380526764
543,12.1504833949061
543.1,12.1505189417579
543.2,12.1505597915
543.3,12.150598977119
543.4,12.1506341154954
543.5,12.1506776865376
543.6,12.1507112067462
543.7,12.1507506556113
543.8,12.1507889333686
543.9,12.1508232775401
544,12.1508664260189
544.1,12.1508999693557
544.2,12.1509397039317
544.3,12.1509785437398
544.4,12.1510135780167
544.5,12.1510576932869
544.6,12.1510922046335
544.7,12.1511328045108
544.8,12.1511722335998
544.9,12.1512074991405
545,12.1512504112371
545.1,12.1512830298036
545.2,12.1513210136049
545.3,12.1513574399626
545.4,12.1513897352003
545.5,12.1514291535956
545.6,12.1514593580999
545.7,12.1514948967396
545.8,12.1515290073182
545.9,12.1515591663864
546,12.1515967722229
546.1,12.1516256771928
546.2,12.1516592880243
546.3,12.1516911854694
546.4,12.1517189194928
546.5,12.1517510358631
546.6,12.1517741909528
546.7,12.1518004053971
546.8,12.1518239833924
546.9,12.1518433498866
547,12.151865175105
547.1,12.1518799145016
547.2,12.1518951464711
547.3,12.151907725752
547.4,12.151917362499
547.5,12.1519262424132
547.6,12.1519300220663
547.7,12.1519328376693
547.8,12.1519332068744
547.9,12.1519315508855
548,12.1519272475354
548.1,12.151921231786
548.2,12.1519113118068
548.3,12.1518988187837
548.4,12.1518857723133
548.5,12.1518675076106
548.6,12.1518512494225
548.7,12.1518307959895
548.8,12.1518092659688
548.9,12.1517886508718
549,12.1517614332996
549.1,12.1517380018803
549.2,12.1517106532412
549.3,12.151683469599
549.4,12.1516582185667
549.5,12.1516264113753
549.6,12.1516004165908
549.7,12.1515704334574
549.8,12.1515418463835
549.9,12.1515165151275
550,12.1514855010859
550.1,12.1514622407737
550.2,12.151435181611
550.3,12.1514096059515
550.4,12.1513873808857
550.5,12.1513606506434
550.6,12.1513405214227
550.7,12.1513175442392
550.8,12.1512957948263
550.9,12.1512765046639
551,12.1512523664234
551.1,12.1512334690866
551.2,12.1512107885208
551.3,12.1511880218756
551.4,12.1511667512638
551.5,12.1511394971848
551.6,12.1511167805063
551.7,12.1510891286167
551.8,12.1510610095122
551.9,12.1510344930059
552,12.1510001134918
552.1,12.1509723327791
552.2,12.1509395451406
552.3,12.1509076438319
552.4,12.150878855123
552.5,12.1508435524832
552.6,12.1508158539972
552.7,12.1507842833441
552.8,12.1507542861345
552.9,12.1507274578867
553,12.1506948721081
553.1,12.1506700853816
553.2,12.1506422062383
553.3,12.1506159508955
553.4,12.1505926386426
553.5,12.1505652167872
553.6,12.1505447544845
553.7,12.1505215899562
553.8,12.1505006191542
553.9,12.1504830619415
554,12.1504627139698
554.1,12.1504496426342
554.2,12.1504360271274
554.3,12.1504251752727
554.4,12.1504173357746
554.5,12.1504097165052
554.6,12.1504056259966
554.7,12.1504014838321
554.8,12.1503977872119
554.9,12.1503943965905
555,12.1503897682017
555.1,12.1503857977253
555.2,12.1503795195253
555.3,12.1503719512256
555.4,12.1503640760303
555.5,12.1503522945158
555.6,12.1503422385343
555.7,12.1503293546367
555.8,12.1503155319171
555.9,12.1503019313206
556,12.1502833955993
556.1,12.15026728001
556.2,12.1502479085305
556.3,12.1502281671078
556.4,12.1502094254084
556.5,12.1501855159102
556.6,12.1501665136821
556.7,12.1501444285505
556.8,12.1501233498177
556.9,12.1501047163692
557,12.1500827797479
557.1,12.1500665553217
557.2,12.1500486491012
557.3,12.1500324075318
557.4,12.1500185214663
557.5,12.1500024384589
557.6,12.1499906918908
557.7,12.1499783979436
557.8,12.1499677623934
557.9,12.1499590329258
558,12.149950152233
558.1,12.1499451387032
558.2,12.1499406778425
558.3,12.1499382139431
558.4,12.1499376113256
558.5,12.1499393110436
558.6,12.1499429625799
558.7,12.1499486040384
558.8,12.1499560868602
558.9,12.1499646190707
559,12.1499772116567
559.1,12.149989207586
559.2,12.1500047245212
559.3,12.1500216174567
559.4,12.1500382603191
559.5,12.1500596516316
559.6,12.1500779546764
559.7,12.1501000901963
559.8,12.1501219291817
559.9,12.1501416955154
560,12.1501659926106
560.1,12.1501851199499
560.2,12.1502069338747
560.3,12.1502278269485
560.4,12.150246508935
560.5,12.1502677526941
560.6,12.1502831311762
560.7,12.1503002232588
560.8,12.1503157750809
560.9,12.1503289645058
561,12.1503434906349
561.1,12.1503541182039
561.2,12.1503655461881
561.3,12.1503752644841
561.4,12.1503829146767
561.5,12.1503910738114
561.6,12.1503965835601
561.7,12.150401954854
561.8,12.150406382986
561.9,12.1504100639743
562,12.1504143053807
562.1,12.1504177632167
562.2,12.1504223312399
562.3,12.1504272162996
562.4,12.1504320428503
562.5,12.150438998548
562.6,12.1504457346026
562.7,12.1504543270046
562.8,12.1504638280416
562.9,12.1504736744693
563,12.1504876588802
563.1,12.1505007275741
563.2,12.150517329822
563.3,12.1505349401852
563.4,12.150552265467
563.5,12.1505756244382
563.6,12.1505958198566
563.7,12.1506205291227
563.8,12.150645662803
563.9,12.1506694762395
564,12.150700062311
564.1,12.1507259262539
564.2,12.1507570274162
564.3,12.150788066494
564.4,12.1508168835093
564.5,12.1508523926631
564.6,12.1508813294181
564.7,12.1509151811015
564.8,12.1509482636368
564.9,12.1509785333924
565,12.1510147472183
565.1,12.1510437779177
565.2,12.1510761441188
565.3,12.1511066679388
565.4,12.1511341522069
565.5,12.1511666567307
565.6,12.1511917791255
565.7,12.1512195468471
565.8,12.1512453857706
565.9,12.1512684332519
566,12.1512959578699
566.1,12.1513169878522
566.2,12.1513411181382
566.3,12.1513642985973
566.4,12.151385253114
566.5,12.1514099066558
566.6,12.1514288299566
566.7,12.1514497073047
566.8,12.1514688308672
566.9,12.1514854458624
567,12.1515044156117
567.1,12.1515190184278
567.2,12.1515356971349
567.3,12.1515514334438
567.4,12.1515654242926
567.5,12.1515821783585
567.6,12.1515948637758
567.7,12.1516079838206
567.8,12.1516191853198
567.9,12.1516282353746
568,12.1516368619077
568.1,12.1516414554153
568.2,12.1516455645543
568.3,12.1516477657431
568.4,12.1516482002358
568.5,12.1516470140236
568.6,12.1516442242732
568.7,12.1516382066734
568.8,12.1516299493256
568.9,12.1516209506869
569,12.1516083646677
569.1,12.1515964789587
569.2,12.1515809536076
569.3,12.1515644661964
569.4,12.1515484913874
569.5,12.1515273733688
569.6,12.151509875776
569.7,12.1514892277877
569.8,12.1514685818764
569.9,12.1514492283025
570,12.1514257783885
570.1,12.1514068534219
570.2,12.1513855881213
570.3,12.1513655726907
570.4,12.1513477811776
570.5,12.1513274375827
570.6,12.1513122298975
570.7,12.151295719556
570.8,12.1512810644774
570.9,12.1512688870399
571,12.1512562180169
571.1,12.1512471241881
571.2,12.1512373320406
571.3,12.1512290373199
571.4,12.1512223179747
571.5,12.1512135919773
571.6,12.1512055279394
571.7,12.1511955427819
571.8,12.1511847684378
571.9,12.1511739505571
572,12.1511600920094
572.1,12.151147647318
572.2,12.1511318137673
572.3,12.1511150476745
572.4,12.1510988525874
572.5,12.1510791434714
572.6,12.15106177158
572.7,12.1510414081967
572.8,12.1510210162375
572.9,12.1510015400973
573,12.1509771366284
573.1,12.1509583432682
573.2,12.150937014113
573.3,12.1509170458179
573.4,12.1508994202333
573.5,12.1508792023146
573.6,12.1508644805904
573.7,12.1508489566845
573.8,12.1508350517133
573.9,12.1508230118464
574,12.150810048899
574.1,12.1508004373706
574.2,12.1507905058634
574.3,12.150781532336
574.4,12.1507735281115
574.5,12.1507646610294
574.6,12.1507576033198
574.7,12.1507504755583
574.8,12.1507443228591
574.9,12.1507394500794
575,12.1507366406208
575.1,12.1507369753889
575.2,12.1507391888696
575.3,12.1507438286494
575.4,12.1507503490381
575.5,12.1507609585061
575.6,12.1507725297006
575.7,12.1507876690075
575.8,12.1508049783152
575.9,12.1508231214178
576,12.1508463497893
576.1,12.1508679854438
576.2,12.150893160001
576.3,12.1509189815333
576.4,12.1509443673648
576.5,12.1509759969332
576.6,12.1510032399953
576.7,12.1510351362635
576.8,12.1510667949384
576.9,12.1510964175485
577,12.1511314296577
577.1,12.1511581276027
577.2,12.1511875672767
577.3,12.151215014281
577.4,12.1512394620763
577.5,12.151266935041
577.6,12.1512875466585
577.7,12.1513093022293
577.8,12.1513281228172
577.9,12.1513435297401
578,12.1513592255364
578.1,12.1513692537761
578.2,12.1513786043142
578.3,12.1513851763206
578.4,12.1513891335918
578.5,12.1513908775894
578.6,12.1513905367466
578.7,12.1513875485601
578.8,12.1513816339526
578.9,12.15137380967
579,12.1513620304309
579.1,12.151350822379
579.2,12.1513359220127
579.3,12.1513198385286
579.4,12.1513038789277
579.5,12.1512824412709
579.6,12.1512638516575
579.7,12.1512415972326
579.8,12.1512185048531
579.9,12.1511961514687
580,12.1511703398692
580.1,12.1511492391376
580.2,12.1511241460754
580.3,12.1510997221068
580.4,12.1510775267539
580.5,12.1510509192667
580.6,12.1510294184333
580.7,12.1510046795926
580.8,12.1509807730798
580.9,12.1509588790817
581,12.1509329203491
581.1,12.1509115395149
581.2,12.1508864132412
581.3,12.1508615231391
581.4,12.1508381652419
581.5,12.1508094458692
581.6,12.1507853675356
581.7,12.1507571696211
581.8,12.150728930527
581.9,12.150702077739
582,12.1506692657863
582.1,12.150641910446
582.2,12.150609665395
582.3,12.1505776244716
582.4,12.1505476659171
582.5,12.1505119350154
582.6,12.1504830528192
582.7,12.1504502441636
582.8,12.1504186700888
582.9,12.1503896513561
583,12.1503550414297
583.1,12.1503276810341
583.2,12.1502970978836
583.3,12.150268040538
583.4,12.1502414132738
583.5,12.1502100645357
583.6,12.1501841802454
583.7,12.1501547418958
583.8,12.1501266112793
583.9,12.1501010235088
584,12.1500715962841
584.1,12.1500478467571
584.2,12.1500214668365
584.3,12.1499962946219
584.4,12.1499731205859
584.5,12.1499464147889
584.6,12.1499250617163
584.7,12.1499009725742
584.8,12.1498778820621
584.9,12.1498566882126
585,12.1498322132363
585.1,12.1498122100107
585.2,12.1497900055807
585.3,12.1497687632673
585.4,12.1497491927021
585.5,12.1497269482028
585.6,12.1497089413781
585.7,12.1496891603987
585.8,12.149670584672
585.9,12.1496536924096
586,12.1496341791276
586.1,12.1496187234234
586.2,12.1496015235941
586.3,12.1495851517971
586.4,12.149570175272
586.5,12.1495531252883
586.6,12.1495393262898
586.7,12.149523907824
586.8,12.149508991135
586.9,12.1494950680912
587,12.1494789422228
587.1,12.1494659067885
587.2,12.1494509491426
587.3,12.1494365116232
587.4,12.1494232785603
587.5,12.1494080211487
587.6,12.1493955429799
587.7,12.1493812832547
587.8,12.1493674638528
587.9,12.149354662763
588,12.1493396313497
588.1,12.1493273330525
588.2,12.1493135285003
588.3,12.1493003441813
588.4,12.1492882854723
588.5,12.1492745084799
588.6,12.1492635423394
588.7,12.1492517332065
588.8,12.1492408045812
588.9,12.1492309681318
589,12.1492198728144
589.1,12.1492114886057
589.2,12.1492024264217
589.3,12.1491940973271
589.4,12.1491865857899
589.5,12.1491775367692
589.6,12.1491702520021
589.7,12.1491618613566
589.8,12.149153607685
589.9,12.1491459111075
590,12.1491371746444
590.1,12.1491301936695
590.2,12.1491227957382
590.3,12.149116010056
590.4,12.1491099351071
590.5,12.1491032418207
590.6,12.1490978785643
590.7,12.1490917355287
590.8,12.1490856828699
590.9,12.149080045991
591,12.1490738559861
591.1,12.1490691462323
591.2,12.1490639012139
591.3,12.149058857672
591.4,12.1490542403759
591.5,12.1490492874802
591.6,12.1490455362805
591.7,12.1490411941691
591.8,12.1490371618474
591.9,12.1490335934021
592,12.1490290964842
592.1,12.1490257981444
592.2,12.1490225887946
592.3,12.1490196954026
592.4,12.149017008619
592.5,12.1490140315642
592.6,12.1490120345689
592.7,12.1490097509944
592.8,12.149007795378
592.9,12.1490062579828
593,12.1490044013174
593.1,12.1490024112392
593.2,12.1490001257606
593.3,12.1489979393482
593.4,12.1489959174469
593.5,12.1489933444553
593.6,12.1489911388897
593.7,12.148988752468
593.8,12.1489865301247
593.9,12.1489845848124
594,12.1489827908137
594.1,12.1489814906611
594.2,12.1489801178225
594.3,12.1489790078146
594.4,12.1489782340438
594.5,12.1489777233462
594.6,12.1489773894425
594.7,12.148976963539
594.8,12.1489765974411
594.9,12.1489763240805
595,12.1489759795897
595.1,12.1489755037567
595.2,12.1489753219844
595.3,12.1489752439371
595.4,12.1489751247176
595.5,12.1489750680014
595.6,12.1489748589147
595.7,12.1489744418127
595.8,12.1489740823776
595.9,12.1489738802781
596,12.1489736464085
596.1,12.1489734569632
596.2,12.1489734461764
596.3,12.1489733649148
596.4,12.1489731258234
596.5,12.1489729016858
596.6,12.148972862403
596.7,12.148972793135
596.8,12.148972727694
596.9,12.1489726569736
597,12.1489724475985
597.1,12.1489722385119
597.2,12.1489721751585
597.3,12.1489721990468
597.4,12.1489722194843
597.5,12.1489721734821
597.6,12.1489722127649
597.7,12.1489722166869
597.8,12.1489722092788
597.9,12.1489722034963
598,12.1489721645459
598.1,12.1489720859804
598.2,12.148971871291
598.3,12.148971871291
