Time,GPS_LatAcc
539.7,0.0443084836006165
539.8,0.0025911289267242
539.9,-0.0692314654588699
540,-0.098039373755455
540.1,-0.0702216848731041
540.2,-0.00814095605164766
540.3,0.0752822756767273
540.4,0.152383968234062
540.5,0.193978145718575
540.6,0.240572020411491
540.7,0.305534660816193
540.8,0.443531006574631
540.9,0.642313361167908
541,0.86214405298233
541.1,1.04347443580627
541.2,1.16770195960999
541.3,1.28853607177734
541.4,1.43697381019592
541.5,1.53381478786469
541.6,1.61169695854187
541.7,1.61493563652039
541.8,1.56673753261566
541.9,1.52025485038757
542,1.5041720867157
542.1,1.53572523593903
542.2,1.57648682594299
542.3,1.57515251636505
542.4,1.53273594379425
542.5,1.53880977630615
542.6,1.65798938274384
542.7,1.7729651927948
542.8,1.9447181224823
542.9,2.17134523391724
543,2.37491607666016
543.1,2.40665769577026
543.2,2.26881194114685
543.3,2.02411437034607
543.4,1.80388534069061
543.5,1.74989008903503
543.6,1.66429710388184
543.7,1.53748250007629
543.8,1.33015465736389
543.9,1.07150518894196
544,0.809582710266113
544.1,0.552425980567932
544.2,0.308369666337967
544.3,0.136035397648811
544.4,0.0316509380936623
544.5,-0.00552433589473367
544.6,-0.0105187464505434
544.7,0.0169736091047525
544.8,0.0519948154687881
544.9,0.071858175098896
545,0.0772069841623306
545.1,0.0560054928064346
545.2,0.0456763990223408
545.3,0.0581509806215763
545.4,0.0894057974219322
545.5,0.156316950917244
545.6,0.336362034082413
545.7,0.544377148151398
545.8,0.743051648139954
545.9,0.907252013683319
546,1.00206184387207
546.1,0.984918177127838
546.2,1.0034761428833
546.3,1.10020530223846
546.4,1.24623644351959
546.5,1.36507630348206
546.6,1.40773570537567
546.7,1.47884333133698
546.8,1.63206911087036
546.9,1.82716381549835
547,1.85210037231445
547.1,1.78859174251556
547.2,1.69830131530762
547.3,1.68536710739136
547.4,1.76866948604584
547.5,1.89366459846497
547.6,1.90554213523865
547.7,1.9206006526947
547.8,1.87701416015625
547.9,1.77678799629211
548,1.69446182250977
548.1,1.83124923706055
548.2,1.98274672031403
548.3,2.11323404312134
548.4,2.20291233062744
548.5,2.19124269485474
548.6,2.12587809562683
548.7,2.06395697593689
548.8,2.04620909690857
548.9,2.08017873764038
549,2.21556830406189
549.1,2.16160178184509
549.2,2.07865595817566
549.3,1.98504877090454
549.4,1.91089272499084
549.5,1.9367344379425
549.6,1.94315314292908
549.7,1.89476346969604
549.8,1.85286891460419
549.9,1.85145509243011
550,1.84156823158264
550.1,1.76414656639099
550.2,1.69232296943665
550.3,1.6284407377243
550.4,1.56206130981445
550.5,1.43688726425171
550.6,1.31959795951843
550.7,1.17669939994812
550.8,1.01961719989777
550.9,0.859331905841827
551,0.644183218479156
551.1,0.32462951540947
551.2,0.0329284630715847
551.3,-0.221525356173515
551.4,-0.448102414608002
551.5,-0.600668728351593
551.6,-0.794817984104156
551.7,-0.989737093448639
551.8,-1.20802462100983
551.9,-1.42970383167267
552,-1.50042283535004
