Time,GPS_Nsat
539.7,15
539.8,15
539.9,15
540,15
540.1,15
540.2,15
540.3,15
540.4,14
540.5,14
540.6,14
540.7,15
540.8,15
540.9,15
541,15
541.1,15
541.2,15
541.3,15
541.4,15
541.5,15
541.6,15
541.7,15
541.8,14
541.9,14
542,14
542.1,14
542.2,14
542.3,14
542.4,14
542.5,14
542.6,14
542.7,14
542.8,14
542.9,14
543,14
543.1,14
543.2,14
543.3,14
543.4,14
543.5,14
543.6,14
543.7,14
543.8,14
543.9,14
544,14
544.1,14
544.2,14
544.3,14
544.4,14
544.5,14
544.6,14
544.7,14
544.8,14
544.9,14
545,14
545.1,14
545.2,14
545.3,14
545.4,14
545.5,15
545.6,15
545.7,15
545.8,15
545.9,15
546,15
546.1,15
546.2,15
546.3,15
546.4,15
546.5,15
546.6,15
546.7,15
546.8,15
546.9,15
547,15
547.1,15
547.2,15
547.3,15
547.4,15
547.5,15
547.6,15
547.7,15
547.8,15
547.9,14
548,14
548.1,14
548.2,14
548.3,14
548.4,14
548.5,14
548.6,14
548.7,14
548.8,14
548.9,14
549,14
549.1,14
549.2,14
549.3,14
549.4,14
549.5,14
549.6,14
549.7,14
549.8,14
549.9,14
550,14
550.1,14
550.2,14
550.3,14
550.4,14
550.5,15
550.6,15
550.7,15
550.8,15
550.9,15
551,15
551.1,15
551.2,15
551.3,15
551.4,15
551.5,15
551.6,15
551.7,15
551.8,15
551.9,15
552,15
552.1,15
552.2,15
552.3,15
552.4,15
552.5,15
552.6,15
552.7,15
552.8,15
552.9,15
553,15
553.1,15
553.2,15
553.3,15
553.4,15
553.5,15
553.6,15
553.7,15
553.8,15
553.9,15
554,15
554.1,15
554.2,15
554.3,15
554.4,15
554.5,15
554.6,15
554.7,15
554.8,15
554.9,15
555,15
555.1,15
555.2,15
555.3,15
555.4,15
555.5,15
555.6,15
555.7,15
555.8,15
555.9,15
556,15
556.1,15
556.2,15
556.3,15
556.4,15
556.5,15
556.6,15
556.7,15
556.8,15
556.9,15
557,15
557.1,15
557.2,15
557.3,15
557.4,15
557.5,15
557.6,15
557.7,15
557.8,15
557.9,15
558,15
558.1,15
558.2,15
558.3,15
558.4,15
558.5,15
558.6,15
558.7,15
558.8,15
558.9,15
559,15
559.1,15
559.2,15
559.3,15
559.4,15
559.5,15
559.6,15
559.7,15
559.8,15
559.9,15
560,15
560.1,15
560.2,15
560.3,15
560.4,15
560.5,15
560.6,15
560.7,15
560.8,15
560.9,15
561,15
561.1,15
561.2,15
561.3,15
561.4,15
561.5,15
561.6,15
561.7,15
561.8,15
561.9,15
562,15
562.1,15
562.2,14
562.3,14
562.4,14
562.5,14
562.6,14
562.7,14
562.8,14
562.9,14
563,14
563.1,14
563.2,14
563.3,14
563.4,14
563.5,14
563.6,14
563.7,14
563.8,14
563.9,14
564,14
564.1,14
564.2,14
564.3,14
564.4,14
564.5,14
564.6,14
564.7,14
564.8,14
564.9,14
565,14
565.1,14
565.2,14
565.3,15
565.4,15
565.5,15
565.6,15
565.7,15
565.8,15
565.9,16
566,16
566.1,16
566.2,16
566.3,16
566.4,16
566.5,16
566.6,16
566.7,16
566.8,15
566.9,16
567,16
567.1,16
567.2,16
567.3,16
567.4,16
567.5,16
567.6,16
567.7,16
567.8,16
567.9,16
568,16
568.1,16
568.2,16
