Time,ECEF_position_X
82.316,4412890.05
82.45,4412887.2
82.566,4412884.33
82.7,4412881.42
82.816,4412878.49
82.95,4412875.58
83.066,4412872.72
83.2,4412869.83
83.316,4412867.06
83.45,4412864.27
83.566,4412861.45
83.7,4412858.67
83.816,4412855.87
83.95,4412853.06
84.066,4412850.21
84.2,4412847.49
84.316,4412844.79
84.45,4412842.2
84.566,4412839.64
84.7,4412837.19
84.816,4412834.78
84.95,4412832.59
85.066,4412830.8
85.2,4412828.8
85.316,4412827.02
85.45,4412825.56
85.566,4412824.21
85.7,4412822.85
85.816,4412821.73
85.95,4412820.68
86.066,4412819.94
86.2,4412819.26
86.316,4412818.77
86.45,4412818.26
86.566,4412817.94
86.7,4412817.55
86.816,4412817.33
86.95,4412817.09
87.066,4412816.94
87.2,4412816.71
87.316,4412816.5
87.45,4412816.28
87.566,4412816.04
87.7,4412815.9
87.816,4412815.77
87.95,4412815.74
88.066,4412815.79
88.2,4412815.91
88.316,4412816.09
88.45,4412816.43
88.566,4412816.92
88.7,4412817.58
88.816,4412818.3
88.95,4412819.11
89.066,4412820.08
89.2,4412821.13
89.316,4412822.25
89.45,4412823.43
89.566,4412824.71
89.7,4412826.02
89.816,4412827.45
89.95,4412828.97
90.066,4412830.52
90.2,4412832.16
90.316,4412833.81
90.45,4412835.48
90.566,4412837.19
90.7,4412838.88
90.816,4412840.56
90.95,4412842.26
91.066,4412843.98
91.2,4412845.62
91.316,4412847.23
91.45,4412848.78
91.566,4412850.25
91.699,4412851.62
91.816,4412852.96
91.949,4412854.28
92.066,4412855.46
92.199,4412856.47
92.316,4412857.44
92.449,4412858.18
92.566,4412858.84
92.699,4412859.29
92.816,4412859.59
92.949,4412859.69
93.066,4412859.74
93.199,4412859.54
93.316,4412859.15
93.449,4412858.66
93.566,4412857.96
93.699,4412857.13
93.816,4412856.11
93.949,4412855.01
94.066,4412853.83
94.199,4412852.56
94.316,4412851.28
94.449,4412849.99
94.566,4412848.69
94.699,4412847.43
94.816,4412846.24
94.949,4412845.21
95.066,4412844.29
95.199,4412843.47
95.316,4412842.79
95.449,4412842.25
95.566,4412841.82
95.699,4412841.52
95.816,4412841.34
95.949,4412841.28
96.066,4412841.36
96.199,4412841.61
96.316,4412841.98
96.449,4412842.51
96.566,4412843.2
96.699,4412843.97
96.816,4412844.82
96.949,4412845.79
97.066,4412847
97.199,4412848.33
97.316,4412849.68
97.449,4412851.24
97.566,4412852.75
97.699,4412854.37
97.816,4412856.04
97.949,4412857.83
98.066,4412859.61
98.199,4412861.38
98.316,4412863.22
98.449,4412865.08
98.566,4412866.99
98.699,4412868.96
98.816,4412871.03
98.949,4412873.14
99.066,4412875.27
99.199,4412877.48
99.316,4412879.73
99.449,4412882.01
99.566,4412884.37
99.699,4412886.72
99.816,4412889.1
99.949,4412891.5
100.066,4412893.91
100.199,4412896.36
100.316,4412898.82
100.449,4412901.35
100.566,4412903.88
100.699,4412906.43
100.816,4412908.91
100.949,4412911.27
101.066,4412913.58
101.199,4412915.79
101.316,4412917.91
101.449,4412919.97
101.566,4412921.96
101.699,4412923.88
101.816,4412925.69
101.949,4412927.47
102.066,4412929.17
102.199,4412930.83
102.316,4412932.48
102.448,4412934.09
102.566,4412935.65
102.698,4412937.16
102.816,4412938.55
102.948,4412939.86
103.066,4412941.06
103.198,4412942.08
103.316,4412943.01
103.448,4412943.72
103.566,4412944.28
103.698,4412944.68
103.816,4412944.87
103.948,4412944.84
104.066,4412944.65
104.198,4412944.21
104.316,4412943.69
104.448,4412942.96
104.566,4412942.12
104.698,4412941.17
104.816,4412940.06
104.948,4412938.89
105.066,4412937.51
105.198,4412936.09
105.316,4412934.54
105.448,4412932.92
105.566,4412931.26
105.698,4412929.5
105.816,4412927.68
105.948,4412925.78
106.066,4412923.81
106.198,4412921.81
106.316,4412919.76
106.448,4412917.66
106.566,4412915.5
106.698,4412913.3
106.816,4412911.08
106.948,4412908.81
107.066,4412906.5
107.198,4412904.15
107.316,4412901.78
107.448,4412899.42
107.566,4412897.07
107.698,4412894.75
107.816,4412892.46
107.948,4412890.24
108.066,4412888.13
108.198,4412886.09
108.316,4412884.13
108.448,4412882.24
108.566,4412880.59
108.698,4412879.13
108.816,4412877.72
108.948,4412876.41
109.066,4412875.21
109.198,4412874.12
109.316,4412873.21
109.448,4412872.53
109.566,4412871.96
109.698,4412871.7
109.816,4412871.55
109.948,4412871.56
110.066,4412871.72
110.198,4412872.03
110.316,4412872.56
110.448,4412873.15
110.566,4412873.9
110.698,4412874.77
110.816,4412875.78
110.948,4412876.86
111.066,4412878.05
111.198,4412879.33
111.316,4412880.7
111.448,4412882.17
111.566,4412883.73
111.698,4412885.36
111.816,4412887.1
111.948,4412888.92
112.066,4412890.68
112.198,4412892.36
112.316,4412894.01
112.448,4412895.6
112.566,4412897.17
112.698,4412898.75
112.816,4412900.32
112.947,4412901.9
113.066,4412903.51
113.197,4412905.14
113.316,4412906.79
113.447,4412908.46
113.566,4412910.1
113.697,4412911.7
113.816,4412913.23
113.947,4412914.72
114.066,4412916.16
114.197,4412917.52
114.316,4412918.77
114.447,4412919.84
114.566,4412920.85
114.697,4412921.77
114.816,4412922.52
114.947,4412923.12
115.066,4412923.61
115.197,4412923.81
115.316,4412923.93
115.447,4412923.85
115.566,4412923.52
115.697,4412923.07
115.816,4412922.44
115.947,4412921.66
116.066,4412920.74
116.197,4412919.71
116.316,4412918.6
116.447,4412917.35
116.566,4412916.01
116.697,4412914.53
116.816,4412913.01
116.947,4412911.51
117.066,4412910.16
117.197,4412908.9
117.316,4412907.78
117.447,4412906.8
117.566,4412906.12
117.697,4412905.54
117.816,4412905.05
117.947,4412904.83
118.066,4412904.8
118.197,4412904.97
118.316,4412905.42
118.447,4412905.95
118.566,4412906.65
118.697,4412907.54
118.816,4412908.6
118.947,4412909.78
119.066,4412911.15
119.197,4412912.62
119.316,4412914.16
119.447,4412915.71
119.566,4412917.44
119.697,4412919.16
119.816,4412920.91
119.947,4412922.77
120.066,4412924.63
120.197,4412926.6
120.316,4412928.57
120.555,4412932.63
120.666,4412934.61
120.805,4412936.55
120.916,4412938.47
121.055,4412940.14
121.166,4412941.69
121.305,4412943.09
121.416,4412944.39
121.555,4412945.5
121.666,4412946.47
121.805,4412947.24
121.916,4412947.77
122.055,4412948.24
122.166,4412948.48
122.305,4412948.64
122.416,4412948.75
122.555,4412948.8
122.666,4412948.87
122.805,4412949.02
122.916,4412949.27
123.055,4412949.57
123.166,4412949.96
123.305,4412950.61
123.416,4412951.32
123.555,4412952.17
123.666,4412953.07
123.804,4412954.12
123.916,4412955.3
124.054,4412956.56
124.166,4412957.83
124.304,4412959.2
124.416,4412960.55
124.554,4412961.97
124.666,4412963.45
124.804,4412964.85
124.916,4412966.07
125.054,4412967.21
125.166,4412968.3
125.304,4412969.21
125.416,4412970
125.554,4412970.6
125.666,4412971.04
125.804,4412971.41
125.916,4412971.55
126.054,4412971.51
126.166,4412971.31
126.304,4412970.98
126.416,4412970.53
126.554,4412969.99
126.666,4412969.36
126.804,4412968.68
126.916,4412968.02
127.054,4412967.37
127.166,4412966.74
127.304,4412966.11
127.416,4412965.55
127.554,4412965.03
127.666,4412964.68
127.804,4412964.35
127.916,4412964.25
128.054,4412964.23
128.166,4412964.43
128.304,4412964.66
128.416,4412965.07
128.554,4412965.66
128.666,4412966.4
128.804,4412967.46
128.916,4412968.47
129.054,4412969.69
129.166,4412970.99
129.304,4412972.28
129.416,4412973.58
129.554,4412974.71
129.666,4412975.71
129.804,4412976.49
129.916,4412977.21
130.054,4412977.65
130.166,4412977.94
130.304,4412977.98
130.416,4412977.8
130.554,4412977.42
130.666,4412976.91
130.804,4412976.18
130.916,4412975.18
131.054,4412974.08
131.166,4412972.81
131.304,4412971.41
131.416,4412969.81
131.554,4412968.1
131.666,4412966.29
131.804,4412964.32
131.916,4412962.23
132.054,4412960.04
132.166,4412957.71
132.304,4412955.44
132.416,4412953.06
132.554,4412950.69
132.666,4412948.24
132.804,4412945.83
132.916,4412943.4
133.054,4412941.04
133.166,4412938.63
133.304,4412936.13
133.416,4412933.61
133.554,4412931.07
133.666,4412928.46
133.804,4412925.82
133.916,4412923.19
134.054,4412920.5
134.166,4412917.83
134.304,4412915.09
134.416,4412912.36
134.553,4412909.59
134.666,4412906.74
134.803,4412903.93
134.916,4412901.1
135.053,4412898.26
135.166,4412895.36
