Time,RPM
187.531,13891
187.551,13958
187.571,13982
187.591,6929
187.619,6902
187.639,14048
187.659,13938
187.679,13948
187.699,13956
187.722,13962
187.742,13982
187.762,13942
187.782,6953
187.802,6948
187.813,6943
187.833,6958
187.853,5955
187.873,7053
187.893,3531
187.911,7034
187.931,5979
187.951,6998
187.971,13954
187.991,13922
188.019,13944
188.039,13983
188.059,9901
188.079,10412
188.099,13873
188.122,13856
188.142,13721
188.162,13642
188.182,13521
188.202,13415
188.22,13316
188.24,13280
188.26,13415
188.28,13457
188.3,13371
188.319,13248
188.339,13068
188.359,12819
188.379,12703
188.399,12907
188.421,13029
188.441,13103
188.461,12891
188.481,12894
188.501,12763
188.519,12738
188.539,12993
188.559,13127
188.579,13089
188.599,13064
188.62,13062
188.64,13095
188.66,13097
188.68,12863
188.7,12608
188.718,12356
188.738,12188
188.758,12095
188.778,12129
188.798,12237
188.822,12326
188.842,12110
188.862,11965
188.882,11775
188.902,11651
188.918,11780
188.938,11839
188.958,11855
188.978,11950
188.998,11812
189.019,11562
189.039,11137
189.059,10593
189.079,10098
189.099,9985
189.117,10230
189.137,10526
189.157,10608
189.177,10662
189.197,10971
189.218,11128
189.238,11086
189.258,11013
189.278,11019
189.298,11049
189.321,11065
189.341,11170
189.361,11032
189.381,11102
189.401,11074
189.418,11110
189.438,11050
189.458,11093
189.478,10999
189.498,11194
189.521,11295
189.541,11365
189.561,11439
189.581,11428
189.601,11454
189.62,11546
189.64,11589
189.66,11612
189.68,11562
189.7,11605
189.719,11544
189.739,11644
189.759,11778
189.779,11760
189.799,11608
189.822,11507
189.842,11239
189.862,11132
189.882,11173
189.902,11328
189.922,11714
189.942,11873
189.962,11770
189.982,11706
190.002,11669
190.019,11659
190.039,11623
190.059,11714
190.079,11896
190.099,12013
190.121,12064
190.141,11998
190.161,11856
190.181,11860
190.201,11869
190.222,11773
190.242,11714
190.262,11673
190.282,11693
190.302,11831
190.319,11863
190.339,11758
190.359,11659
190.379,11544
190.399,11514
190.422,11522
190.442,11565
190.462,11626
190.482,11643
190.502,11633
190.52,11665
190.54,11679
190.56,11755
190.58,11828
190.6,11971
190.622,11930
190.642,11992
190.662,11953
190.682,11889
190.702,11869
190.722,11870
190.742,11889
190.762,12158
190.782,12632
190.802,12822
190.82,12150
190.84,11955
190.86,11865
190.88,11829
190.9,11963
190.92,12276
190.94,12419
190.96,12185
190.98,12060
191,12082
191.019,12091
191.039,12202
191.059,12252
191.079,12292
191.099,12275
191.121,12198
191.141,12222
191.161,12247
191.181,12386
191.201,12574
191.218,12607
191.238,12500
191.258,12349
191.278,12284
191.298,12239
191.32,12245
191.34,12260
191.36,12269
191.38,12336
191.4,12417
191.422,12454
191.442,12391
191.462,12350
191.482,12291
191.502,12269
191.52,12265
191.54,12414
191.56,12484
191.58,12397
191.6,12343
191.622,12292
191.642,12311
191.662,12349
191.682,12403
191.702,12433
191.718,12428
191.738,12410
191.758,12464
191.778,12534
191.798,12525
191.819,12514
191.839,12515
191.859,12526
191.879,12540
191.899,12574
191.92,12569
191.94,12581
191.96,12594
191.98,12656
192,12697
192.019,12719
192.039,12712
192.059,12705
192.079,12674
192.099,12693
192.119,12713
192.139,12762
192.159,12802
192.179,12809
192.199,12800
192.222,12796
192.242,12803
192.262,12847
192.282,12859
192.302,12867
192.32,12936
192.34,12896
192.36,12909
192.38,12910
192.4,12913
192.422,12926
192.442,12970
192.462,13006
192.482,12999
192.502,12981
192.519,13002
192.539,13026
192.559,13066
192.579,13063
192.599,13089
192.62,13077
192.64,13108
192.66,13109
192.68,13129
192.7,13138
192.721,13148
192.741,13185
192.761,13227
192.781,13245
192.801,13319
192.82,13363
192.84,13252
192.86,13225
192.88,13244
192.9,13269
192.92,13351
192.94,13495
192.96,13409
192.98,13341
193,13357
193.018,13346
193.038,13353
193.058,13378
193.078,13396
193.098,13406
193.121,13437
193.141,13528
193.161,13737
193.181,13631
193.201,13527
193.218,13514
193.238,13474
193.258,13475
193.278,13524
193.298,13550
193.32,13586
193.34,13579
193.36,13597
193.38,13589
193.4,13604
193.422,13620
193.442,13654
193.462,13705
193.482,13755
193.502,13749
193.522,13687
193.542,13709
193.562,13702
193.582,13687
193.602,13709
193.619,13814
193.639,13914
193.659,11543
193.679,13765
193.699,13755
193.719,13769
193.739,13810
193.759,13833
