Time,AccelerometerZ
187.528,-0.861328125
187.538,-1.0859375
187.548,-1.2939453125
187.558,-1.4287109375
187.568,-1.474609375
187.579,-1.4453125
187.589,-1.37109375
187.599,-1.283203125
187.609,-1.1875
187.619,-1.0693359375
187.629,-0.939453125
187.639,-0.83544921875
187.649,-0.79248046875
187.659,-0.80615234375
187.669,-0.8408203125
187.679,-0.85791015625
187.689,-0.84375
187.699,-0.8193359375
187.709,-0.81884765625
187.719,-0.8466796875
187.729,-0.880859375
187.739,-0.912109375
187.749,-0.95947265625
187.759,-1.041015625
187.769,-1.1533203125
187.773,-1.3994140625
187.783,-1.4091796875
187.793,-1.40625
187.803,-1.365234375
187.813,-1.283203125
187.823,-1.1875
187.833,-1.1044921875
187.843,-1.0322265625
187.853,-0.9462890625
187.863,-0.82470703125
187.873,-0.68017578125
187.883,-0.5517578125
187.893,-0.46826171875
187.903,-0.421142578125
187.913,-0.384765625
187.923,-0.35498046875
187.931,-0.363037109375
187.941,-0.434814453125
187.951,-0.54638671875
187.961,-0.64404296875
187.971,-0.71630859375
187.981,-0.80908203125
187.991,-0.9619140625
188.001,-1.1474609375
188.011,-1.294921875
188.021,-1.3505859375
188.031,-1.318359375
188.041,-1.234375
188.051,-1.142578125
188.061,-1.05859375
188.071,-0.970703125
188.081,-0.8701171875
188.091,-0.77880859375
188.101,-0.72314453125
188.111,-0.6962890625
188.121,-0.66650390625
188.13,-0.60888671875
188.14,-0.5322265625
188.15,-0.489013671875
188.16,-0.54833984375
188.17,-0.72314453125
188.18,-0.93603515625
188.19,-1.076171875
188.2,-1.095703125
188.21,-1.0341796875
188.22,-0.9775390625
188.23,-0.9892578125
188.24,-1.0693359375
188.25,-1.1591796875
188.26,-1.189453125
188.27,-1.1259765625
188.28,-0.98583984375
188.29,-0.82373046875
188.3,-0.6962890625
188.31,-0.63427734375
188.32,-0.64990234375
188.329,-0.740234375
188.339,-0.87939453125
188.349,-1.0185546875
188.359,-1.0947265625
188.369,-1.0595703125
188.379,-0.896484375
188.389,-0.63037109375
188.399,-0.3173828125
188.409,-0.02764892578125
188.419,0.1829833984375
188.429,0.287353515625
188.439,0.28857421875
188.449,0.2138671875
188.459,0.09814453125
188.469,-0.0283660888671875
188.479,-0.147216796875
188.489,-0.253662109375
188.499,-0.35546875
188.509,-0.46630859375
188.519,-0.59326171875
188.523,-1.193359375
188.533,-1.22265625
188.543,-1.21875
188.553,-1.1953125
188.563,-1.1689453125
188.573,-1.154296875
188.583,-1.1630859375
188.593,-1.201171875
188.603,-1.265625
188.613,-1.3349609375
188.623,-1.3857421875
188.633,-1.40234375
188.643,-1.38671875
188.653,-1.353515625
188.663,-1.3115234375
188.673,-1.255859375
188.681,-1.1767578125
188.691,-1.0625
188.701,-0.908203125
188.711,-0.720703125
188.721,-0.51953125
188.731,-0.333984375
188.741,-0.1907958984375
188.751,-0.1002197265625
188.761,-0.055755615234375
188.771,-0.04949951171875
188.781,-0.08135986328125
188.791,-0.1553955078125
188.801,-0.265380859375
188.811,-0.38818359375
188.821,-0.491943359375
188.831,-0.5517578125
188.841,-0.5556640625
188.851,-0.5107421875
188.861,-0.442626953125
188.871,-0.383056640625
188.88,-0.358642578125
188.89,-0.385498046875
188.9,-0.46435546875
188.91,-0.576171875
188.92,-0.68798828125
188.93,-0.7626953125
188.94,-0.78125
188.95,-0.755859375
188.96,-0.72216796875
188.97,-0.70703125
188.98,-0.70458984375
188.99,-0.69384765625
189,-0.66015625
189.01,-0.60986328125
189.02,-0.568359375
189.03,-0.55908203125
189.04,-0.5859375
189.05,-0.62451171875
189.06,-0.64453125
189.07,-0.63623046875
189.079,-0.61279296875
189.089,-0.5927734375
189.099,-0.57470703125
189.109,-0.54150390625
189.119,-0.4912109375
189.129,-0.440673828125
189.139,-0.408447265625
189.149,-0.40087890625
189.159,-0.419921875
189.169,-0.46044921875
189.179,-0.50439453125
189.189,-0.53125
189.199,-0.53369140625
189.209,-0.51611328125
189.219,-0.496337890625
189.229,-0.48779296875
189.239,-0.484619140625
189.249,-0.4755859375
189.259,-0.460693359375
189.269,-0.443115234375
189.273,-0.496826171875
189.283,-0.5009765625
189.293,-0.493896484375
189.303,-0.4755859375
189.313,-0.458740234375
189.323,-0.45458984375
189.333,-0.463623046875
189.343,-0.480224609375
189.353,-0.49658203125
189.363,-0.505859375
189.373,-0.50830078125
189.383,-0.5107421875
189.393,-0.52197265625
189.403,-0.54638671875
189.413,-0.58203125
189.423,-0.64208984375
189.431,-0.7392578125
189.441,-0.8515625
189.451,-0.9482421875
189.461,-1.0244140625
189.471,-1.0703125
189.481,-1.06640625
189.491,-1.029296875
189.501,-0.99951171875
189.511,-0.98779296875
189.521,-0.978515625
189.531,-0.966796875
189.541,-0.951171875
189.551,-0.92431640625
189.561,-0.89404296875
189.571,-0.888671875
189.581,-0.921875
189.591,-0.97900390625
189.601,-1.037109375
189.611,-1.087890625
189.621,-1.138671875
189.63,-1.1884765625
189.64,-1.22265625
189.65,-1.2265625
189.66,-1.205078125
189.67,-1.1796875
189.68,-1.162109375
189.69,-1.1474609375
189.7,-1.1328125
189.71,-1.1298828125
189.72,-1.150390625
189.73,-1.1845703125
189.74,-1.2041015625
189.75,-1.18359375
189.76,-1.1181640625
189.77,-1.025390625
189.78,-0.92626953125
189.79,-0.83251953125
189.8,-0.75146484375
189.81,-0.69580078125
189.82,-0.68212890625
189.829,-0.71728515625
189.839,-0.79052734375
189.849,-0.87353515625
189.859,-0.94287109375
189.869,-0.99169921875
189.879,-1.0244140625
189.889,-1.0400390625
189.899,-1.0302734375
189.909,-0.98974609375
189.919,-0.9345703125
189.929,-0.89111328125
189.939,-0.86083984375
189.949,-0.822265625
189.959,-0.76318359375
189.969,-0.68798828125
189.979,-0.60498046875
189.989,-0.51416015625
189.999,-0.423583984375
190.009,-0.364501953125
190.019,-0.370361328125
190.023,-0.75390625
190.033,-0.71533203125
190.043,-0.63427734375
190.053,-0.5234375
190.063,-0.4150390625
190.073,-0.352294921875
190.083,-0.364501953125
190.093,-0.447265625
190.103,-0.5634765625
190.113,-0.66162109375
190.123,-0.7041015625
190.133,-0.6904296875
190.143,-0.650390625
190.153,-0.62109375
190.163,-0.6220703125
190.173,-0.6552734375
190.181,-0.7060546875
190.191,-0.7509765625
190.201,-0.77392578125
190.211,-0.779296875
190.221,-0.79052734375
190.231,-0.8291015625
190.241,-0.89306640625
190.251,-0.951171875
190.261,-0.970703125
190.271,-0.94384765625
190.281,-0.89306640625
190.291,-0.849609375
190.301,-0.83203125
190.311,-0.8330078125
190.321,-0.826171875
190.331,-0.78173828125
190.341,-0.6904296875
190.351,-0.5771484375
190.361,-0.4853515625
190.371,-0.450927734375
190.38,-0.477783203125
190.39,-0.537109375
190.4,-0.5947265625
190.41,-0.630859375
190.42,-0.64453125
190.43,-0.6435546875
190.44,-0.6416015625
190.45,-0.650390625
190.46,-0.67529296875
190.47,-0.716796875
190.48,-0.7666015625
190.49,-0.81005859375
190.5,-0.84326171875
190.51,-0.88720703125
190.52,-0.96533203125
190.53,-1.0791015625
190.54,-1.20703125
190.55,-1.3154296875
190.56,-1.3779296875
190.57,-1.3828125
190.579,-1.3359375
190.589,-1.25390625
190.599,-1.1591796875
190.609,-1.07421875
190.619,-1.013671875
190.629,-0.99072265625
190.639,-1.001953125
190.649,-1.0263671875
190.659,-1.03515625
190.669,-1.01171875
190.679,-0.9697265625
190.689,-0.93701171875
190.699,-0.9375
190.709,-0.97021484375
190.719,-1.013671875
190.729,-1.048828125
190.739,-1.0703125
190.749,-1.0859375
190.759,-1.107421875
190.769,-1.1494140625
190.774,-1.1640625
190.784,-1.0537109375
190.794,-0.93798828125
190.804,-0.83203125
190.814,-0.75732421875
190.824,-0.736328125
190.834,-0.78125
190.844,-0.900390625
190.854,-1.1005859375
190.864,-1.3671875
190.874,-1.638671875
190.884,-1.841796875
190.894,-1.9267578125
190.904,-1.892578125
190.914,-1.7666015625
190.924,-1.568359375
190.931,-1.2978515625
190.941,-0.9609375
190.951,-0.59619140625
190.961,-0.279296875
190.971,-0.088623046875
190.981,-0.0758056640625
190.991,-0.237060546875
191.001,-0.51171875
191.011,-0.81640625
191.021,-1.0771484375
191.031,-1.24609375
191.041,-1.2939453125
191.051,-1.220703125
191.061,-1.0615234375
191.071,-0.88623046875
191.081,-0.759765625
191.091,-0.71875
191.101,-0.77294921875
191.111,-0.9140625
191.121,-1.111328125
191.13,-1.3134765625
191.14,-1.458984375
191.15,-1.5126953125
191.16,-1.474609375
191.17,-1.375
191.18,-1.2509765625
191.19,-1.1376953125
191.2,-1.0712890625
191.21,-1.0703125
191.22,-1.12109375
191.23,-1.193359375
191.24,-1.2548828125
191.25,-1.2822265625
191.26,-1.2666015625
191.27,-1.2099609375
191.28,-1.119140625
191.29,-1.0068359375
191.3,-0.8955078125
191.31,-0.81201171875
191.32,-0.78515625
191.329,-0.82666015625
191.339,-0.919921875
191.349,-1.0244140625
191.359,-1.095703125
191.369,-1.115234375
191.379,-1.0908203125
191.389,-1.052734375
191.399,-1.021484375
191.409,-1.0087890625
191.419,-1.0126953125
191.429,-1.0146484375
191.439,-0.99609375
191.449,-0.9462890625
191.459,-0.873046875
191.469,-0.794921875
191.479,-0.736328125
191.489,-0.72119140625
191.499,-0.76318359375
191.509,-0.85546875
191.519,-0.974609375
191.524,-1.1552734375
191.534,-1.0361328125
191.544,-0.90283203125
191.554,-0.787109375
191.564,-0.70458984375
191.574,-0.6611328125
191.584,-0.6572265625
191.594,-0.68896484375
