Time,ECEF_velocity_X
187.549,-23.14
187.666,-23.42
187.799,-23.38
187.916,-23.56
188.048,-23.59
188.166,-23.57
188.298,-23.3
188.416,-22.87
188.548,-22.56
188.666,-22.28
188.798,-22.04
188.916,-21.63
189.048,-21.04
189.173,-20.44
189.298,-19.71
189.416,-19.19
189.548,-18.81
189.666,-18.54
189.798,-18.37
189.916,-18
190.048,-17.47
190.166,-17.16
190.298,-16.7
190.416,-16.14
190.548,-15.03
190.666,-14.38
190.798,-13.33
190.916,-12.49
191.048,-11.72
191.166,-10.71
191.298,-9.46
191.416,-7.71
191.548,-6.91
191.666,-5.97
191.798,-5.18
191.916,-4.6
192.048,-4.03
192.166,-3.6
192.298,-3.26
192.416,-2.96
192.548,-2.66
192.666,-2.49
192.798,-2.22
192.916,-2.13
193.048,-1.94
193.166,-1.76
193.298,-1.52
193.416,-0.98
193.548,-0.5
193.666,0.16
193.798,0.76
193.916,1.3
194.048,2.16
194.166,3.11
194.298,4.21
194.416,5.4
194.548,6.47
194.666,7.98
194.798,8.96
194.916,9.69
195.048,10.59
195.166,11.24
195.298,11.78
195.416,12.38
195.548,13.28
195.666,13.77
195.798,13.97
195.916,14.56
196.048,14.47
196.166,15.15
196.298,15.32
196.416,15.2
196.548,14.89
196.666,14.55
196.798,13.78
196.916,13.25
197.048,12.85
197.166,12.23
197.298,10.89
197.416,9.72
197.548,8.78
197.666,7.6
197.798,6.17
197.916,4.78
198.048,3.16
198.166,1.77
198.298,0.05
198.416,-1.51
198.547,-2.71
198.666,-4.2
198.797,-5.36
198.916,-6.36
199.047,-7.62
199.166,-8.71
199.297,-9.7
199.416,-10.43
199.547,-10.96
199.666,-11.11
199.797,-10.92
199.916,-10.41
200.047,-9.63
200.166,-8.62
200.297,-7.16
200.416,-5.8
200.547,-4.68
200.666,-2.77
200.797,-1.91
200.916,-0.28
201.047,1.06
201.166,2.66
201.297,4.2
201.416,5.76
201.547,6.9
201.666,7.93
201.797,8.9
201.916,10.12
202.047,11.19
202.166,12.17
202.297,13.43
202.416,14.21
202.547,14.92
202.666,15.67
202.797,16.42
202.916,17.01
203.047,17.66
203.166,18.11
203.297,18.37
203.416,18.49
203.547,18.68
203.666,19.07
203.797,19.55
203.916,19.66
204.047,19.75
204.166,19.87
204.297,19.91
204.416,20.02
204.547,20.04
204.666,19.96
204.797,20.1
204.916,20.23
205.047,20.52
205.166,20.87
205.297,21.14
205.416,21.12
205.547,20.53
205.666,19.83
205.797,19.1
205.916,18.32
206.047,17.89
206.166,17.36
206.297,16.88
206.416,16.19
206.547,15.6
206.666,14.73
206.797,13.91
206.916,12.95
207.047,11.83
207.166,10.76
207.297,9.69
207.416,8.55
207.547,7.14
207.666,5.46
207.797,3.8
207.916,2.75
208.047,1.11
208.166,-0.77
208.297,-2.35
208.416,-4
208.547,-5.71
208.666,-7.12
208.797,-8.37
208.916,-9.4
209.047,-10.38
209.166,-11.53
209.296,-12.48
209.416,-13.67
209.546,-14.33
209.666,-15.06
209.796,-15.57
209.916,-16.17
210.046,-16.6
210.166,-17.07
210.296,-17.32
210.416,-17.79
210.546,-18.02
210.666,-18.37
210.796,-18.62
210.916,-18.96
211.046,-19.31
211.166,-19.67
211.296,-19.44
211.416,-19.33
211.546,-18.98
211.666,-18.47
211.796,-17.98
211.916,-17.35
212.046,-16.43
212.166,-15.49
212.296,-14.4
212.416,-13.57
212.546,-12.9
212.666,-11.74
212.796,-10.85
212.916,-9.78
213.046,-8.34
213.166,-7.45
213.296,-6.06
213.416,-4.74
213.546,-3.52
213.666,-1.78
213.796,-0.28
213.916,0.93
214.046,2.39
214.166,3.65
214.296,5.29
214.416,6.52
214.546,7.64
214.666,8.6
214.796,9.5
214.916,10.57
215.046,11.48
215.166,12.41
215.296,13
215.416,13.32
215.546,13.77
215.666,14.23
215.796,14.56
215.916,14.19
216.046,13.75
216.166,13.5
216.296,13.37
216.416,13.17
216.546,13.27
216.666,13.21
216.796,13.35
216.916,13.56
217.046,13.48
217.166,13.39
217.296,13.23
217.416,13.06
217.546,12.52
217.666,12.25
217.796,11.77
217.916,11.15
218.046,10.11
218.166,9.15
218.296,8.56
218.416,7.75
218.546,6.26
218.666,5.04
218.796,4.03
218.916,2.49
219.046,0.29
219.166,-1.76
219.296,-3.17
219.416,-4.37
219.546,-5.67
219.666,-7.05
219.796,-8.33
219.916,-9.42
220.045,-10.61
220.166,-11.63
220.295,-12.27
220.416,-12.45
220.545,-11.85
220.666,-10.78
220.795,-9.91
220.916,-8.53
221.045,-7.22
221.166,-5.6
221.295,-4.5
221.416,-2.87
221.545,-1.31
221.666,0.42
221.795,2.27
221.916,4.07
222.045,5.54
222.166,6.98
222.295,8.47
222.416,9.59
222.545,10.55
222.666,11.7
222.795,12.4
222.916,13.15
223.045,13.7
223.166,14.22
223.295,14.71
223.416,15.22
223.545,15.55
223.666,15.85
223.795,16.19
223.916,16.18
224.045,16.07
224.166,15.8
224.295,15.51
224.416,15
224.545,14.19
224.666,13.11
224.795,11.96
224.916,10.71
225.045,8.83
225.166,8.1
225.295,5.8
225.416,4.94
225.545,3.14
225.666,1.88
225.795,0.76
225.916,0.27
226.045,0.11
226.166,0.48
226.295,1.48
226.416,2.13
226.545,3.37
226.666,4.47
226.795,5.23
226.916,6.26
227.045,7.45
227.166,8.31
227.295,9.11
227.416,9.66
227.545,10.38
227.666,10.88
227.795,11.26
227.916,11.31
228.045,11.01
228.166,10.84
228.295,10.32
228.416,9.55
228.545,8.49
228.666,7.68
228.795,6.74
228.916,5.64
229.045,4.51
229.166,3.32
229.295,2.28
229.416,0.79
229.545,-0.33
229.666,-1.53
229.795,-2.67
229.916,-3.77
230.045,-4.69
230.166,-5.54
230.295,-5.94
230.416,-6.22
230.545,-6.22
230.666,-5.92
230.794,-5.44
230.916,-4.5
231.044,-3.88
231.166,-2.6
231.294,-1.32
231.416,0.01
231.544,1.17
231.666,2.77
231.794,4.07
231.916,5.59
232.044,6.88
232.166,7.56
232.294,8.51
232.416,9.31
232.544,9.95
232.666,10.34
232.794,10.01
232.916,9.09
233.044,7.77
233.166,6.21
233.294,5
233.416,3.14
233.544,1.23
233.666,-0.18
233.794,-2.14
233.916,-3.19
234.044,-4.87
234.166,-6.59
234.294,-8.05
234.416,-9.43
234.544,-10.56
234.666,-12.26
234.794,-13.08
234.916,-14.28
235.044,-15.21
235.166,-16.34
235.294,-17.13
235.416,-17.77
235.544,-18.13
235.666,-18.7
235.794,-19.06
235.916,-19.41
236.044,-19.46
236.166,-19.82
236.294,-20.12
236.416,-20.2
236.544,-20.51
236.666,-20.69
236.794,-20.94
236.916,-21.1
237.044,-21.25
237.166,-21.45
237.294,-21.59
237.416,-21.8
237.544,-21.92
237.666,-22.2
237.794,-22.22
237.916,-22.39
238.044,-22.51
238.166,-22.65
238.294,-22.81
