Time,Water_Temp
238.531,42.09375
238.581,42.09375
238.631,42.0625
238.681,42.0625
238.731,42.09375
238.781,42.09375
238.831,42.125
238.881,42.15625
238.931,42.15625
238.981,42.15625
239.031,42.15625
239.081,42.15625
239.131,42.125
239.181,42.09375
239.231,42.09375
239.281,42.09375
239.331,42.125
239.381,42.1875
239.431,42.21875
239.481,42.25
239.531,42.28125
239.581,42.34375
239.631,42.34375
239.681,42.375
239.731,42.375
239.781,42.375
239.831,42.375
239.881,42.34375
239.931,42.34375
239.981,42.3125
240.031,42.28125
240.08,42.25
240.13,42.21875
240.18,42.1875
240.23,42.1875
240.28,42.15625
240.33,42.125
240.38,42.125
240.43,42.15625
240.48,42.1875
240.53,42.21875
240.58,42.25
240.63,42.28125
240.68,42.25
240.73,42.25
240.78,42.25
240.83,42.25
240.88,42.28125
240.93,42.34375
240.98,42.375
241.03,42.40625
241.08,42.40625
241.13,42.40625
241.18,42.375
241.23,42.34375
241.28,42.3125
241.33,42.3125
241.38,42.3125
241.43,42.3125
241.48,42.28125
241.53,42.25
241.58,42.21875
241.63,42.1875
241.68,42.15625
241.73,42.15625
241.78,42.1875
241.83,42.25
241.88,42.28125
241.93,42.34375
241.98,42.375
242.03,42.40625
242.08,42.40625
242.13,42.40625
242.18,42.375
242.23,42.375
242.28,42.34375
242.33,42.3125
242.38,42.3125
242.43,42.34375
242.48,42.375
242.53,42.375
242.58,42.375
242.63,42.375
242.679,42.34375
242.729,42.3125
242.779,42.3125
242.829,42.3125
242.879,42.3125
242.929,42.34375
242.979,42.40625
243.029,42.4375
243.079,42.4375
243.129,42.40625
243.179,42.34375
243.229,42.28125
243.279,42.21875
243.329,42.1875
243.379,42.1875
243.429,42.21875
243.479,42.25
243.529,42.34375
243.579,42.4375
243.629,42.5
243.679,42.53125
243.729,42.5
243.779,42.5
243.829,42.4375
243.879,42.375
243.929,42.3125
243.979,42.28125
244.029,42.25
244.079,42.25
244.129,42.25
244.179,42.28125
244.229,42.3125
244.279,42.34375
244.329,42.375
244.379,42.375
244.429,42.375
244.479,42.375
244.529,42.40625
244.579,42.4375
244.629,42.46875
244.679,42.46875
244.729,42.46875
244.779,42.46875
244.829,42.46875
244.879,42.4375
244.929,42.4375
244.979,42.40625
245.029,42.375
245.079,42.375
245.129,42.34375
245.179,42.34375
245.229,42.375
245.279,42.40625
245.328,42.4375
245.378,42.46875
245.428,42.46875
245.478,42.5
245.528,42.5
245.578,42.5
245.628,42.5
245.678,42.46875
245.728,42.4375
245.778,42.4375
245.828,42.4375
245.878,42.5
245.928,42.5625
245.978,42.625
246.028,42.65625
246.078,42.6875
246.128,42.6875
246.178,42.6875
246.228,42.65625
246.278,42.625
246.328,42.59375
246.378,42.5625
246.428,42.5
246.478,42.46875
246.528,42.4375
246.578,42.40625
246.628,42.375
246.678,42.34375
246.728,42.3125
246.778,42.28125
246.828,42.25
246.878,42.21875
246.928,42.21875
246.978,42.21875
247.028,42.25
247.078,42.28125
247.128,42.3125
247.178,42.375
247.228,42.40625
247.278,42.46875
247.328,42.5
247.378,42.5
247.428,42.5
247.478,42.4375
247.528,42.40625
247.578,42.34375
247.628,42.3125
247.678,42.3125
247.728,42.3125
247.778,42.34375
247.828,42.375
247.878,42.40625
247.928,42.4375
247.977,42.46875
248.027,42.5
248.077,42.5
248.127,42.53125
