Time,Exhaust_Temp
238.531,542
238.581,543
238.631,544
238.681,545
238.731,546
238.781,547.5
238.831,548.5
238.881,549.5
238.931,550
238.981,551
239.031,552
239.081,553
239.131,554
239.181,554.5
239.231,555.5
239.281,556
239.331,557
239.381,557.5
239.431,558.5
239.481,559
239.531,559.5
239.581,560
239.631,560.5
239.681,561
239.731,561.5
239.781,562
239.831,562.5
239.881,562.5
239.931,563
239.981,563
240.031,563.5
240.08,564
240.13,564
240.18,564.5
240.23,564.5
240.28,564.5
240.33,565
240.38,565
240.43,565
240.48,565.5
240.53,565.5
240.58,565.5
240.63,565.5
240.68,566
240.73,566
240.78,566.5
240.83,567
240.88,567.5
240.93,568
240.98,568.5
241.03,569
241.08,569.5
241.13,570
241.18,570.5
241.23,571
241.28,571.5
241.33,572
241.38,573
241.43,573.5
241.48,574
241.53,574.5
241.58,575.5
241.63,576
241.68,576.5
241.73,577.5
241.78,578
241.83,578.5
241.88,579
241.93,579.5
241.98,580.5
242.03,581
242.08,581.5
242.13,582
242.18,582.5
242.23,583
242.28,583.5
242.33,584
242.38,584
242.43,584.5
242.48,585.5
242.53,586
242.58,586.5
242.63,587
242.679,587.5
242.729,588
242.779,588.5
242.829,589
242.879,589.5
242.929,590
242.979,590.5
243.029,591
243.079,591.5
243.129,592
243.179,592.5
243.229,593
243.279,593.5
243.329,594
243.379,594.5
243.429,595
243.479,595.5
243.529,596
243.579,596.5
243.629,596.5
243.679,597
243.729,597.5
243.779,598
243.829,598
243.879,598.5
243.929,599
243.979,599
244.029,599.5
244.079,599.5
244.129,599.5
244.179,599
244.229,599
244.279,599
244.329,599
244.379,599
244.429,599
244.479,598.5
244.529,598
244.579,598
244.629,597.5
244.679,597.5
244.729,597
244.779,596.5
244.829,596.5
244.879,596
244.929,595.5
244.979,595.5
245.029,595
245.079,594.5
245.129,594.5
245.179,594
245.229,594
245.279,593.5
245.328,593.5
245.378,593.5
245.428,593
245.478,593
245.528,592.5
245.578,592
245.628,591.5
245.678,591
245.728,590
245.778,589
245.828,588
245.878,586.5
245.928,585
245.978,583.5
246.028,582
246.078,580.5
246.128,578.5
246.178,577
246.228,575
246.278,572.5
246.328,570.5
246.378,568.5
246.428,566.5
246.478,564
246.528,562
246.578,560
246.628,557.5
246.678,555.5
246.728,553.5
246.778,551
246.828,549
246.878,546.5
246.928,544
246.978,541.5
247.028,539
247.078,536
247.128,533.5
247.178,531
247.228,528.5
247.278,526
247.328,524
247.378,521.5
247.428,519.5
247.478,517.5
247.528,515.5
247.578,514
247.628,512.5
247.678,511
247.728,509.75
247.778,508.75
247.828,507.75
247.878,507
247.928,506.25
247.977,505.5
248.027,504.75
248.077,504.25
248.127,503.75
248.177,503.25
248.227,502.75
248.277,502.5
248.327,502.25
248.377,502
248.427,502.25
248.477,502.25
248.527,502.25
248.577,502.5
248.627,502.75
248.677,503
248.727,503.25
248.777,503.5
248.827,503.75
248.877,504
248.927,504.25
248.977,504.75
249.027,505.25
249.077,505.75
249.127,506.25
249.177,506.75
249.227,507.25
249.277,507.75
249.327,508.25
249.377,508.5
249.427,508.75
249.477,509.25
249.527,509.5
249.577,509.75
249.627,510.25
249.677,510.75
249.727,511.25
249.777,512
249.827,512.5
249.877,513.5
249.927,514
249.977,514.5
250.027,515.5
250.077,516
250.127,516.5
250.177,517
250.227,517.5
250.277,518
250.327,518.5
250.377,519
250.427,519.5
250.477,520
250.527,520.5
250.576,521.5
250.626,522
250.676,522.5
250.726,523.5
250.776,524
250.826,524.5
250.876,525.5
250.926,526
250.976,526.5
251.026,527
251.076,527
251.126,527.5
251.176,527.5
251.226,527.5
251.276,527
251.326,526.5
251.376,526
251.426,525.5
251.476,524.5
251.526,523.5
251.576,522.5
251.626,521
251.676,519.5
251.726,518
251.776,516.5
251.826,515
251.876,513
251.926,511.75
251.976,510
252.026,508
252.076,506.25
252.126,504.25
252.176,502.5
252.226,500.5
252.276,498.75
252.326,497.25
252.376,495.5
252.426,494
252.476,492.75
252.526,491.5
252.576,490.5
252.626,489.75
252.676,489
252.726,488.25
252.776,487.75
252.826,487.25
252.876,487
252.926,486.75
252.976,486.5
253.026,486.5
