Time,AccelerometerX
238.502,-0.94580078125
238.512,-0.8623046875
238.522,-0.6435546875
238.53,-0.3515625
238.54,-0.0849609375
238.55,0.05291748046875
238.56,0.0253448486328125
238.57,-0.126708984375
238.58,-0.333251953125
238.59,-0.5361328125
238.6,-0.7001953125
238.61,-0.79736328125
238.62,-0.8037109375
238.63,-0.7099609375
238.64,-0.5234375
238.65,-0.287841796875
238.66,-0.07513427734375
238.67,0.05303955078125
238.68,0.06549072265625
238.69,-0.0270538330078125
238.7,-0.177490234375
238.71,-0.335693359375
238.72,-0.4609375
238.729,-0.53076171875
238.739,-0.560546875
238.749,-0.58349609375
238.759,-0.61572265625
238.769,-0.6416015625
238.779,-0.63671875
238.789,-0.58837890625
238.799,-0.50244140625
238.809,-0.392578125
238.819,-0.275390625
238.829,-0.1651611328125
238.839,-0.08135986328125
238.849,-0.05126953125
238.859,-0.07391357421875
238.869,-0.10546875
238.879,-0.10150146484375
238.889,-0.05816650390625
238.899,-0.0103530883789062
238.909,-0.0049285888671875
238.919,-0.0689697265625
238.924,-0.78173828125
238.934,-0.916015625
238.944,-1.044921875
238.954,-1.1337890625
238.964,-1.146484375
238.974,-1.05859375
238.984,-0.86279296875
238.994,-0.5908203125
239.004,-0.33154296875
239.014,-0.1798095703125
239.024,-0.154541015625
239.034,-0.2000732421875
239.044,-0.2587890625
239.054,-0.310302734375
239.064,-0.3583984375
239.074,-0.409423828125
239.082,-0.46484375
239.092,-0.53173828125
239.102,-0.60791015625
239.112,-0.67333984375
239.122,-0.712890625
239.132,-0.7373046875
239.142,-0.77587890625
239.152,-0.849609375
239.162,-0.9580078125
239.172,-1.0712890625
239.182,-1.130859375
239.192,-1.087890625
239.202,-0.94775390625
239.212,-0.74853515625
239.222,-0.53564453125
239.232,-0.352294921875
239.242,-0.2314453125
239.252,-0.1787109375
239.262,-0.178955078125
239.272,-0.23388671875
239.28,-0.364013671875
239.29,-0.5615234375
239.3,-0.7724609375
239.31,-0.927734375
239.32,-0.98974609375
239.33,-0.97509765625
239.34,-0.91748046875
239.35,-0.83447265625
239.36,-0.7431640625
239.37,-0.66748046875
239.38,-0.61865234375
239.39,-0.59765625
239.4,-0.60888671875
239.41,-0.65234375
239.42,-0.71142578125
239.43,-0.76318359375
239.44,-0.794921875
239.45,-0.79736328125
239.46,-0.763671875
239.47,-0.68359375
239.479,-0.55517578125
239.489,-0.4033203125
239.499,-0.272705078125
239.509,-0.2099609375
239.519,-0.2283935546875
239.529,-0.299072265625
239.539,-0.39404296875
239.549,-0.5048828125
239.559,-0.6181640625
239.569,-0.708984375
239.579,-0.748046875
239.589,-0.720703125
239.599,-0.64111328125
239.609,-0.52392578125
239.619,-0.380859375
239.629,-0.228271484375
239.639,-0.08343505859375
239.649,0.01953125
239.659,0.0325927734375
239.669,-0.0655517578125
239.673,-0.2379150390625
239.683,-0.2015380859375
239.693,-0.224609375
239.703,-0.27001953125
239.713,-0.314453125
239.723,-0.372314453125
239.733,-0.463623046875
239.743,-0.57421875
239.753,-0.65576171875
239.763,-0.66357421875
239.773,-0.60205078125
239.783,-0.5263671875
239.793,-0.49365234375
239.803,-0.5068359375
239.813,-0.52783203125
239.823,-0.53369140625
239.832,-0.55712890625
239.842,-0.6484375
239.852,-0.8046875
239.862,-0.9541015625
239.872,-1.0107421875
239.882,-0.94970703125
239.892,-0.8212890625
239.902,-0.69677734375
239.912,-0.60791015625
239.922,-0.529296875
239.932,-0.41552734375
239.942,-0.269775390625
239.952,-0.1451416015625
239.962,-0.08465576171875
239.972,-0.09002685546875
