Time,GPS_Latitude
82.3,45.0460856381717
82.4,45.0461122393673
82.5,45.0461402169926
82.6,45.0461689459754
82.7,45.0461952071024
82.8,45.0462255987174
82.9,45.0462526088297
83,45.0462809195017
83.1,45.0463098624646
83.2,45.0463362578959
83.3,45.0463659348402
83.4,45.0463924271614
83.5,45.0464205069285
83.6,45.0464491803035
83.7,45.0464747469556
83.8,45.0465044601621
83.9,45.0465299805369
84,45.0465560452604
84.1,45.0465817554753
84.2,45.0466041705589
84.3,45.0466281704161
84.4,45.0466493119341
84.5,45.0466707282913
84.6,45.0466913211431
84.7,45.0467087250497
84.8,45.0467282656063
84.9,45.0467439370754
85,45.0467582775167
85.1,45.0467711216036
85.2,45.046782214176
85.3,45.0467931028699
85.4,45.0468012558557
85.5,45.0468090029655
85.6,45.0468159370052
85.7,45.0468210690874
85.8,45.0468250112672
85.9,45.0468277320086
86,45.0468295278304
86.1,45.0468300277417
86.2,45.0468293558701
86.3,45.0468263890122
86.4,45.0468230463022
86.5,45.0468184894736
86.6,45.0468131057837
86.7,45.0468083348581
86.8,45.0468018650639
86.9,45.0467959159565
87,45.0467893533171
87.1,45.0467824559471
87.2,45.0467762923022
87.3,45.046769162937
87.4,45.0467627721169
87.5,45.0467559753138
87.6,45.0467488831348
87.7,45.046742278739
87.8,45.0467344142506
87.9,45.0467271707874
88,45.0467191642251
88.1,45.0467104222712
88.2,45.0467019637253
88.3,45.0466916256611
88.4,45.0466814040547
88.5,45.0466696127955
88.6,45.0466564349043
88.7,45.0466436553491
88.8,45.0466287642277
88.9,45.0466149380532
89,45.0465997405952
89.1,45.0465835467285
89.2,45.0465684743222
89.3,45.0465508175136
89.4,45.0465348226102
89.5,45.0465177635084
89.6,45.0465000769535
89.7,45.0464838526842
89.8,45.0464646487892
89.9,45.0464471098016
90,45.046428557929
90.1,45.046409545614
90.2,45.0463922212835
90.3,45.0463725073103
90.4,45.0463551015481
90.5,45.0463369052535
90.6,45.0463184876788
90.7,45.0463020285793
90.8,45.0462835974023
90.9,45.0462675099902
91,45.0462508529065
91.1,45.0462342746522
91.2,45.0462198218549
91.3,45.0462039107171
91.4,45.0461904614481
91.5,45.0461773191089
91.6,45.0461649686661
91.7,45.0461544670373
91.8,45.0461436820257
91.9,45.0461347884927
92,45.0461266396468
92.1,45.0461197842901
92.2,45.0461147265335
92.3,45.0461100296676
92.4,45.0461074557458
92.5,45.0461058873422
92.6,45.0461055099219
92.7,45.0461063428291
92.8,45.0461091152223
92.9,45.046113182087
93,45.0461185241683
93.1,45.0461252253182
93.2,45.0461326736943
93.3,45.0461428466409
93.4,45.0461528116716
93.5,45.046164373956
93.6,45.0461773889365
93.7,45.0461902068582
93.8,45.0462065714301
93.9,45.0462217743908
94,45.0462381901657
94.1,45.0462555292193
94.2,45.0462720114233
94.3,45.0462910205667
94.4,45.0463084059469
94.5,45.0463267293325
94.6,45.0463453872903
94.7,45.046362383425
94.8,45.0463808626075
94.9,45.0463963867342
95,45.0464117166661
95.1,45.046426428232
95.2,45.04643925467
95.3,45.0464523606805
95.4,45.0464628923247
95.5,45.0464731516346
95.6,45.0464827731751
95.7,45.0464907503337
95.8,45.0464987534126
95.9,45.0465050067008
96,45.0465106111037
96.1,45.0465150733426
96.2,45.0465178965746
96.3,45.0465196841973
96.4,45.0465198208373
96.5,45.0465187223234
96.6,45.0465164227168
96.7,45.0465134898706
96.8,45.0465086934209
96.9,45.0465027473742
97,45.0464951902994
97.1,45.0464861708686
97.2,45.0464768856062
97.3,45.046465283816
97.4,45.0464536395903
97.5,45.0464408171498
97.6,45.0464269842959
97.7,45.0464133459253
97.8,45.0463970857769
97.9,45.046381525311
98,45.0463645591702
98.1,45.046346704153
98.2,45.0463299631903
98.3,45.046310183219
98.4,45.0462919746423
98.5,45.0462725318986
98.6,45.0462523185648
98.7,45.0462334383616
98.8,45.0462114853468
98.9,45.0461915366146
99,45.0461706077867
99.1,45.046149214418
99.2,45.0461294306135
99.3,45.0461068127457
99.4,45.0460863499349
99.5,45.0460648075389
99.6,45.0460427652134
99.7,45.0460225045793
99.8,45.0459995789241
99.9,45.0459788618141
100,45.0459570585838
100.1,45.0459347018594
100.2,45.0459140501668
100.3,45.0458903502044
100.4,45.0458687213486
100.5,45.0458459228892
100.6,45.0458226291442
100.7,45.0458012692091
100.8,45.0457777430289
100.9,45.0457572878469
101,45.0457363774864
101.1,45.0457156231414
101.2,45.0456970956822
101.3,45.0456769975765
101.4,45.0456593332422
101.5,45.0456411927415
101.6,45.0456231063451
101.7,45.0456068605553
101.8,45.0455889232046
101.9,45.0455729268391
102,45.0455564681526
102.1,45.0455400078131
102.2,45.0455250745844
102.3,45.0455080164405
102.4,45.0454925276565
102.5,45.0454765759908
102.6,45.0454606379915
102.7,45.0454460728827
102.8,45.0454305921131
102.9,45.045416805053
103,45.0454027186912
103.1,45.0453890082258
103.2,45.045377131604
103.3,45.0453647544067
103.4,45.0453549305092
103.5,45.0453457217067
103.6,45.0453375116511
103.7,45.0453310298582
103.8,45.0453255390567
103.9,45.0453219539228
104,45.0453194142633
104.1,45.045318299262
104.2,45.045318735397
104.3,45.0453195903195
104.4,45.0453224190739
104.5,45.045326571535
104.6,45.0453318895689
104.7,45.0453378137065
104.8,45.0453457827056
104.9,45.0453540524914
105,45.0453641065047
105.1,45.0453756142502
105.2,45.0453869040885
105.3,45.0454008673323
105.4,45.045414534817
105.5,45.0454293830225
105.6,45.0454452137329
105.7,45.0454607832447
105.8,45.0454787150842
105.9,45.0454955324775
106,45.0455136416618
106.1,45.045532623905
106.2,45.0455506633722
106.3,45.0455715219031
106.4,45.0455910289894
106.5,45.0456117709429
106.6,45.0456332947969
106.7,45.0456537161716
106.8,45.0456767675241
106.9,45.045698220897
107,45.0457208389267
107.1,45.0457441039552
107.2,45.0457660504733
107.3,45.0457908314959
107.4,45.0458130010229
107.5,45.0458359782015
107.6,45.0458590322027
107.7,45.0458799229083
107.8,45.0459020920998
107.9,45.0459216509162
108,45.0459412048278
108.1,45.0459601475084
108.2,45.0459770335046
108.3,45.0459945060306
108.4,45.0460095077855
108.5,45.0460238581382
108.6,45.046037019428
108.7,45.046048184757
108.8,45.0460587763101
108.9,45.0460674658527
109,45.046075428404
109.1,45.0460820762546
109.2,45.0460868083356
109.3,45.0460906976404
109.4,45.0460929756783
109.5,45.0460939349409
109.6,45.0460930088088
109.7,45.0460902091063
109.8,45.0460860958834
109.9,45.0460799648934
110,45.0460725918882
110.1,45.0460642483748
110.2,45.0460554971492
110.3,45.0460437755053
110.4,45.0460325048749
110.5,45.0460197326244
110.6,45.046005691868
110.7,45.0459919784435
110.8,45.0459755752424
110.9,45.0459598962132
111,45.0459428218115
111.1,45.0459247209174
111.2,45.045907316749
111.3,45.0458870636889
111.4,45.0458680911345
111.5,45.0458476992
111.6,45.0458263763075
111.7,45.0458061559277
111.8,45.0457824711973
111.9,45.0457606776186
112,45.0457382119209
112.1,45.045715901403
112.2,45.0456957057571
112.3,45.0456737382313
112.4,45.0456543893207
112.5,45.0456345816431
112.6,45.0456147227816
112.7,45.0455964410769
112.8,45.0455762347191
112.9,45.0455579476207
113,45.0455391372455
113.1,45.0455202497264
113.2,45.045502698934
113.3,45.0454837381477
113.4,45.045466455111
113.5,45.0454488933572
113.6,45.0454316576795
113.7,45.0454160702741
113.8,45.0454000106567
113.9,45.0453861234466
114,45.0453724666771
114.1,45.0453595075586
114.2,45.0453482238868
114.3,45.0453371199379
114.4,45.0453285461568
114.5,45.0453207695071
114.6,45.0453140708491
114.7,45.0453089534527
114.8,45.0453048471927
114.9,45.0453026706215
115,45.045301591519
115.1,45.0453019083759
115.2,45.045303730964
115.3,45.0453072480785
115.4,45.0453118164639
115.5,45.0453180531613
115.6,45.0453256524111
115.7,45.0453334427194
115.8,45.0453436020853
115.9,45.0453537179549
116,45.0453652262206
116.1,45.0453778718229
116.2,45.0453903839651
116.3,45.0454051571917
116.4,45.0454196334493
116.5,45.0454354368351
116.6,45.0454522602669
116.7,45.0454687449123
116.8,45.0454872679483
116.9,45.0455044275622
117,45.0455214095317
117.1,45.0455375784426
117.2,45.0455520275391
117.3,45.0455664678249
117.4,45.0455792961036
117.5,45.0455911273547
117.6,45.0456015456874
117.7,45.0456103976876
117.8,45.0456188826364
117.9,45.0456248582059
118,45.0456297100476
118.1,45.0456332697136
118.2,45.0456353554313
118.3,45.045634944486
118.4,45.0456338961176
118.5,45.0456311209372
118.6,45.0456265504739
118.7,45.0456211729808
118.8,45.0456130266656
118.9,45.0456043371279
119,45.0455941538831
119.1,45.0455827336735
119.2,45.0455712337644
119.3,45.0455574151124
119.4,45.0455439096218
119.5,45.0455291072799
119.6,45.045513325696
119.7,45.0454979144588
119.8,45.0454804377235
119.9,45.0454635702891
120,45.0454455405242
120.1,45.0454266527913
120.2,45.0454082284346
120.3,45.0453874825705
120.4,45.0453662622628
120.5,45.0453449515849
120.6,45.0453226893069
120.7,45.0453011304894
120.8,45.0452831949311
120.9,45.0452610272583
121,45.0452431533003
121.1,45.0452244119772
121.2,45.0452053236193
121.3,45.0451896605232
121.4,45.0451710025763
121.5,45.0451563299509
121.6,45.0451415627675
121.7,45.0451270259776
121.8,45.0451150330215
121.9,45.0451026414975
122,45.0450924517874
122.1,45.0450826672032
122.2,45.0450737438038
122.3,45.0450665354453
122.4,45.0450579689908
122.5,45.0450510750743
122.6,45.0450439487485
122.7,45.0450365729449
122.8,45.0450300524092
122.9,45.0450209441636
123,45.0450123440106
123.1,45.0450029295996
123.2,45.0449924395917
123.3,45.0449820846903
123.4,45.0449687857454
123.5,45.0449572983217
123.6,45.0449446054294
123.7,45.0449308627553
123.8,45.0449188309783
123.9,45.0449035193599
124,45.0448906265895
124.1,45.0448770188679
124.2,45.0448629147936
124.3,45.044850585645
124.4,45.0448360721746
124.5,45.0448240863164
124.6,45.0448116372747
124.7,45.0447991356235
124.8,45.0447887239575
124.9,45.0447777100436
125,45.0447701777667
125.1,45.0447636828818
125.2,45.0447582308183
125.3,45.0447539611784
125.4,45.0447506224917
125.5,45.0447491249667
125.6,45.0447486826871
125.7,45.0447494411088
125.8,45.0447509079621
125.9,45.0447550877434
126,45.0447597030602
126.1,45.0447657899152
126.2,45.0447734870155
126.3,45.0447810965657
126.4,45.0447917706964
126.5,45.0448015910198
126.6,45.0448126784032
126.7,45.0448247998855
126.8,45.044835615374
126.9,45.0448490528765
127,45.0448605910178
127.1,45.044872921123
127.2,45.0448857222528
127.3,45.0448967611778
127.4,45.0449096086292
127.5,45.0449203062407
127.6,45.0449310157736
127.7,45.0449413876422
127.8,45.0449501110293
127.9,45.0449594911653
128,45.0449663755902
128.1,45.0449726396669
128.2,45.0449780687944
128.3,45.0449821956248
128.4,45.0449853008025
128.5,45.0449864756083
128.6,45.044986476229
128.7,45.0449847883957
128.8,45.0449816792716
128.9,45.0449777366492
129,45.0449730796907
129.1,45.0449674374623
129.2,45.0449611888504
129.3,45.0449557133622
129.4,45.0449487003228
129.5,45.0449440655687
129.6,45.0449400854769
129.7,45.044937203521
129.8,45.044936021521
129.9,45.0449354467831
130,45.0449367560638
130.1,45.044939475223
130.2,45.0449438126162
130.3,45.0449488852738
130.4,45.0449569648086
130.5,45.044965176807
