Time,ECEF_velocity_Z
27.316,-0.15
27.456,0.04
27.566,-0.31
27.705,-0.39
27.816,-0.95
27.955,-1.28
28.066,-1.78
28.205,-2.64
28.316,-2.9
28.455,-3.47
28.566,-3.78
28.705,-3.59
28.816,-3.15
28.955,-2.82
29.066,-2.66
29.205,-3.24
29.316,-3.55
29.455,-3.82
29.566,-4.07
29.705,-4.16
29.816,-4.25
29.955,-4.28
30.066,-4.33
30.205,-4.43
30.316,-4.58
30.455,-4.69
30.566,-4.85
30.705,-4.94
30.816,-5.04
30.955,-5.1
31.066,-5.18
31.205,-5.25
31.316,-5.37
31.455,-5.64
31.566,-6.06
31.705,-6.44
31.816,-6.91
31.955,-7.34
32.066,-7.85
32.205,-8.19
32.316,-8.54
32.455,-8.99
32.566,-9.38
32.705,-9.73
32.816,-10.05
32.955,-10.34
33.066,-10.58
33.205,-10.84
33.316,-10.99
33.455,-11.11
33.566,-11.28
33.705,-11.45
33.816,-11.51
33.955,-11.53
34.066,-11.52
34.205,-11.33
34.316,-11.19
34.455,-11
34.566,-10.69
34.705,-10.31
34.816,-10.01
34.955,-9.55
35.066,-9.11
35.205,-8.66
35.316,-8.13
35.455,-7.49
35.566,-6.94
35.705,-6.25
35.816,-5.54
35.955,-4.69
36.066,-3.97
36.205,-3.02
36.316,-2.26
36.455,-1.34
36.566,-0.63
36.705,0.36
36.816,1.18
36.955,1.95
37.066,2.73
37.205,3.22
37.316,3.84
37.455,4.58
37.566,5.48
37.705,6.11
37.816,6.92
37.955,7.38
38.066,7.53
38.204,7.64
38.316,7.76
38.454,7.76
38.566,7.82
38.704,7.86
38.816,7.88
38.954,7.9
39.066,7.88
39.204,7.89
39.316,7.86
39.454,7.85
39.566,7.8
39.704,7.75
39.816,7.74
39.954,7.52
40.066,7.33
40.204,7.25
40.316,7.06
40.454,6.74
40.566,6.5
40.704,6.12
40.816,5.71
40.954,5.27
41.066,4.7
41.204,4.14
41.316,3.39
41.454,2.79
41.566,2.25
41.704,1.66
41.816,1.17
41.954,0.48
42.066,-0.19
42.204,-1
42.316,-1.64
42.454,-2.19
42.566,-2.86
42.704,-3.67
42.816,-4.26
42.954,-5.1
43.066,-5.76
43.204,-6.74
43.316,-7.4
43.454,-8.01
43.566,-8.62
43.704,-9.24
43.816,-9.9
43.954,-10.39
44.066,-10.85
44.204,-11.16
44.316,-11.47
44.454,-11.87
44.566,-12.24
44.704,-12.55
44.816,-12.82
44.954,-13.11
45.066,-13.37
45.204,-13.53
45.316,-13.6
45.454,-13.77
45.566,-13.91
45.704,-14.2
45.816,-14.45
45.954,-14.54
46.066,-14.88
46.204,-15.03
46.316,-15.25
46.454,-15.44
46.566,-15.58
46.704,-15.73
46.816,-15.95
46.954,-16.2
47.066,-16.55
47.204,-16.83
47.316,-16.62
47.454,-16.37
47.566,-16.05
47.704,-15.73
47.816,-15.35
47.954,-15.08
48.066,-14.86
48.204,-14.61
48.316,-14.36
48.454,-14.03
48.566,-13.68
48.704,-13.23
48.816,-12.78
48.953,-12.3
49.066,-11.76
49.203,-11.07
49.316,-10.34
49.453,-9.21
49.566,-8.7
49.703,-7.63
49.816,-6.96
49.953,-5.64
50.066,-4.61
50.203,-3.39
50.316,-2.53
50.453,-1.23
50.566,-0.39
50.703,0.57
50.816,1.65
50.953,2.72
51.066,3.74
51.203,4.83
51.316,5.91
51.453,6.87
51.566,8
51.703,8.89
51.816,9.87
51.953,10.58
52.066,11.27
52.203,11.94
52.316,12.93
52.453,13.6
52.566,14.21
52.703,14.71
52.816,15.26
52.953,15.68
53.066,16.12
53.203,16.47
53.316,16.86
53.453,17.15
53.566,17.45
53.703,17.69
53.816,17.9
53.953,17.77
54.066,17.59
54.203,17.23
54.316,16.36
54.453,15.69
54.566,15.09
54.703,14.89
54.816,14.35
54.953,13.17
55.066,11.76
55.203,9.46
55.316,8.15
55.453,7.13
55.566,5.53
55.703,4.57
55.816,3.08
55.953,1.13
56.066,-0.1
56.203,-1
56.316,-2.48
56.453,-4.02
56.566,-5.12
56.703,-6.76
56.816,-7.49
56.953,-8.82
57.066,-9.67
57.203,-10.82
57.316,-11.85
57.453,-12.34
57.566,-13.28
57.703,-13.94
57.816,-14.66
57.953,-15.31
58.066,-15.84
58.203,-16.59
58.316,-17.04
58.453,-17.55
58.566,-17.87
58.703,-17.63
58.816,-17.14
58.953,-16.71
59.066,-16.23
59.203,-15.74
59.316,-15.52
59.452,-15.14
59.566,-14.73
59.702,-14.45
59.816,-14.14
59.952,-13.72
60.066,-13.23
60.202,-12.67
60.316,-11.89
60.452,-11.15
60.566,-10.34
60.702,-9.43
60.816,-8.13
60.952,-7.01
61.066,-5.53
61.202,-4.11
61.316,-2.91
61.452,-1.66
61.566,-0.3
61.702,1.04
61.816,2.37
61.952,3.59
62.066,4.95
62.202,5.75
62.316,6.84
62.452,7.67
62.566,8.87
62.702,9.79
62.816,10.71
62.952,11.47
63.066,12.13
63.202,12.8
63.316,13.26
63.452,13.57
63.566,12.88
63.702,12.27
63.816,11.16
63.952,10.37
64.066,9.29
64.202,8.14
64.316,6.83
64.452,5.79
64.566,4.5
64.702,2.85
64.816,1.58
64.952,0.26
65.066,-1.3
65.202,-2.59
65.316,-4.03
65.452,-5.19
65.566,-6.32
65.702,-7.51
65.816,-8.68
65.952,-9.55
66.066,-10.52
66.202,-11.2
66.316,-11.81
66.452,-12.53
66.566,-13.18
66.702,-13.6
66.816,-14.02
66.952,-14.52
67.066,-15.08
67.202,-15.53
67.316,-15.89
67.452,-16.12
67.566,-15.85
67.702,-15.24
67.816,-14.7
67.952,-14.16
68.066,-13.58
68.202,-12.69
68.316,-11.78
68.452,-10.85
68.566,-9.9
68.702,-8.74
68.816,-7.99
68.952,-7.46
69.066,-6.65
69.202,-5.94
69.316,-5.63
69.452,-5.39
69.566,-5.39
69.702,-6.18
69.816,-6.37
69.952,-7.27
70.066,-7.95
70.201,-8.75
70.316,-9.39
70.451,-9.94
70.566,-10.2
70.701,-10.36
70.816,-10.54
70.951,-10.37
71.066,-10.29
71.201,-10.2
71.316,-9.72
71.451,-9.07
71.566,-8.57
71.701,-7.66
71.816,-6.47
71.951,-5.09
72.066,-4.05
72.201,-2.71
72.316,-1.36
72.451,-0.22
72.566,1.15
72.701,2.39
72.816,3.43
72.951,4.73
73.066,6.1
73.201,6.98
73.316,7.76
73.451,8.35
73.566,8.8
73.701,9.17
73.816,9.31
73.951,9.35
74.066,9.36
74.201,9.27
74.316,8.94
74.451,8.48
74.566,8.22
74.701,7.35
74.816,6.5
74.951,5.52
75.066,4.51
75.201,3.3
75.316,2.23
75.451,0.67
75.566,-0.69
75.701,-1.82
75.816,-3.3
75.951,-3.97
76.066,-4.48
76.201,-4.81
76.316,-4.7
76.451,-3.94
76.566,-2.83
76.701,-1.67
76.816,-0.3
76.951,0.97
77.066,2.62
77.201,3.8
77.316,5.51
77.451,6.33
77.566,7.82
77.701,8.75
77.816,9.93
77.951,11.19
78.066,12.78
78.201,13.6
78.316,14.36
78.451,15.16
78.566,15.74
78.701,16.3
78.816,16.79
78.951,17.12
79.066,17.25
79.201,17.38
79.316,17.67
79.451,17.69
79.566,17.88
79.701,18.09
79.816,18.37
79.951,18.49
80.066,18.82
80.201,19.14
80.316,19.24
80.451,19.67
80.566,19.72
80.701,20.08
80.816,20.11
80.95,20.32
81.066,20.35
81.2,20.6
81.316,20.73
81.45,20.89
81.566,21.01
81.7,21.08
81.816,21.2
81.95,21.29
82.066,21.47
