Time,ECEF_velocity_Z
4.73,-0.69
4.958,-0.64
5.08,-0.65
5.208,-0.69
5.316,-0.78
5.458,-0.87
5.566,-0.81
5.708,-0.75
5.816,-0.9
5.957,-0.69
6.066,-0.78
6.207,-0.79
6.316,-0.74
6.457,-0.58
6.566,-0.52
6.707,-0.48
6.816,-0.38
6.957,-0.55
7.066,-0.55
7.207,-0.3
7.332,-0.31
7.457,-0.13
7.566,0
7.707,0.25
7.832,0.42
7.957,0.45
8.066,0.47
8.207,0.74
8.316,0.69
8.457,0.71
8.566,0.74
8.707,0.91
8.832,1.27
8.957,1.32
9.082,1.35
9.207,1.34
9.332,1.55
9.457,1.55
9.566,1.75
9.707,2.03
9.816,2.33
9.957,2.63
10.066,2.84
10.207,2.97
10.332,3.42
10.457,3.6
10.566,3.93
10.707,3.86
10.832,3.97
10.957,4.15
11.066,4.21
11.207,4.32
11.332,4.3
11.457,4.53
11.566,4.47
11.707,4.59
11.832,4.65
11.957,4.9
12.066,4.89
12.207,4.93
12.316,5.07
12.457,5.19
12.566,5.37
12.707,5.4
12.816,5.36
12.957,5.34
13.066,5.26
13.207,5.37
13.316,5.48
13.457,5.53
13.566,5.52
13.707,5.71
13.816,5.65
13.957,5.69
14.066,5.61
14.207,5.77
14.316,5.67
14.457,5.83
14.566,5.83
14.707,5.86
14.816,5.81
14.957,5.93
15.066,5.79
15.207,5.99
15.316,6.09
15.457,6.02
15.566,6.22
15.707,6.47
15.816,6.43
15.957,6.54
16.066,6.56
16.207,6.52
16.316,6.66
16.457,6.9
16.566,7.23
16.706,7.2
16.816,7.15
16.956,7.45
17.066,7.81
17.206,8.22
17.316,8.35
17.456,8.56
17.566,8.76
17.706,8.95
17.816,9.12
17.956,9.24
18.066,9.37
18.206,9.59
18.316,9.72
18.456,9.82
18.566,9.94
18.706,10.06
18.816,10.1
18.956,10.16
19.066,10.11
19.206,10.12
19.316,10.1
19.456,10.01
19.566,9.99
19.706,9.83
19.816,9.65
19.956,9.7
20.066,10.14
20.206,10.5
20.316,10.54
20.456,10.8
20.566,11.02
20.706,11.16
20.816,11.29
20.956,11.33
21.066,11.42
21.206,11.35
21.316,11.51
21.456,11.73
21.566,11.83
21.706,11.97
21.816,12.11
21.956,12.3
22.066,12.22
22.206,12.01
22.316,11.79
22.456,11.51
22.566,11.13
22.706,10.95
22.816,10.72
22.956,10.45
23.066,10.23
23.206,9.93
23.316,9.73
23.456,9.41
23.566,9.46
23.706,9.26
23.816,8.94
23.956,8.84
24.066,8.54
24.206,8.11
24.316,7.58
24.456,7.09
24.566,6.63
24.706,6.14
24.816,5.65
24.956,5.01
25.066,4.36
25.206,3.88
25.316,3.39
25.456,2.87
25.566,2.61
25.706,2.15
25.816,1.95
25.956,1.47
26.066,1.15
26.206,0.72
26.316,0.45
26.456,0.18
26.566,-0.09
26.706,-0.33
26.816,-0.36
26.956,-0.35
27.066,-0.39
27.206,-0.31
