Time,Week_N
4.73,1880
4.958,1880
5.08,1880
5.208,1880
5.316,1880
5.458,1880
5.566,1880
5.708,1880
5.816,1880
5.957,1880
6.066,1880
6.207,1880
6.316,1880
6.457,1880
6.566,1880
6.707,1880
6.816,1880
6.957,1880
7.066,1880
7.207,1880
7.332,1880
7.457,1880
7.566,1880
7.707,1880
7.832,1880
7.957,1880
8.066,1880
8.207,1880
8.316,1880
8.457,1880
8.566,1880
8.707,1880
8.832,1880
8.957,1880
9.082,1880
9.207,1880
9.332,1880
9.457,1880
9.566,1880
9.707,1880
9.816,1880
9.957,1880
10.066,1880
10.207,1880
10.332,1880
10.457,1880
10.566,1880
10.707,1880
10.832,1880
10.957,1880
11.066,1880
11.207,1880
11.332,1880
11.457,1880
11.566,1880
11.707,1880
11.832,1880
11.957,1880
12.066,1880
12.207,1880
12.316,1880
12.457,1880
12.566,1880
12.707,1880
12.816,1880
12.957,1880
13.066,1880
13.207,1880
13.316,1880
13.457,1880
13.566,1880
13.707,1880
13.816,1880
13.957,1880
14.066,1880
14.207,1880
14.316,1880
14.457,1880
14.566,1880
14.707,1880
14.816,1880
14.957,1880
15.066,1880
15.207,1880
15.316,1880
15.457,1880
15.566,1880
15.707,1880
15.816,1880
15.957,1880
16.066,1880
16.207,1880
16.316,1880
16.457,1880
16.566,1880
16.706,1880
16.816,1880
16.956,1880
17.066,1880
17.206,1880
17.316,1880
17.456,1880
17.566,1880
17.706,1880
17.816,1880
17.956,1880
18.066,1880
18.206,1880
18.316,1880
18.456,1880
18.566,1880
18.706,1880
18.816,1880
18.956,1880
19.066,1880
19.206,1880
19.316,1880
19.456,1880
19.566,1880
19.706,1880
19.816,1880
19.956,1880
20.066,1880
20.206,1880
20.316,1880
20.456,1880
20.566,1880
20.706,1880
20.816,1880
20.956,1880
21.066,1880
21.206,1880
21.316,1880
21.456,1880
21.566,1880
21.706,1880
21.816,1880
21.956,1880
22.066,1880
22.206,1880
22.316,1880
22.456,1880
22.566,1880
22.706,1880
22.816,1880
22.956,1880
23.066,1880
23.206,1880
23.316,1880
23.456,1880
23.566,1880
23.706,1880
23.816,1880
23.956,1880
24.066,1880
24.206,1880
24.316,1880
24.456,1880
24.566,1880
24.706,1880
24.816,1880
24.956,1880
25.066,1880
25.206,1880
25.316,1880
25.456,1880
25.566,1880
25.706,1880
25.816,1880
25.956,1880
26.066,1880
26.206,1880
26.316,1880
26.456,1880
26.566,1880
26.706,1880
26.816,1880
26.956,1880
27.066,1880
27.206,1880
27.316,1880
27.456,1880
27.566,1880
27.705,1880
27.816,1880
27.955,1880
28.066,1880
28.205,1880
28.316,1880
28.455,1880
28.566,1880
28.705,1880
28.816,1880
28.955,1880
29.066,1880
29.205,1880
29.316,1880
29.455,1880
29.566,1880
29.705,1880
29.816,1880
29.955,1880
30.066,1880
30.205,1880
30.316,1880
30.455,1880
30.566,1880
30.705,1880
30.816,1880
30.955,1880
31.066,1880
31.205,1880
31.316,1880
31.455,1880
31.566,1880
31.705,1880
31.816,1880
31.955,1880
32.066,1880
32.205,1880
32.316,1880
32.455,1880
32.566,1880
32.705,1880
32.816,1880
32.955,1880
33.066,1880
33.205,1880
33.316,1880
33.455,1880
33.566,1880
33.705,1880
33.816,1880
33.955,1880
34.066,1880
34.205,1880
34.316,1880
34.455,1880
34.566,1880
34.705,1880
34.816,1880
34.955,1880
35.066,1880
35.205,1880
35.316,1880
35.455,1880
35.566,1880
35.705,1880
35.816,1880
35.955,1880
36.066,1880
36.205,1880
36.316,1880
36.455,1880
36.566,1880
36.705,1880
36.816,1880
36.955,1880
37.066,1880
37.205,1880
37.316,1880
37.455,1880
37.566,1880
37.705,1880
37.816,1880
37.955,1880
38.066,1880
38.204,1880
38.316,1880
38.454,1880
38.566,1880
38.704,1880
38.816,1880
38.954,1880
39.066,1880
39.204,1880
39.316,1880
39.454,1880
39.566,1880
39.704,1880
39.816,1880
39.954,1880
40.066,1880
40.204,1880
40.316,1880
40.454,1880
40.566,1880
40.704,1880
40.816,1880
40.954,1880
41.066,1880
41.204,1880
41.316,1880
41.454,1880
41.566,1880
41.704,1880
41.816,1880
41.954,1880
42.066,1880
42.204,1880
42.316,1880
42.454,1880
42.566,1880
42.704,1880
42.816,1880
42.954,1880
43.066,1880
43.204,1880
43.316,1880
43.454,1880
43.566,1880
43.704,1880
43.816,1880
43.954,1880
44.066,1880
44.204,1880
44.316,1880
44.454,1880
44.566,1880
44.704,1880
44.816,1880
44.954,1880
45.066,1880
45.204,1880
45.316,1880
45.454,1880
45.566,1880
45.704,1880
45.816,1880
45.954,1880
46.066,1880
46.204,1880
46.316,1880
46.454,1880
46.566,1880
46.704,1880
46.816,1880
46.954,1880
47.066,1880
47.204,1880
47.316,1880
47.454,1880
47.566,1880
47.704,1880
47.816,1880
47.954,1880
48.066,1880
48.204,1880
48.316,1880
48.454,1880
48.566,1880
48.704,1880
48.816,1880
48.953,1880
49.066,1880
49.203,1880
49.316,1880
49.453,1880
49.566,1880
49.703,1880
49.816,1880
49.953,1880
50.066,1880
50.203,1880
50.316,1880
50.453,1880
50.566,1880
50.703,1880
50.816,1880
50.953,1880
51.066,1880
51.203,1880
51.316,1880
51.453,1880
51.566,1880
51.703,1880
51.816,1880
51.953,1880
52.066,1880
52.203,1880
52.316,1880
52.453,1880
52.566,1880
52.703,1880
52.816,1880
52.953,1880
53.066,1880
53.203,1880
53.316,1880
53.453,1880
53.566,1880
53.703,1880
53.816,1880
53.953,1880
54.066,1880
54.203,1880
54.316,1880
54.453,1880
54.566,1880
54.703,1880
54.816,1880
54.953,1880
55.066,1880
55.203,1880
55.316,1880
55.453,1880
55.566,1880
55.703,1880
55.816,1880
55.953,1880
56.066,1880
56.203,1880
56.316,1880
56.453,1880
56.566,1880
56.703,1880
56.816,1880
56.953,1880
57.066,1880
57.203,1880
57.316,1880
57.453,1880
57.566,1880
57.703,1880
57.816,1880
57.953,1880
58.066,1880
58.203,1880
58.316,1880
58.453,1880
58.566,1880
58.703,1880
58.816,1880
58.953,1880
59.066,1880
59.203,1880
59.316,1880
59.452,1880
59.566,1880
59.702,1880
59.816,1880
59.952,1880
60.066,1880
60.202,1880
60.316,1880
60.452,1880
60.566,1880
60.702,1880
60.816,1880
60.952,1880
61.066,1880
61.202,1880
61.316,1880
61.452,1880
61.566,1880
61.702,1880
61.816,1880
61.952,1880
62.066,1880
62.202,1880
62.316,1880
62.452,1880
62.566,1880
62.702,1880
62.816,1880
62.952,1880
63.066,1880
63.202,1880
63.316,1880
63.452,1880
63.566,1880
63.702,1880
63.816,1880
63.952,1880
64.066,1880
64.202,1880
64.316,1880
64.452,1880
64.566,1880
64.702,1880
64.816,1880
64.952,1880
65.066,1880
65.202,1880
65.316,1880
65.452,1880
65.566,1880
65.702,1880
65.816,1880
65.952,1880
66.066,1880
66.202,1880
66.316,1880
66.452,1880
66.566,1880
66.702,1880
66.816,1880
66.952,1880
67.066,1880
67.202,1880
67.316,1880
67.452,1880
67.566,1880
67.702,1880
67.816,1880
67.952,1880
68.066,1880
68.202,1880
68.316,1880
68.452,1880
68.566,1880
68.702,1880
68.816,1880
68.952,1880
69.066,1880
69.202,1880
69.316,1880
69.452,1880
69.566,1880
69.702,1880
69.816,1880
69.952,1880
70.066,1880
70.201,1880
70.316,1880
70.451,1880
70.566,1880
70.701,1880
70.816,1880
70.951,1880
71.066,1880
71.201,1880
71.316,1880
71.451,1880
71.566,1880
71.701,1880
71.816,1880
71.951,1880
72.066,1880
72.201,1880
72.316,1880
72.451,1880
72.566,1880
72.701,1880
72.816,1880
72.951,1880
73.066,1880
73.201,1880
73.316,1880
73.451,1880
73.566,1880
73.701,1880
73.816,1880
73.951,1880
74.066,1880
74.201,1880
74.316,1880
74.451,1880
74.566,1880
74.701,1880
74.816,1880
74.951,1880
75.066,1880
75.201,1880
75.316,1880
75.451,1880
75.566,1880
75.701,1880
75.816,1880
75.951,1880
76.066,1880
76.201,1880
76.316,1880
76.451,1880
76.566,1880
76.701,1880
76.816,1880
76.951,1880
77.066,1880
77.201,1880
77.316,1880
77.451,1880
77.566,1880
77.701,1880
77.816,1880
77.951,1880
78.066,1880
78.201,1880
78.316,1880
78.451,1880
78.566,1880
78.701,1880
78.816,1880
78.951,1880
79.066,1880
79.201,1880
79.316,1880
79.451,1880
79.566,1880
79.701,1880
79.816,1880
79.951,1880
80.066,1880
80.201,1880
80.316,1880
80.451,1880
80.566,1880
80.701,1880
80.816,1880
80.95,1880
81.066,1880
81.2,1880
81.316,1880
81.45,1880
81.566,1880
81.7,1880
81.816,1880
81.95,1880
82.066,1880
