Time,ECEF_position_Z
27.566,4491063.74
27.705,4491063.66
27.816,4491063.4
27.955,4491063.18
28.066,4491062.83
28.205,4491062.38
28.316,4491061.98
28.455,4491061.43
28.566,4491060.89
28.705,4491060.39
28.816,4491060
28.955,4491059.65
29.066,4491059.27
29.205,4491058.8
29.316,4491058.29
29.455,4491057.77
29.566,4491057.21
29.705,4491056.65
29.816,4491056.09
29.955,4491055.55
30.066,4491054.99
30.205,4491054.41
30.316,4491053.82
30.455,4491053.24
30.566,4491052.62
30.705,4491051.98
30.816,4491051.33
30.955,4491050.69
31.066,4491050
31.205,4491049.31
31.316,4491048.6
31.455,4491047.86
31.566,4491047.08
31.705,4491046.26
31.816,4491045.36
31.955,4491044.41
32.066,4491043.4
32.205,4491042.36
32.316,4491041.27
32.455,4491040.14
32.566,4491038.94
32.705,4491037.69
32.816,4491036.42
32.955,4491035.1
33.066,4491033.76
33.205,4491032.38
33.316,4491030.98
33.455,4491029.55
33.566,4491028.09
33.705,4491026.63
33.816,4491025.15
33.955,4491023.71
34.066,4491022.24
34.205,4491020.83
34.316,4491019.44
34.455,4491018.07
34.566,4491016.77
34.705,4491015.49
34.816,4491014.25
34.955,4491013.08
35.066,4491011.94
35.205,4491010.88
35.316,4491009.89
35.455,4491008.96
35.566,4491008.12
35.705,4491007.37
35.816,4491006.7
35.955,4491006.17
36.066,4491005.71
36.205,4491005.37
36.316,4491005.14
36.455,4491004.99
36.566,4491004.94
36.705,4491005.05
36.816,4491005.22
36.955,4491005.48
37.066,4491005.88
37.205,4491006.3
37.316,4491006.8
37.455,4491007.37
37.566,4491008.09
37.705,4491008.83
37.816,4491009.69
37.955,4491010.59
38.066,4491011.5
38.204,4491012.4
38.316,4491013.36
38.454,4491014.28
38.566,4491015.22
38.704,4491016.17
38.816,4491017.13
38.954,4491018.1
39.066,4491019.06
39.204,4491020.02
39.316,4491020.97
39.454,4491021.92
39.566,4491022.87
39.704,4491023.82
39.816,4491024.76
39.954,4491025.66
40.066,4491026.53
40.204,4491027.4
40.316,4491028.24
40.454,4491029.02
40.566,4491029.81
40.704,4491030.53
40.816,4491031.18
40.954,4491031.78
41.066,4491032.29
41.204,4491032.75
41.316,4491033.12
41.454,4491033.43
41.566,4491033.67
41.704,4491033.84
41.816,4491033.95
41.954,4491033.95
42.066,4491033.9
42.204,4491033.71
42.316,4491033.44
42.454,4491033.12
42.566,4491032.71
42.704,4491032.18
42.816,4491031.58
42.954,4491030.86
43.066,4491030.09
43.204,4491029.16
43.316,4491028.18
43.454,4491027.1
43.566,4491025.96
43.704,4491024.77
43.816,4491023.51
43.954,4491022.2
44.066,4491020.82
44.204,4491019.41
44.316,4491017.96
44.454,4491016.45
44.566,4491014.9
44.704,4491013.31
44.816,4491011.7
44.954,4491010.03
45.066,4491008.31
45.204,4491006.62
45.316,4491004.92
45.454,4491003.21
45.566,4491001.47
45.704,4490999.67
45.816,4490997.85
45.954,4490996.02
46.066,4490994.15
46.204,4490992.26
46.316,4490990.33
46.454,4490988.39
46.566,4490986.41
46.704,4490984.44
46.816,4490982.43
46.954,4490980.38
47.066,4490978.32
47.204,4490976.21
47.316,4490974.14
47.454,4490972.09
47.566,4490970.1
47.704,4490968.14
47.816,4490966.25
47.954,4490964.37
48.066,4490962.51
48.204,4490960.7
48.316,4490958.94
48.454,4490957.21
48.566,4490955.53
48.704,4490953.89
48.816,4490952.33
48.953,4490950.79
49.066,4490949.34
49.203,4490948.04
49.316,4490946.83
49.453,4490945.79
49.566,4490944.75
49.703,4490943.89
49.816,4490943.09
49.953,4490942.49
50.066,4490942
50.203,4490941.62
50.316,4490941.39
50.453,4490941.37
50.566,4490941.4
50.703,4490941.53
50.816,4490941.85
50.953,4490942.25
51.066,4490942.78
51.203,4490943.44
51.316,4490944.28
51.453,4490945.22
51.566,4490946.3
51.703,4490947.48
51.816,4490948.75
51.953,4490950.14
52.066,4490951.62
52.203,4490953.18
52.316,4490954.8
52.453,4490956.5
52.566,4490958.28
52.703,4490960.09
52.816,4490961.98
52.953,4490963.94
53.066,4490965.96
53.203,4490968.01
53.316,4490970.13
53.453,4490972.29
53.566,4490974.51
53.703,4490976.76
53.816,4490979
53.953,4490981.24
54.066,4490983.43
54.203,4490985.55
54.316,4490987.59
54.453,4490989.48
54.566,4490991.29
54.703,4490993.13
54.816,4490994.85
54.953,4490996.38
55.066,4490997.65
55.203,4490998.42
55.316,4490999.28
55.453,4491000.1
55.566,4491000.64
55.703,4491001.15
55.816,4491001.47
55.953,4491001.52
56.066,4491001.47
56.203,4491001.29
56.316,4491000.88
56.453,4491000.21
56.566,4490999.51
56.703,4490998.54
56.816,4490997.55
56.953,4490996.38
57.066,4490995.12
57.203,4490993.67
57.316,4490992.08
57.453,4490990.51
57.566,4490988.78
57.703,4490987.01
57.816,4490985.11
57.953,4490983.16
58.066,4490981.13
58.203,4490978.97
58.316,4490976.81
58.453,4490974.58
58.566,4490972.33
58.703,4490970.11
58.816,4490968.01
58.953,4490965.93
59.066,4490963.93
59.203,4490961.97
59.316,4490960.01
59.452,4490958.12
59.566,4490956.29
59.702,4490954.47
59.816,4490952.68
59.952,4490951
60.066,4490949.38
60.202,4490947.82
60.316,4490946.35
60.452,4490944.98
60.566,4490943.75
60.702,4490942.63
60.816,4490941.73
60.952,4490940.94
61.066,4490940.39
61.202,4490939.97
61.316,4490939.7
61.452,4490939.58
61.566,4490939.62
61.702,4490939.87
61.816,4490940.26
61.952,4490940.79
62.066,4490941.49
62.202,4490942.26
62.316,4490943.18
62.452,4490944.19
62.566,4490945.39
62.702,4490946.69
62.816,4490948.07
62.952,4490949.57
63.066,4490951.14
63.202,4490952.77
63.316,4490954.48
63.452,4490956.19
63.566,4490957.74
63.702,4490959.21
63.816,4490960.5
63.952,4490961.73
64.066,4490962.83
64.202,4490963.79
64.316,4490964.53
64.452,4490965.22
64.566,4490965.7
64.702,4490965.94
64.816,4490965.99
64.952,4490965.9
65.066,4490965.55
65.202,4490965.04
65.316,4490964.34
65.452,4490963.58
65.566,4490962.68
65.702,4490961.61
65.816,4490960.46
65.952,4490959.18
66.066,4490957.87
66.202,4490956.45
66.316,4490954.95
66.452,4490953.35
66.566,4490951.7
66.702,4490949.97
66.816,4490948.19
66.952,4490946.33
67.066,4490944.39
67.202,4490942.44
67.316,4490940.38
67.452,4490938.33
67.566,4490936.4
67.702,4490934.53
67.816,4490932.77
67.952,4490931.06
68.066,4490929.43
68.202,4490927.95
68.316,4490926.58
68.452,4490925.32
68.566,4490924.21
68.702,4490923.24
68.816,4490922.31
68.952,4490921.42
69.066,4490920.67
69.202,4490920.02
69.316,4490919.3
69.452,4490918.66
69.566,4490917.97
69.702,4490917.13
69.816,4490916.3
69.952,4490915.3
70.066,4490914.27
70.201,4490913.04
70.316,4490911.81
70.451,4490910.56
70.566,4490909.28
70.701,4490907.92
70.816,4490906.59
70.951,4490905.29
71.066,4490904.04
71.201,4490902.77
71.316,4490901.62
71.451,4490900.51
71.566,4490899.51
71.701,4490898.59
71.816,4490897.85
71.951,4490897.29
72.066,4490896.86
72.201,4490896.6
72.316,4490896.49
72.451,4490896.52
72.566,4490896.78
72.701,4490897.17
72.816,4490897.63
72.951,4490898.3
73.066,4490899.13
73.201,4490900.01
73.316,4490901.01
73.451,4490902.07
73.566,4490903.2
73.701,4490904.38
73.816,4490905.55
73.951,4490906.73
74.066,4490907.91
74.201,4490909.02
74.316,4490910.09
74.451,4490911.13
74.566,4490912.1
74.701,4490912.97
74.816,4490913.71
74.951,4490914.31
75.066,4490914.78
75.201,4490915.11
75.316,4490915.29
75.451,4490915.24
75.566,4490915.06
75.701,4490914.75
75.816,4490914.23
75.951,4490913.71
76.066,4490913.1
76.201,4490912.46
76.316,4490911.89
76.451,4490911.47
76.566,4490911.21
76.701,4490911.11
76.816,4490911.15
76.951,4490911.35
77.066,4490911.77
77.201,4490912.28
77.316,4490913.06
77.451,4490913.87
77.566,4490914.92
77.701,4490916.03
77.816,4490917.38
77.951,4490918.94
78.066,4490920.78
78.201,4490922.56
78.316,4490924.49
78.451,4490926.47
78.566,4490928.55
78.701,4490930.66
78.816,4490932.82
78.951,4490935
79.066,4490937.17
79.201,4490939.37
79.316,4490941.6
79.451,4490943.82
79.566,4490946.06
79.701,4490948.37
79.816,4490950.7
79.951,4490953.02
80.066,4490955.42
80.201,4490957.86
80.316,4490960.29
80.451,4490962.8
80.566,4490965.23
80.701,4490967.79
80.816,4490970.3
80.95,4490972.84
81.066,4490975.38
81.2,4490977.96
81.316,4490980.56
81.45,4490983.17
81.566,4490985.78
81.7,4490988.39
81.816,4490991.05
81.95,4490993.7
82.066,4490996.37
