Time,ECEF_position_Z
4.73,4490939.59
4.958,4490941.89
5.08,4490940.38
5.208,4490940.19
5.316,4490939.92
5.458,4490939.45
5.566,4490939
5.708,4490938.67
5.816,4490938
5.957,4490938.01
6.066,4490938.25
6.207,4490938.14
6.316,4490938.29
6.457,4490938.24
6.566,4490938.22
6.707,4490938.18
6.816,4490938.37
6.957,4490938.51
7.066,4490938.48
7.207,4490938.38
7.332,4490938.29
7.457,4490938.31
7.566,4490938.36
7.707,4490938.46
7.832,4490938.62
7.957,4490938.78
8.066,4490939.02
8.207,4490939.26
8.316,4490939.5
8.457,4490939.68
8.566,4490940.02
8.707,4490940.26
8.832,4490940.56
8.957,4490940.77
9.082,4490940.97
9.207,4490941.19
9.332,4490941.46
9.457,4490941.68
9.566,4490941.98
9.707,4490942.37
9.816,4490942.79
9.957,4490943.25
10.066,4490943.74
10.207,4490944.19
10.332,4490944.76
10.457,4490945.25
10.566,4490945.75
10.707,4490946.24
10.832,4490946.78
10.957,4490947.34
11.066,4490947.91
11.207,4490948.5
11.332,4490949.06
11.457,4490949.68
11.566,4490950.26
11.707,4490950.85
11.832,4490951.45
11.957,4490952.09
12.066,4490952.78
12.207,4490953.48
12.316,4490954.19
12.457,4490954.93
12.566,4490955.67
12.707,4490956.41
12.816,4490957.09
12.957,4490957.77
13.066,4490958.43
13.207,4490959.17
13.316,4490959.94
13.457,4490960.68
13.566,4490961.37
13.707,4490962.12
13.816,4490962.85
13.957,4490963.58
14.066,4490964.31
14.207,4490965.08
14.316,4490965.78
14.457,4490966.51
14.566,4490967.26
14.707,4490968.03
14.816,4490968.78
14.957,4490969.6
15.066,4490970.44
15.207,4490971.26
15.316,4490972.01
15.457,4490972.79
15.566,4490973.64
15.707,4490974.53
15.816,4490975.26
15.957,4490976.17
16.066,4490977.05
16.207,4490977.91
16.316,4490978.82
16.457,4490979.79
16.566,4490980.8
16.706,4490981.69
16.816,4490982.49
16.956,4490983.31
17.066,4490984.28
17.206,4490985.28
17.316,4490986.22
17.456,4490987.28
17.566,4490988.37
17.706,4490989.46
17.816,4490990.61
17.956,4490991.78
18.066,4490992.93
18.206,4490994.07
18.316,4490995.27
18.456,4490996.53
18.566,4490997.67
18.706,4490998.87
18.816,4491000.09
18.956,4491001.4
19.066,4491002.61
19.206,4491003.91
19.316,4491005.17
19.456,4491006.4
19.566,4491007.64
19.706,4491008.84
19.816,4491010.01
19.956,4491011.24
20.066,4491012.52
20.206,4491013.89
20.316,4491015.25
20.456,4491016.72
20.566,4491018.19
20.706,4491019.67
20.816,4491021.11
20.956,4491022.57
21.066,4491023.99
21.206,4491025.42
21.316,4491026.85
21.456,4491028.35
21.566,4491029.83
21.706,4491031.34
21.816,4491032.83
21.956,4491034.34
22.066,4491035.89
22.206,4491037.37
22.316,4491038.83
22.456,4491040.27
22.566,4491041.61
22.706,4491042.99
22.816,4491044.33
22.956,4491045.62
23.066,4491046.87
23.206,4491048.09
23.316,4491049.32
23.456,4491050.48
23.566,4491051.75
23.706,4491052.98
23.816,4491054.12
23.956,4491055.37
24.066,4491056.59
24.206,4491057.76
24.316,4491058.7
24.456,4491059.53
24.566,4491060.35
24.706,4491061.07
24.816,4491061.68
24.956,4491062.23
25.066,4491062.74
25.206,4491063.26
25.316,4491063.65
25.456,4491063.95
25.566,4491064.24
25.706,4491064.46
25.816,4491064.62
25.956,4491064.72
26.066,4491064.75
26.206,4491064.76
26.316,4491064.78
26.456,4491064.73
26.566,4491064.64
26.706,4491064.52
26.816,4491064.37
26.956,4491064.24
27.066,4491064.09
27.206,4491064
27.316,4491063.93
27.456,4491063.89
