Time,ECEF_velocity_X
4.73,-0.5
4.958,-0.66
5.08,-0.44
5.208,-0.22
5.316,-0.36
5.458,-0.21
5.566,-0.22
5.708,-0.26
5.816,-0.25
5.957,-0.38
6.066,-0.35
6.207,-0.38
6.316,-0.51
6.457,-0.66
6.566,-0.75
6.707,-0.74
6.816,-0.86
6.957,-0.68
7.066,-0.75
7.207,-1
7.332,-1
7.457,-1.15
7.566,-1.25
7.707,-1.5
7.832,-1.62
7.957,-1.7
8.066,-1.64
8.207,-1.85
8.316,-1.8
8.457,-1.79
8.566,-1.77
8.707,-1.87
8.832,-2.21
8.957,-2.2
9.082,-2.19
9.207,-2.09
9.332,-2.27
9.457,-2.25
9.566,-2.38
9.707,-2.61
9.816,-2.79
9.957,-3.01
10.066,-3.17
10.207,-3.2
10.332,-3.57
10.457,-3.68
10.566,-3.97
10.707,-3.89
10.832,-4.06
10.957,-4.24
11.066,-4.3
11.207,-4.39
11.332,-4.37
11.457,-4.64
11.566,-4.65
11.707,-4.85
11.832,-4.93
11.957,-5.01
12.066,-4.98
12.207,-5
12.316,-5.2
12.457,-5.21
12.566,-5.36
12.707,-5.38
12.816,-5.39
12.957,-5.43
13.066,-5.41
13.207,-5.5
13.316,-5.61
13.457,-5.61
13.566,-5.63
13.707,-5.81
13.816,-5.74
13.957,-5.79
14.066,-5.78
14.207,-5.96
14.316,-5.88
14.457,-6.06
14.566,-6.07
14.707,-6.06
14.816,-5.96
14.957,-6.01
15.066,-5.68
15.207,-5.88
15.316,-6.06
15.457,-6.01
15.566,-6.17
15.707,-6.43
15.816,-6.63
15.957,-6.71
16.066,-6.77
16.207,-6.72
16.316,-6.8
16.457,-6.99
16.566,-7.22
16.706,-7.14
16.816,-7.11
16.956,-7.43
17.066,-7.76
17.206,-8.18
17.316,-8.36
17.456,-8.6
17.566,-8.84
17.706,-9.09
17.816,-9.25
17.956,-9.31
18.066,-9.45
18.206,-9.75
18.316,-9.86
18.456,-9.94
18.566,-10.17
18.706,-10.28
18.816,-10.31
18.956,-10.37
19.066,-10.37
19.206,-10.31
19.316,-10.32
19.456,-10.3
19.566,-10.28
19.706,-10.14
19.816,-9.98
19.956,-9.97
20.066,-10.49
20.206,-10.86
20.316,-10.81
20.456,-11.06
20.566,-11.27
20.706,-11.37
20.816,-11.49
20.956,-11.52
21.066,-11.63
21.206,-11.56
21.316,-11.79
21.456,-11.97
21.566,-12.11
21.706,-12.26
21.816,-12.42
21.956,-12.66
22.066,-12.58
22.206,-12.37
22.316,-12.12
22.456,-11.84
22.566,-11.48
22.706,-11.3
22.816,-11.02
22.956,-10.78
23.066,-10.57
23.206,-10.28
23.316,-10.08
23.456,-9.72
23.566,-9.74
23.706,-9.61
23.816,-9.33
23.956,-9.24
24.066,-8.95
24.206,-8.59
24.316,-8.23
24.456,-7.92
24.566,-7.65
24.706,-7.31
24.816,-6.95
24.956,-6.47
25.066,-5.96
25.206,-5.53
25.316,-5.15
25.456,-4.73
25.566,-4.54
25.706,-4.19
25.816,-4.1
25.956,-3.8
26.066,-3.6
26.206,-3.31
26.316,-3.1
26.456,-2.97
26.566,-2.83
26.706,-2.71
26.816,-2.78
26.956,-2.92
27.066,-3
27.206,-3.2
27.316,-3.45
27.456,-3.7
27.566,-3.51
27.705,-3.39
27.816,-2.96
27.955,-2.7
28.066,-2.32
28.205,-1.59
28.316,-1.34
28.455,-0.93
28.566,-0.7
28.705,-1.02
28.816,-1.55
28.955,-1.99
29.066,-2.28
29.205,-1.79
29.316,-1.56
29.455,-1.36
29.566,-1.16
29.705,-1.03
29.816,-0.9
29.955,-0.79
30.066,-0.69
30.205,-0.54
30.316,-0.32
30.455,-0.1
30.566,0.13
30.705,0.29
30.816,0.45
30.955,0.59
31.066,0.69
31.205,0.81
31.316,0.99
31.455,1.33
31.566,1.85
31.705,2.36
31.816,2.92
31.955,3.46
32.066,4.1
32.205,4.59
32.316,5.08
32.455,5.7
32.566,6.26
32.705,6.74
32.816,7.25
32.955,7.72
33.066,8.14
33.205,8.58
33.316,8.93
33.455,9.23
33.566,9.62
33.705,10.04
33.816,10.38
33.955,10.67
34.066,10.92
34.205,10.97
34.316,11.06
34.455,11.11
34.566,11.06
34.705,10.92
34.816,10.85
34.955,10.6
35.066,10.35
35.205,10.09
35.316,9.73
35.455,9.22
35.566,8.84
35.705,8.28
35.816,7.69
35.955,6.99
36.066,6.4
36.205,5.58
36.316,4.95
36.455,4.1
36.566,3.48
36.705,2.63
36.816,1.9
36.955,1.16
37.066,0.45
37.205,0.01
37.316,-0.57
37.455,-1.32
37.566,-2.17
37.705,-2.84
37.816,-3.67
37.955,-4.1
38.066,-4.33
38.204,-4.52
38.316,-4.68
38.454,-4.77
38.566,-4.89
38.704,-5
38.816,-5.1
38.954,-5.17
39.066,-5.22
39.204,-5.29
39.316,-5.3
39.454,-5.35
39.566,-5.31
39.704,-5.26
39.816,-5.18
39.954,-4.86
40.066,-4.56
40.204,-4.34
40.316,-4.04
40.454,-3.59
40.566,-3.15
40.704,-2.61
40.816,-2.08
40.954,-1.47
41.066,-0.78
41.204,-0.06
41.316,0.73
41.454,1.3
41.566,1.77
41.704,2.26
41.816,2.63
41.954,3.18
42.066,3.75
42.204,4.41
42.316,4.89
42.454,5.27
42.566,5.79
42.704,6.4
42.816,6.8
42.954,7.36
43.066,7.84
43.204,8.44
43.316,9
43.454,9.34
43.566,9.67
43.704,10.07
43.816,10.57
43.954,10.9
44.066,11.14
44.204,11.24
44.316,11.44
44.454,11.76
44.566,12.16
44.704,12.58
44.816,13.05
44.954,13.48
45.066,13.9
45.204,14.28
45.316,14.58
45.454,15.06
45.566,15.39
45.704,15.81
45.816,16.23
45.954,16.48
46.066,16.95
46.204,17.22
46.316,17.54
46.454,17.82
46.566,18.05
46.704,18.27
46.816,18.54
46.954,18.78
47.066,19.11
47.204,19.31
47.316,18.91
47.454,18.5
47.566,18.03
47.704,17.6
47.816,17.11
47.954,16.67
48.066,16.22
48.204,15.76
48.316,15.29
48.454,14.71
48.566,14.11
48.704,13.4
48.816,12.75
48.953,11.97
49.066,11.11
49.203,10.15
49.316,9.21
49.453,7.75
49.566,7.13
49.703,5.85
49.816,5.05
49.953,3.57
50.066,2.36
50.203,0.89
50.316,-0.14
50.453,-1.47
50.566,-2.39
50.703,-3.4
50.816,-4.47
50.953,-5.51
51.066,-6.5
51.203,-7.53
51.316,-8.44
51.453,-9.27
51.566,-10.17
51.703,-10.88
51.816,-11.69
51.953,-12.21
52.066,-12.61
52.203,-13.03
52.316,-13.88
52.453,-14.4
52.566,-14.86
52.703,-15.28
52.816,-15.79
52.953,-16.18
53.066,-16.62
53.203,-16.97
53.316,-17.38
53.453,-17.72
53.566,-18.11
53.703,-18.43
53.816,-18.79
53.953,-18.83
54.066,-18.95
54.203,-18.91
54.316,-18.27
54.453,-17.77
54.566,-17.39
54.703,-17.29
54.816,-17.05
54.953,-15.93
55.066,-14.76
55.203,-12.91
55.316,-11.87
55.453,-11.04
55.566,-9.81
55.703,-8.98
55.816,-7.64
55.953,-5.89
56.066,-4.67
56.203,-3.8
56.316,-2.39
56.453,-0.88
56.566,0.33
56.703,1.97
56.816,2.71
56.953,4.18
57.066,5.16
57.203,6.44
57.316,7.57
57.453,8.13
57.566,9.26
57.703,10.07
57.816,10.9
57.953,11.69
58.066,12.28
58.203,13.21
58.316,13.77
58.453,14.39
58.566,14.81
58.703,14.7
58.816,14.37
58.953,14.14
59.066,13.81
59.203,13.52
59.316,13.55
59.452,13.47
59.566,13.3
59.702,13.3
59.816,13.3
59.952,13.17
60.066,13.04
60.202,12.76
60.316,12.33
60.452,11.99
60.566,11.47
60.702,10.93
60.816,9.93
60.952,9.02
61.066,7.81
61.202,6.68
61.316,5.7
61.452,4.63
61.566,3.43
61.702,2.11
61.816,0.85
61.952,-0.39
62.066,-1.81
62.202,-2.67
62.316,-3.84
62.452,-4.79
62.566,-6.15
62.702,-7.27
62.816,-8.4
62.952,-9.35
63.066,-10.08
63.202,-10.86
63.316,-11.31
63.452,-11.53
63.566,-10.77
63.702,-10.01
63.816,-8.83
63.952,-7.93
64.066,-6.76
64.202,-5.49
64.316,-4.13
64.452,-3
64.566,-1.69
64.702,0
64.816,1.3
64.952,2.63
65.066,4.15
65.202,5.37
65.316,6.65
65.452,7.71
65.566,8.68
65.702,9.67
65.816,10.7
65.952,11.29
66.066,12.12
66.202,12.61
66.316,13.1
66.452,13.55
66.566,14.06
66.702,14.33
66.816,14.72
66.952,15.05
67.066,15.43
67.202,15.6
67.316,15.53
67.452,15.44
67.566,14.74
67.702,13.8
67.816,12.88
67.952,11.99
68.066,11.07
68.202,9.8
68.316,8.52
68.452,7.25
68.566,6.08
68.702,4.64
68.816,3.63
68.952,2.89
69.066,1.87
69.202,1.05
69.316,0.74
69.452,0.75
69.566,0.92
69.702,1.9
69.816,2.33
69.952,3.55
70.066,4.54
70.201,5.63
70.316,6.65
70.451,7.69
70.566,8.36
70.701,8.93
70.816,9.64
70.951,9.93
71.066,10.36
71.201,10.87
71.316,10.87
