Time,ECEF_velocity_X
71.451,10.7
71.566,10.64
71.701,10.1
71.816,9.31
71.951,8.28
72.066,7.49
72.201,6.41
72.316,5.2
72.451,4.19
72.566,2.95
72.701,1.79
72.816,0.79
72.951,-0.51
73.066,-1.96
73.201,-2.87
73.316,-3.63
73.451,-4.16
73.566,-4.55
73.701,-4.82
73.816,-4.85
73.951,-4.74
74.066,-4.6
74.201,-4.44
74.316,-3.98
74.451,-3.38
74.566,-3.01
74.701,-2.02
74.816,-1.05
74.951,0.02
75.066,1.08
75.201,2.33
75.316,3.39
75.451,4.91
75.566,6.2
75.701,7.25
75.816,8.63
75.951,9.31
76.066,9.87
76.201,10.24
76.316,10.16
76.451,9.32
76.566,8.21
76.701,6.96
76.816,5.49
76.951,4.09
77.066,2.28
77.201,0.94
77.316,-0.96
77.451,-1.9
77.566,-3.53
77.701,-4.75
77.816,-6.19
77.951,-7.64
78.066,-9.5
78.201,-10.64
78.316,-11.73
78.451,-12.98
78.566,-13.96
78.701,-14.94
78.816,-15.81
78.951,-16.56
79.066,-17.06
79.201,-17.58
79.316,-18.27
79.451,-18.43
79.566,-18.71
79.701,-18.95
79.816,-19.18
79.951,-19.34
80.066,-19.65
80.201,-19.92
80.316,-20.01
80.451,-20.41
80.566,-20.53
80.701,-20.88
80.816,-20.89
80.95,-21.1
81.066,-21.13
81.2,-21.38
81.316,-21.5
81.45,-21.7
81.566,-21.85
81.7,-21.99
81.816,-22.08
81.95,-22.22
82.066,-22.39
