Time,RPM
511.327,10303
511.347,10248
511.366,10161
511.386,10229
511.406,10171
511.426,10047
511.446,10087
511.467,10194
511.487,10489
511.507,11040
511.527,11419
511.547,11148
511.566,10424
511.586,10168
511.606,10091
511.626,10118
511.646,10249
511.666,10383
511.686,10327
511.706,10212
511.726,10204
511.746,10259
511.765,10422
511.785,10470
511.805,10376
511.825,10357
511.845,10362
511.868,10451
511.888,10499
511.908,10522
511.928,10545
511.948,10554
511.965,10579
511.985,10641
512.005,10698
512.025,10692
512.045,10742
512.066,10821
512.086,10831
512.106,10851
512.126,10875
512.146,11006
512.165,11113
512.185,11115
512.205,11103
512.225,11111
512.245,11100
512.268,11099
512.288,11130
512.308,11225
512.328,11372
512.348,11450
512.368,11520
512.388,11399
512.408,11328
512.428,11341
512.448,11402
512.468,11453
512.488,11441
512.508,11482
512.528,11521
512.548,11658
512.567,11639
512.587,11615
512.607,11639
512.627,11637
512.647,11636
512.665,11659
512.685,11680
512.705,11763
512.725,11878
512.745,11947
512.766,11935
512.786,12104
512.806,12124
512.826,12003
512.846,11975
512.866,11945
512.886,11956
512.906,11997
512.926,12005
512.946,12105
512.965,12198
512.985,12098
513.005,12062
513.025,12092
513.045,12189
513.069,12335
513.089,12357
513.109,12252
513.129,12209
513.149,12190
513.167,12237
513.187,12360
513.207,12500
513.227,12488
513.247,12491
513.268,12500
513.288,12531
513.308,12451
513.328,12218
513.348,12038
513.367,11626
513.387,11189
513.407,10997
513.427,10948
513.447,10910
513.465,10907
513.485,10993
513.505,10990
513.525,10910
513.545,10860
513.569,10900
513.589,10956
513.609,10935
513.629,10956
513.649,10930
513.668,10909
513.688,10886
513.708,10857
513.728,10847
513.748,10787
513.768,10757
513.788,10843
513.808,10705
513.828,10769
513.848,10776
513.868,10808
513.888,11022
513.908,11132
513.928,11288
513.948,11294
513.964,11236
513.984,11151
514.004,11126
514.024,11072
514.044,11311
514.066,11412
514.086,11424
514.106,11424
514.126,11319
514.146,11244
514.167,11270
514.187,11316
