Time,AccelerometerY
82.251,0.06939697265625
82.271,0.07940673828125
82.281,0.05810546875
82.291,5.01275062561035e-05
82.301,-0.07861328125
82.311,-0.1505126953125
82.321,-0.1846923828125
82.331,-0.165283203125
82.341,-0.1063232421875
82.351,-0.032623291015625
82.361,0.04510498046875
82.371,0.11572265625
82.381,0.14111328125
82.391,0.07891845703125
82.401,-0.068115234375
82.411,-0.2408447265625
82.421,-0.362060546875
82.431,-0.38818359375
82.441,-0.3330078125
82.451,-0.2476806640625
82.461,-0.173095703125
82.469,-0.1182861328125
82.479,-0.08087158203125
82.489,-0.0750732421875
82.499,-0.11932373046875
82.509,-0.1893310546875
82.519,-0.2159423828125
82.529,-0.1558837890625
82.539,-0.03973388671875
82.549,0.07061767578125
82.559,0.1365966796875
82.569,0.1405029296875
82.579,0.068359375
82.589,-0.0753173828125
82.599,-0.242919921875
82.609,-0.357666015625
82.619,-0.36376953125
82.629,-0.2666015625
82.639,-0.13427734375
82.649,-0.053375244140625
82.659,-0.056396484375
82.663,0.033447265625
82.673,-0.0281829833984375
82.683,-0.08154296875
82.693,-0.0770263671875
82.703,-0.03289794921875
82.713,0.00394821166992188
82.723,0.023345947265625
82.733,0.03271484375
82.743,0.00957489013671875
82.753,-0.0660400390625
82.763,-0.156982421875
82.773,-0.1951904296875
82.783,-0.1522216796875
82.793,-0.066162109375
82.803,-0.0070037841796875
82.813,-0.025665283203125
82.822,-0.11370849609375
82.832,-0.20458984375
82.842,-0.232177734375
82.852,-0.196533203125
82.862,-0.15966796875
82.872,-0.169677734375
82.882,-0.2125244140625
82.892,-0.248291015625
82.902,-0.26318359375
82.912,-0.26318359375
82.922,-0.2481689453125
82.932,-0.21875
82.942,-0.19140625
82.952,-0.1904296875
82.962,-0.2266845703125
82.972,-0.28173828125
82.982,-0.3173828125
82.992,-0.3076171875
83.002,-0.268310546875
83.012,-0.2398681640625
83.021,-0.2442626953125
83.031,-0.267822265625
83.041,-0.2900390625
83.051,-0.30224609375
83.061,-0.307861328125
83.071,-0.318359375
83.081,-0.342041015625
83.091,-0.365478515625
83.101,-0.35986328125
83.111,-0.318115234375
83.121,-0.268798828125
83.131,-0.2489013671875
83.141,-0.267333984375
83.151,-0.296875
83.161,-0.299072265625
83.171,-0.26025390625
83.181,-0.205078125
83.191,-0.1651611328125
83.201,-0.1500244140625
83.211,-0.16015625
83.219,-0.2127685546875
83.229,-0.31787109375
83.239,-0.43408203125
83.249,-0.4892578125
83.259,-0.45654296875
83.269,-0.3828125
83.279,-0.331787109375
83.289,-0.321533203125
83.299,-0.324462890625
83.309,-0.31103515625
83.319,-0.282958984375
83.329,-0.27783203125
83.339,-0.334228515625
83.349,-0.4462890625
83.359,-0.5625
83.369,-0.630859375
83.379,-0.63525390625
83.389,-0.5966796875
83.399,-0.548828125
83.409,-0.51416015625
83.413,-0.407470703125
83.423,-0.448486328125
83.433,-0.5126953125
83.443,-0.6005859375
83.453,-0.72119140625
83.463,-0.865234375
83.473,-0.9931640625
83.483,-1.064453125
83.493,-1.0771484375
83.503,-1.0615234375
83.513,-1.0478515625
83.523,-1.0458984375
83.533,-1.046875
83.543,-1.0400390625
83.553,-1.0283203125
83.563,-1.0126953125
83.572,-0.97705078125
83.582,-0.89990234375
83.592,-0.7890625
83.602,-0.68408203125
83.612,-0.6259765625
83.622,-0.62353515625
83.632,-0.67578125
83.642,-0.798828125
83.652,-1
83.662,-1.2529296875
