Time,Int_Batt_Voltage
82.389,3.97800016403198
83.439,3.97800016403198
84.489,3.97800016403198
85.539,3.97800016403198
86.589,3.98000025749207
87.639,3.98000025749207
88.689,3.98000025749207
89.739,3.98000025749207
90.789,3.98000025749207
91.839,3.97800016403198
92.889,3.98000025749207
93.939,3.98000025749207
94.989,3.98000025749207
96.039,3.98000025749207
97.089,3.98000025749207
98.139,3.98000025749207
99.189,3.97800016403198
100.239,3.97800016403198
101.289,3.98000025749207
102.339,3.97800016403198
103.389,3.9760000705719
104.439,3.97800016403198
105.489,3.97800016403198
106.539,3.97800016403198
107.589,3.97800016403198
108.639,3.97800016403198
109.689,3.98000025749207
110.739,3.97800016403198
111.789,3.9760000705719
112.839,3.98000025749207
113.889,3.98000025749207
114.939,3.97800016403198
115.989,3.9760000705719
117.039,3.97800016403198
118.089,3.97800016403198
119.139,3.97800016403198
120.189,3.9760000705719
121.239,3.97800016403198
122.289,3.97800016403198
123.339,3.9760000705719
124.389,3.9760000705719
125.439,3.98000025749207
126.489,3.97800016403198
127.539,3.9760000705719
128.589,3.9760000705719
129.639,3.97800016403198
130.689,3.97800016403198
131.739,3.97800016403198
132.789,3.9760000705719
133.839,3.98000025749207
134.889,3.9760000705719
