Time,Exhaust_Temp
82.291,514
82.341,515.5
82.391,516.5
82.441,517.5
82.491,519
82.541,520
82.591,521
82.64,522.5
82.69,523.5
82.74,524.5
82.79,525.5
82.84,527
82.89,528
82.94,529
82.99,530
83.04,531.5
83.09,532.5
83.14,533.5
83.19,534.5
83.24,535.5
83.29,536.5
83.34,537.5
83.39,538.5
83.44,539
83.49,540
83.54,541.5
83.59,542.5
83.64,543.5
83.69,544.5
83.74,545.5
83.79,546.5
83.84,547.5
83.89,548.5
83.94,549.5
83.99,550
84.04,551
84.09,551.5
84.14,552
84.19,552.5
84.24,553
84.29,553.5
84.34,554
84.39,554.5
84.44,555
84.49,555.5
84.54,556
84.59,556.5
84.64,557
84.69,557.5
84.74,558
84.79,558.5
84.84,559
84.89,559.5
84.94,560.5
84.99,561
85.04,561.5
85.09,562
85.14,563
85.19,563.5
85.239,564
85.289,565
85.339,565.5
85.389,566
85.439,566.5
85.489,567
85.539,567.5
85.589,568
85.639,568.5
85.689,568.5
85.739,569
85.789,569.5
85.839,570
85.889,570
85.939,571
85.989,571.5
86.039,572
86.089,572.5
86.139,573
86.189,573.5
86.239,574
86.289,574.5
86.339,575
86.389,575.5
86.439,576
86.489,576.5
86.539,577
86.589,577.5
86.639,578
86.689,578.5
86.739,579
86.789,579.5
86.839,580
86.889,580
86.939,580.5
86.989,581
87.039,581.5
87.089,582
87.139,582.5
87.189,583
87.239,583.5
87.289,583.5
87.339,584
87.389,585
87.439,585.5
87.489,586
87.539,586.5
87.589,587
87.639,587.5
87.689,588
87.739,588.5
87.789,589
87.839,589
87.888,589.5
87.938,589.5
87.988,590
88.038,590
88.088,590
88.138,590
88.188,589.5
88.238,589.5
88.288,588.5
88.338,588
88.388,587
88.438,586
88.488,584.5
88.538,583
88.588,581.5
88.638,579.5
88.688,578
88.738,576
88.788,574.5
88.838,572.5
88.888,571
88.938,569.5
88.988,568
89.038,566.5
89.088,565
89.138,563.5
89.188,562
89.238,560.5
89.288,559
89.338,557
89.388,555.5
89.438,553.5
89.488,551.5
89.538,550
89.588,548
89.638,545.5
89.688,543.5
89.738,541.5
89.788,539.5
89.838,537
89.888,535
89.938,533
89.988,531
90.038,529
90.088,527
90.138,525
90.188,523.5
90.238,521.5
90.288,519.5
90.338,518
90.388,516
90.438,514.5
90.488,513
90.537,511.5
90.587,509.75
90.637,508
90.687,506.25
90.737,504.25
90.787,502.5
90.837,500.5
90.887,498.75
90.937,496.75
90.987,495
91.037,493
91.087,491.25
91.137,489.25
91.187,487.5
91.237,485.5
91.287,483.75
91.337,482
91.387,480.25
91.437,478.5
91.487,476.75
91.537,475
91.587,473.25
91.637,471.75
91.687,470
91.737,468.5
91.787,467
91.837,465.25
91.887,463.75
91.937,462.5
91.987,461.25
92.037,460
92.087,458.75
92.137,457.75
92.187,456.75
92.237,456
92.287,455.25
92.337,454.5
92.387,454
92.437,453.5
92.487,453
92.537,452.75
92.587,452.5
92.637,452.25
92.687,452
92.737,452
92.787,452
92.837,452
92.887,452
92.937,452
92.987,452
93.037,452.25
93.087,452.25
93.136,452.5
93.186,453
93.236,453.25
93.286,453.75
93.336,454
93.386,454.5
93.436,455.25
93.486,455.75
93.536,456.25
93.586,457
93.636,457.75
93.686,458.5
93.736,459.25
93.786,460
93.836,460.75
93.886,461.5
93.936,462.25
93.986,463.25
94.036,464
94.086,464.75
94.136,465.75
94.186,466.5
94.236,467.5
94.286,468.5
94.336,469.25
94.386,470.25
94.436,471.25
94.486,472
94.536,473
94.586,474
94.636,475
94.686,476
94.736,477
94.786,477.75
94.836,478.75
94.886,479.5
94.936,480.25
94.986,481.25
95.036,482
95.086,482.75
95.136,483.25
95.186,484
95.236,484.25
95.286,484.5
95.336,484.5
95.386,484.5
95.436,484
95.486,483.5
95.536,483
95.586,482.25
95.636,481.25
95.686,480.25
95.736,479
95.785,477.75
95.835,476.5
95.885,475.25
95.935,474
95.985,472.75
96.035,471.25
96.085,469.75
96.135,468.25
96.185,466.75
96.235,465.25
96.285,463.5
96.335,462
96.385,460.5
96.435,459
96.485,457.75
96.535,456.25
96.585,455
96.635,453.75
96.685,452.5
96.735,451.5
96.785,450.25
96.835,449
96.885,447.75
96.935,446.5
96.985,445.5
97.035,444.25
97.085,443.25
97.135,442.25
97.185,441.25
97.235,440.25
97.285,439.5
97.335,438.5
97.385,437.75
97.435,436.75
97.485,436
97.535,435.25
97.585,434.5
97.635,433.75
97.685,433.25
97.735,432.75
97.785,432.25
97.835,431.75
97.885,431.25
97.935,431
97.985,430.75
98.035,430.5
98.085,430.5
98.135,430.25
98.185,430.25
98.235,430.25
