Time,Int_Batt_Voltage
339.639,3.94600009918213
340.689,3.94400024414062
341.739,3.94600009918213
342.789,3.94600009918213
343.839,3.94800019264221
344.889,3.94400024414062
345.939,3.94400024414062
346.989,3.94600009918213
348.039,3.94600009918213
349.089,3.94600009918213
350.139,3.94600009918213
351.189,3.94800019264221
352.239,3.94600009918213
353.289,3.94600009918213
354.339,3.94600009918213
355.389,3.94600009918213
356.439,3.96600008010864
357.489,3.96400022506714
358.539,3.96600008010864
359.589,3.96600008010864
360.639,3.96600008010864
361.689,3.96600008010864
362.739,3.96600008010864
363.789,3.96600008010864
364.839,3.96600008010864
365.889,3.96400022506714
366.939,3.96400022506714
367.989,3.96400022506714
369.039,3.96400022506714
370.089,3.96400022506714
371.139,3.96600008010864
372.189,3.96600008010864
373.239,3.96600008010864
374.289,3.96200013160706
375.339,3.96000027656555
376.389,3.96000027656555
377.439,3.96200013160706
378.489,3.96200013160706
379.539,3.96000027656555
380.589,3.96200013160706
381.639,3.96000027656555
382.689,3.96200013160706
383.739,3.96000027656555
384.789,3.96000027656555
385.839,3.96000027656555
386.889,3.96000027656555
387.939,3.96200013160706
