Time,RPM
339.055,13891
339.075,6967
339.095,13951
339.115,11589
339.143,13901
339.163,13919
339.183,13904
339.203,13909
339.223,13922
339.246,13957
339.266,13965
339.286,13945
339.306,13938
339.326,8351
339.337,9355
339.357,6983
339.377,5998
339.397,3553
339.417,3553
339.435,3527
339.455,5969
339.475,10441
339.495,13884
339.515,13897
339.538,13977
339.558,6950
339.578,8393
339.598,6941
339.618,11160
339.646,13878
339.666,14046
339.686,11153
339.706,11155
339.726,9290
339.736,6959
339.756,5961
339.776,6965
339.796,8352
339.816,14027
339.844,9270
339.864,8350
339.884,6973
339.904,6965
339.924,6945
339.943,6959
339.963,8321
339.983,11135
340.003,14064
340.023,6983
340.046,6957
340.066,6976
340.086,13899
340.106,10533
340.126,6956
340.145,8395
340.165,6970
340.185,6973
340.205,6947
340.225,6980
340.244,8357
340.264,6968
340.284,6966
340.304,6975
340.324,5945
340.343,6973
340.363,8363
340.383,6957
340.403,8354
340.423,11174
340.438,13986
340.458,6954
340.478,8433
340.498,7026
340.518,6970
340.537,6949
340.557,6978
340.577,5958
340.597,8363
340.617,6958
340.64,6940
340.66,8334
340.68,9322
340.7,9931
340.72,9286
340.735,6975
340.755,5952
340.775,10445
340.795,13946
340.815,13913
340.843,13906
340.863,13912
340.883,13928
340.903,13959
340.923,13974
340.942,6939
340.962,10433
340.982,6948
341.002,10428
341.022,11106
341.046,13859
341.066,13892
341.086,13910
341.106,11162
341.126,13962
341.14,13981
341.16,11597
341.18,13834
341.2,13867
341.22,13840
341.244,9345
341.264,8317
341.284,13921
341.304,13932
341.324,13909
341.343,13804
341.363,13857
341.383,13919
341.403,13969
341.423,9933
341.443,10397
341.463,13947
341.483,13919
341.503,13824
341.523,13754
341.542,13761
341.562,13837
341.582,13838
341.602,13832
341.622,13837
341.646,13797
341.666,13784
341.686,13826
341.706,13858
341.726,13900
341.746,13875
341.766,13803
341.786,13802
341.806,13944
341.826,7046
341.837,7011
341.857,4753
341.877,1767
341.897,8330
341.917,13746
341.944,13781
341.964,13905
341.984,7017
342.004,7053
342.024,9075
342.044,13586
342.064,13561
342.084,13551
342.104,13743
342.124,13994
342.145,9169
342.165,13638
342.185,13602
342.205,13541
342.225,13419
342.242,13377
342.262,13340
342.282,13375
342.302,13409
342.322,13477
342.345,13609
342.365,13702
342.385,13595
342.405,13567
342.425,13601
342.446,13539
342.466,13516
342.486,13531
342.506,13571
342.526,13654
342.543,13711
342.563,13746
342.583,13754
342.603,13686
342.623,13626
342.644,13633
342.664,13767
342.684,14011
342.704,6957
342.724,13761
342.744,13728
342.764,13561
342.784,13453
342.804,13443
342.824,13536
342.846,13834
342.866,13800
342.886,9892
342.906,13517
342.926,13522
342.942,13496
342.962,13492
342.982,13514
343.002,13572
343.022,13610
343.044,13589
343.064,13538
343.084,13572
343.104,13699
343.124,13777
343.145,13712
343.165,13715
343.185,13783
343.205,13796
343.225,13760
343.246,13777
343.266,13805
343.286,13831
343.306,13920
343.326,13810
343.345,9969
343.365,13775
343.385,13789
343.405,13677
343.425,13637
343.446,13605
343.466,13557
343.486,13635
343.506,13632
343.526,13655
343.542,13719
343.562,13715
343.582,13665
343.602,13619
343.622,13724
343.643,13756
343.663,13717
343.683,13720
343.703,13710
343.723,13723
343.744,13747
343.764,13832
343.784,13774
343.804,13929
343.824,6990
343.839,6936
343.859,6961
343.879,11080
343.899,13806
343.919,13783
343.943,13796
343.963,13888
343.983,13867
344.003,13878
344.023,13888
344.042,13917
344.062,13926
344.082,13956
344.102,13923
344.122,13929
344.146,13912
344.166,13945
344.186,14022
344.206,5256
344.226,10457
344.244,11194
344.264,8300
344.284,14034
344.304,11603
344.324,13968
344.339,6953
344.359,6922
344.379,10542
344.399,6938
344.419,9303
344.443,6914
344.463,10507
344.483,6957
344.503,6949
344.523,5962
344.546,8365
344.566,13961
344.586,11654
344.606,6924
344.626,6948
344.645,6970
344.665,6974
344.685,8396
344.705,6956
344.725,8343
344.74,10495
344.76,6937
344.78,6972
344.8,8356
344.82,9291
344.835,6987
344.855,5978
344.875,8410
344.895,6979
344.915,6975
344.938,6956
344.958,6953
344.978,5968
344.998,6966
345.018,8347
345.046,8301
345.066,9384
345.086,6947
345.106,5961
345.126,6947
345.145,8347
345.165,11163
345.185,13975
345.205,11111
345.225,10444
345.244,13949
345.264,13978
345.284,8315
345.304,11192
345.324,11168
345.343,6952
345.363,13928
345.383,13699
345.403,13597
345.423,13475
345.444,13171
345.464,12653
345.484,12121
345.504,11713
345.524,11665
345.545,11783
345.565,11863
345.585,11924
345.605,11872
345.625,11713
345.646,11743
345.666,11761
345.686,11682
345.706,11609
345.726,11643
345.744,11641
345.764,11534
345.784,11378
345.804,11265
345.824,11188
345.845,11109
345.865,11045
345.885,10970
345.905,10814
345.925,10699
345.944,10816
345.964,11056
345.984,11161
346.004,11117
346.024,11084
346.041,11021
346.061,10975
346.081,10881
346.101,10776
346.121,10716
346.141,10695
346.161,10690
346.181,10606
346.201,10512
346.221,10537
346.243,10526
346.263,10502
346.283,10498
346.303,10480
346.323,10539
346.346,10557
346.366,10583
346.386,10522
346.406,10432
346.426,10385
346.444,10343
346.464,10339
346.484,10389
346.504,10471
346.524,10452
346.542,10451
346.562,10428
346.582,10395
346.602,10377
346.622,10329
346.646,10193
346.666,10122
346.686,10155
346.706,10164
346.726,10116
346.741,10091
346.761,10122
346.781,10178
346.801,10217
346.821,10141
346.841,10053
346.861,10085
346.881,9979
346.901,9906
346.921,9975
346.944,9908
346.964,9986
346.984,9973
347.004,9837
347.024,9817
347.041,9777
347.061,9887
347.081,9798
347.101,9829
347.121,9762
347.145,9624
347.165,9656
347.185,9742
347.205,9844
347.225,9705
347.244,9599
347.264,9494
347.284,9433
347.304,9382
347.324,9522
347.345,9514
347.365,9548
347.385,9414
347.405,9206
347.425,9124
347.442,9139
347.462,9153
347.482,9051
347.502,9054
347.522,9122
347.541,9251
347.561,9244
347.581,9254
347.601,9215
347.621,9217
347.645,9038
347.665,9203
347.685,9212
347.705,9214
347.725,9182
347.743,9129
347.763,9122
347.783,9172
347.803,9253
347.823,9216
347.841,9233
347.861,9311
347.881,9289
347.901,9415
347.921,9266
347.944,9188
347.964,9485
347.984,9511
348.004,9414
348.024,9384
348.046,9523
348.066,9615
348.086,9444
348.106,9445
348.126,9443
348.14,9454
348.16,9551
348.18,9637
348.2,9758
348.22,9776
348.246,9728
348.266,9727
348.286,9757
348.306,9811
348.326,9859
348.344,9876
348.364,9881
348.384,9992
348.404,10162
348.424,10242
348.445,10222
348.465,10143
348.485,10082
348.505,10169
348.525,10253
348.545,10200
348.565,10135
348.585,10084
348.605,10134
348.625,10163
348.646,10161
348.666,10252
348.686,10366
348.706,10364
348.726,10292
348.745,10277
348.765,10255
348.785,10206
348.805,10179
348.825,10218
348.844,10231
348.864,10224
348.884,10255
348.904,10300
348.924,10399
348.943,10517
348.963,10562
348.983,10562
349.003,10528
349.023,10508
349.046,10534
349.066,10563
349.086,10593
349.106,10578
349.126,10622
349.142,10634
349.162,10651
349.182,10617
349.202,10594
349.222,10634
349.243,10693
349.263,10708
349.283,10751
349.303,10777
349.323,10817
349.344,10833
349.364,10825
349.384,10836
349.404,10880
349.424,10937
349.443,10917
349.463,10950
349.483,10893
349.503,10905
349.523,11026
349.541,11095
349.561,11128
349.581,11124
349.601,11073
349.621,11018
349.644,10958
349.664,10976
349.684,11094
349.704,11149
349.724,11043
349.742,10985
349.762,11187
349.782,11465
349.802,11379
349.822,11162
349.843,11157
349.863,11099
349.883,11080
349.903,11109
349.923,11180
349.945,11302
349.965,11264
349.985,11244
350.005,11226
350.025,11212
350.041,11256
350.061,11281
350.081,11337
350.101,11444
350.121,11597
350.146,11534
350.166,11445
350.186,11410
350.206,11478
350.226,11521
350.246,11542
350.266,11544
350.286,11564
350.306,11593
350.326,11684
350.344,11736
350.364,11713
350.384,11699
350.404,11697
350.424,11734
350.446,11772
350.466,11816
350.486,11845
350.506,11846
350.526,11871
350.542,11926
350.562,11958
350.582,12018
350.602,12042
350.622,12051
350.642,12097
350.662,12139
350.682,12177
350.702,12241
350.722,12213
350.745,12198
350.765,12256
350.785,12311
350.805,12378
350.825,12394
350.843,12353
350.863,12343
350.883,12396
350.903,12414
350.923,12394
350.944,12387
350.964,12424
350.984,12544
351.004,12579
351.024,12532
351.045,12483
351.065,12491
351.085,12594
351.105,12670
351.125,12599
351.145,12549
351.165,12542
351.185,12564
351.205,12560
351.225,12366
351.246,12232
351.266,12066
351.286,11882
351.306,11592
351.326,11369
351.344,11391
351.364,11332
351.384,11124
351.404,10842
351.424,10615
351.443,10731
351.463,10875
351.483,10819
351.503,10835
351.523,10882
351.543,10874
351.563,10803
351.583,10739
351.603,10650
351.623,10566
351.644,10458
351.664,10420
351.684,10344
351.704,10240
351.724,10171
351.743,10172
351.763,10190
351.783,10281
351.803,10303
351.823,10291
351.843,10196
351.863,10135
351.883,10083
351.903,9974
351.923,9941
351.945,9926
351.965,9895
351.985,9891
352.005,9869
352.025,9780
352.042,9734
352.062,9658
352.082,9586
352.102,9582
352.122,9612
352.142,9659
352.162,9655
352.182,9633
352.202,9584
352.222,9571
352.242,9548
352.262,9566
352.282,9508
352.302,9477
352.322,9455
352.343,9554
352.363,9920
352.383,10026
352.403,10165
352.423,10120
352.445,10043
352.465,10078
352.485,10204
352.505,10365
352.525,10428
352.544,10325
352.564,10265
352.584,10237
352.604,10289
352.624,10337
