Time,AccelerometerX
388.912,-0.333984375
388.922,-0.40673828125
388.932,-0.48876953125
388.942,-0.5556640625
388.952,-0.607421875
388.962,-0.65283203125
388.972,-0.69482421875
388.981,-0.7216796875
388.991,-0.716796875
389.001,-0.67236328125
389.011,-0.5986328125
389.021,-0.5283203125
389.031,-0.495361328125
389.041,-0.5
389.051,-0.51806640625
389.061,-0.53125
389.071,-0.53173828125
389.081,-0.521484375
389.091,-0.5087890625
389.101,-0.50439453125
389.111,-0.5146484375
389.121,-0.5380859375
389.131,-0.5654296875
389.141,-0.5859375
389.151,-0.58642578125
389.161,-0.56201171875
389.171,-0.515625
389.179,-0.466796875
389.189,-0.440185546875
389.199,-0.435302734375
389.209,-0.438720703125
389.219,-0.45556640625
389.229,-0.5029296875
389.239,-0.583984375
389.249,-0.67431640625
389.259,-0.73974609375
389.269,-0.7626953125
389.279,-0.7509765625
389.289,-0.72216796875
389.299,-0.68994140625
389.309,-0.65771484375
389.319,-0.6220703125
389.329,-0.57470703125
389.339,-0.52099609375
389.349,-0.49072265625
389.359,-0.50830078125
389.369,-0.57275390625
389.373,-0.8935546875
389.383,-0.91748046875
389.393,-0.88427734375
389.403,-0.8046875
389.413,-0.73046875
389.423,-0.7138671875
389.433,-0.76318359375
389.443,-0.83642578125
389.453,-0.86669921875
389.463,-0.81298828125
389.473,-0.693359375
389.483,-0.56103515625
389.493,-0.45703125
389.503,-0.39599609375
389.513,-0.3720703125
389.523,-0.3857421875
389.532,-0.452880859375
389.542,-0.578125
389.552,-0.7333984375
389.562,-0.86572265625
389.572,-0.92724609375
389.582,-0.90625
389.592,-0.82470703125
389.602,-0.70263671875
389.612,-0.5556640625
389.622,-0.406982421875
389.632,-0.29248046875
389.642,-0.2440185546875
389.652,-0.270263671875
389.662,-0.352294921875
389.672,-0.448486328125
389.682,-0.5166015625
389.692,-0.546875
389.702,-0.56396484375
389.712,-0.59765625
389.722,-0.65283203125
389.731,-0.697265625
389.741,-0.70654296875
389.751,-0.70703125
389.761,-0.74365234375
389.771,-0.81982421875
389.781,-0.880859375
389.791,-0.869140625
389.801,-0.77783203125
389.811,-0.65576171875
389.821,-0.56103515625
389.831,-0.50439453125
389.841,-0.44873046875
389.851,-0.359130859375
389.861,-0.2406005859375
389.871,-0.1341552734375
389.881,-0.08819580078125
389.891,-0.114990234375
389.901,-0.1820068359375
389.911,-0.251220703125
389.921,-0.308837890625
389.929,-0.359375
389.939,-0.408935546875
389.949,-0.456787109375
389.959,-0.492919921875
389.969,-0.50244140625
389.979,-0.48828125
389.989,-0.45947265625
389.999,-0.418212890625
390.009,-0.37548828125
390.019,-0.3525390625
390.029,-0.361328125
390.039,-0.394775390625
390.049,-0.436279296875
390.059,-0.483642578125
390.069,-0.55712890625
390.079,-0.66357421875
390.089,-0.7607421875
390.099,-0.7919921875
390.109,-0.7587890625
390.119,-0.72216796875
390.123,-0.7587890625
390.133,-0.67041015625
390.143,-0.6298828125
390.153,-0.63720703125
390.163,-0.64453125
390.173,-0.61328125
390.183,-0.55322265625
390.193,-0.50390625
390.203,-0.490478515625
390.213,-0.4990234375
390.223,-0.50390625
390.233,-0.5087890625
390.243,-0.53125
390.253,-0.56591796875
390.263,-0.58154296875
390.273,-0.55859375
390.282,-0.515625
390.292,-0.499755859375
390.302,-0.5380859375
390.312,-0.61865234375
390.322,-0.7041015625
390.332,-0.7626953125
390.342,-0.7900390625
390.352,-0.7998046875
390.362,-0.80517578125
390.372,-0.79541015625
390.382,-0.7353515625
390.392,-0.60400390625
390.402,-0.432861328125
390.412,-0.2802734375
390.422,-0.1868896484375
390.432,-0.1605224609375
390.442,-0.1839599609375
390.452,-0.2410888671875
390.462,-0.336669921875
390.472,-0.4794921875
390.481,-0.650390625
390.491,-0.79736328125
390.501,-0.873046875
390.511,-0.87353515625
390.521,-0.83984375
390.531,-0.8095703125
390.541,-0.77734375
390.551,-0.716796875
390.561,-0.62109375
390.571,-0.50634765625
390.581,-0.39990234375
390.591,-0.328125
390.601,-0.302978515625
390.611,-0.316650390625
390.621,-0.34521484375
390.631,-0.37255859375
390.641,-0.4130859375
390.651,-0.485595703125
390.661,-0.56884765625
390.671,-0.60693359375
390.679,-0.56494140625
390.689,-0.4697265625
390.699,-0.37548828125
390.709,-0.30712890625
390.719,-0.26318359375
390.729,-0.2432861328125
390.739,-0.2578125
390.749,-0.31494140625
390.759,-0.397705078125
390.769,-0.46240234375
390.779,-0.468994140625
390.789,-0.406494140625
390.799,-0.301513671875
390.809,-0.2069091796875
390.819,-0.1688232421875
390.829,-0.19287109375
390.839,-0.250732421875
390.849,-0.32470703125
390.859,-0.42041015625
390.869,-0.53466796875
390.873,-0.58349609375
390.883,-0.5771484375
390.893,-0.59912109375
390.903,-0.619140625
390.913,-0.60205078125
390.923,-0.53662109375
390.933,-0.442626953125
390.943,-0.36083984375
390.953,-0.337890625
390.963,-0.402099609375
390.973,-0.54150390625
390.983,-0.7080078125
390.993,-0.84814453125
391.003,-0.92626953125
391.013,-0.947265625
391.023,-0.95654296875
391.032,-0.98681640625
391.042,-1.0087890625
391.052,-0.970703125
391.062,-0.8701171875
391.072,-0.75390625
391.082,-0.66357421875
391.092,-0.60107421875
391.102,-0.52734375
391.112,-0.40478515625
391.122,-0.25048828125
391.132,-0.1351318359375
391.142,-0.120849609375
391.152,-0.2100830078125
391.162,-0.35205078125
391.172,-0.4853515625
391.182,-0.58056640625
391.192,-0.658203125
391.202,-0.7607421875
391.212,-0.91064453125
391.222,-1.0712890625
391.231,-1.1572265625
391.241,-1.1005859375
391.251,-0.916015625
391.261,-0.68505859375
391.271,-0.499755859375
391.281,-0.409912109375
391.291,-0.4111328125
391.301,-0.45849609375
391.311,-0.48876953125
391.321,-0.451904296875
391.331,-0.340087890625
391.341,-0.1922607421875
391.351,-0.06829833984375
391.361,-0.00878143310546875
