Time,ECEF_position_Y
135.416,950052.8
135.553,950052.97
135.666,950053.16
135.803,950053.32
135.916,950053.47
136.053,950053.63
136.166,950053.85
136.303,950054.07
136.416,950054.41
136.553,950054.85
136.666,950055.42
136.803,950056.18
136.916,950057.13
137.053,950058.33
137.166,950059.75
137.303,950061.38
137.416,950063.27
137.553,950065.3
137.666,950067.63
137.803,950070.05
137.916,950072.71
138.053,950075.75
138.166,950078.96
138.303,950082.03
138.416,950085.14
138.553,950088.32
138.666,950091.65
138.803,950095.18
138.916,950099.25
139.053,950102.93
139.166,950106.66
139.303,950110.42
139.416,950114.18
139.553,950117.93
139.666,950121.72
139.803,950125.53
139.916,950129.37
140.053,950133.25
140.166,950137.15
140.303,950141.05
140.416,950144.99
140.553,950148.94
140.666,950152.9
140.803,950156.89
140.916,950160.81
141.053,950164.57
141.166,950168.27
141.303,950171.84
141.416,950175.29
141.553,950178.74
141.666,950182.18
141.803,950185.63
141.916,950188.98
142.053,950192.17
142.166,950195.18
142.303,950198
142.416,950200.67
142.553,950203.18
142.666,950205.41
142.803,950207.44
142.916,950209.18
143.053,950210.7
143.166,950211.95
143.303,950212.93
143.416,950213.69
143.553,950214.15
143.666,950214.36
143.803,950214.24
143.916,950213.82
144.053,950213.28
144.166,950212.44
144.303,950211.39
144.416,950210.05
144.553,950208.41
144.666,950206.57
144.803,950204.48
144.916,950202.22
145.052,950199.88
145.166,950197.41
145.302,950194.79
145.416,950192.13
145.552,950189.36
145.666,950186.56
145.802,950183.71
145.916,950180.89
146.052,950178.11
146.166,950175.36
146.302,950172.67
146.416,950170.03
146.552,950167.48
146.666,950165.02
146.802,950162.56
146.916,950160.14
147.052,950157.65
147.166,950155.13
147.302,950152.5
147.416,950149.71
147.552,950146.8
147.666,950143.79
147.802,950140.73
147.916,950137.7
148.052,950134.65
148.166,950131.67
148.302,950128.73
148.416,950125.87
148.552,950123.08
148.666,950120.39
148.802,950117.83
148.916,950115.4
149.052,950113.09
149.166,950110.96
149.302,950108.97
149.416,950107.12
149.552,950105.48
149.666,950103.96
149.802,950102.48
149.916,950101.07
150.052,950099.74
150.166,950098.35
150.302,950097.09
150.416,950095.75
150.552,950094.43
150.666,950093.25
150.802,950092.16
150.916,950091.09
151.052,950090.29
151.166,950089.49
151.302,950088.91
151.416,950088.45
151.552,950088.22
151.666,950088.09
151.802,950088.03
151.916,950088.11
152.052,950088.19
152.166,950088.24
152.302,950088.25
152.416,950088.19
152.552,950087.97
152.666,950087.76
152.802,950087.31
152.916,950086.72
153.052,950086.05
153.166,950085.36
153.302,950084.69
153.416,950084.01
153.552,950083.34
153.666,950082.66
153.802,950082.02
153.916,950081.4
154.052,950080.79
154.166,950080.17
154.302,950079.57
154.416,950079.04
154.552,950078.58
154.666,950078.19
154.802,950077.85
154.916,950077.54
155.052,950077.32
155.166,950077.13
155.302,950077.1
155.416,950077.25
155.552,950077.51
155.666,950077.98
155.801,950078.63
155.916,950079.45
156.051,950080.44
156.166,950081.6
156.301,950082.96
156.416,950084.45
156.551,950086.05
156.666,950087.73
156.801,950089.46
156.916,950091.21
157.051,950092.98
157.166,950094.73
157.301,950096.51
157.416,950098.21
157.551,950099.86
157.666,950101.42
157.801,950102.81
157.916,950104.14
158.051,950105.3
158.166,950106.33
158.301,950107.18
158.416,950107.93
158.551,950108.54
158.666,950109.03
158.801,950109.41
158.916,950109.64
159.051,950109.72
159.166,950109.75
159.301,950109.74
159.416,950109.71
159.551,950109.64
159.666,950109.55
159.801,950109.48
159.916,950109.51
160.051,950109.69
160.166,950110.03
160.301,950110.63
160.416,950111.41
160.551,950112.51
160.666,950113.62
160.801,950114.93
160.916,950116.45
161.051,950118.2
161.166,950120.07
161.301,950122.08
161.416,950124.26
161.551,950126.45
161.666,950128.79
161.801,950131.26
161.916,950133.92
162.051,950136.62
162.166,950139.46
162.301,950142.34
162.416,950145.28
162.551,950148.23
162.666,950151.17
162.801,950154.1
162.916,950157.02
163.051,950159.91
163.166,950162.77
163.301,950165.56
163.416,950168.29
163.551,950170.97
163.666,950173.58
163.801,950176.12
163.916,950178.62
164.051,950181.04
164.166,950183.43
164.301,950185.69
164.416,950187.86
164.551,950189.89
164.666,950191.9
164.801,950193.81
164.916,950195.63
165.051,950197.36
165.166,950198.96
165.301,950200.39
165.416,950201.71
165.551,950202.75
165.666,950203.65
165.801,950204.35
165.916,950204.86
166.051,950205.16
166.166,950205.19
166.301,950204.98
166.416,950204.58
166.551,950203.93
166.666,950203.16
166.8,950202.18
166.916,950201.01
167.05,950199.63
167.166,950198.12
167.3,950196.42
167.416,950194.67
167.55,950192.87
167.666,950191.02
167.8,950189.17
167.916,950187.33
168.05,950185.53
168.166,950183.84
168.3,950182.21
168.416,950180.71
168.55,950179.28
168.666,950177.94
168.8,950176.71
168.916,950175.59
169.05,950174.53
169.166,950173.39
169.3,950172.17
169.416,950170.84
169.55,950169.43
169.666,950167.91
169.8,950166.32
169.916,950164.65
170.05,950162.95
170.166,950161.23
170.3,950159.48
170.416,950157.73
170.55,950155.93
170.666,950154.15
170.8,950152.39
170.916,950150.64
171.05,950148.88
171.166,950147.25
171.3,950145.75
171.416,950144.39
171.55,950143.12
171.666,950141.96
171.8,950140.93
171.916,950140.08
172.05,950139.31
172.166,950138.77
172.3,950138.39
172.416,950138.01
172.55,950137.79
172.666,950137.7
172.8,950137.68
172.916,950137.9
173.05,950138.48
173.166,950139.29
173.3,950140.41
173.416,950141.77
173.55,950143.43
173.666,950145.32
173.8,950147.48
173.916,950149.79
174.05,950152.39
174.166,950155.01
174.3,950157.83
174.416,950160.7
174.55,950163.65
174.666,950166.72
174.8,950169.86
174.916,950172.87
175.05,950175.72
175.166,950178.49
175.3,950181.11
175.416,950183.59
175.55,950185.9
175.666,950188.02
175.8,950189.94
175.916,950191.67
176.05,950193.06
176.166,950194.27
176.3,950195.15
176.416,950195.81
176.55,950196.16
176.666,950196.2
176.8,950195.91
176.916,950195.32
177.05,950194.5
177.166,950193.44
177.299,950192.09
177.416,950190.59
177.549,950188.81
177.666,950186.88
177.799,950184.79
177.916,950182.58
178.049,950180.32
178.166,950177.94
178.299,950175.49
178.416,950172.99
178.549,950170.46
178.666,950167.92
178.799,950165.35
178.916,950162.78
179.049,950160.19
179.166,950157.6
179.299,950154.96
179.416,950152.29
179.549,950149.55
