Time,ECEF_velocity_X
135.416,-22.96
135.553,-22.92
135.666,-23.09
135.803,-23.11
135.916,-23.35
136.053,-23.43
136.166,-23.5
136.303,-23.45
136.416,-23.38
136.553,-23.02
136.666,-23.02
136.803,-23.01
136.916,-22.76
137.053,-22.61
137.166,-22.25
137.303,-21.85
137.416,-21.42
137.553,-21.23
137.666,-20.81
137.803,-20.33
137.916,-19.4
138.053,-17.95
138.166,-16.38
138.303,-14.49
138.416,-13.25
138.553,-12.5
138.666,-11.44
138.803,-10.7
138.916,-8.71
139.053,-7.42
139.166,-6.09
139.303,-4.34
139.416,-3.34
139.553,-2.79
139.666,-2.26
139.803,-1.94
139.916,-1.72
140.053,-1.52
140.166,-1.43
140.303,-1.31
140.416,-1.32
140.553,-1.26
140.666,-1.1
140.803,-0.67
140.916,-0.18
141.053,0.39
141.166,1.06
141.303,1.49
141.416,2.2
141.553,2.8
141.666,3.29
141.803,3.78
141.916,4.5
142.053,5.23
142.166,6.25
142.303,7.2
142.416,8.53
142.553,9.42
142.666,10.5
142.803,11.51
142.916,12.56
143.053,13.26
143.166,13.97
143.303,15.1
143.416,15.36
143.553,15.36
143.666,15.32
143.803,15.2
143.916,14.9
144.053,14.47
144.166,13.81
144.303,13.06
144.416,12.57
144.553,11.7
144.666,11.01
144.803,9.95
144.916,8.77
145.052,7.9
145.166,6.55
145.302,5.32
145.416,4.07
145.552,2.95
145.666,1.85
145.802,0.37
145.916,-1.08
146.052,-2.41
146.166,-3.82
146.302,-5.04
146.416,-6.13
146.552,-7.56
146.666,-8.73
146.802,-9.46
146.916,-10.46
147.052,-10.79
147.166,-10.92
147.302,-10.72
147.416,-10.15
147.552,-9.28
147.666,-8.35
147.802,-7.09
147.916,-5.79
148.052,-4.43
148.166,-3.34
148.302,-2.25
148.416,-1.06
148.552,-0.06
148.666,1.13
148.802,2.28
148.916,3.38
149.052,4.57
149.166,5.39
149.302,6.15
149.416,7.22
149.552,8.02
149.666,8.76
149.802,9.37
149.916,10.19
150.052,10.85
150.166,11.5
150.302,12.08
150.416,12.68
150.552,13.26
150.666,13.71
150.802,13.77
150.916,13.87
151.052,14.12
151.166,14.35
151.302,14.68
151.416,14.89
151.552,15
151.666,15.07
151.802,15.46
151.916,15.77
152.052,15.99
152.166,16.43
152.302,16.82
152.416,17.23
152.552,17.67
152.666,17.78
152.802,17.91
152.916,18.35
153.052,18.61
153.166,18.95
153.302,19.31
153.416,19.6
153.552,19.89
153.666,19.81
153.802,19.28
153.916,18.73
154.052,17.99
154.166,17.27
154.302,17.2
154.416,16.64
154.552,16.08
154.666,15.31
154.802,14.64
154.916,14.35
155.052,13.69
155.166,13.12
155.302,12.37
155.416,11.67
155.552,11.02
155.666,10.09
155.801,9.17
155.916,8.16
156.051,7.02
156.166,6.01
156.301,5.04
156.416,3.63
156.551,2.18
156.666,0.72
156.801,-0.6
156.916,-1.84
157.051,-2.93
157.166,-4.23
157.301,-5.41
157.416,-6.55
157.551,-7.51
157.666,-8.52
157.801,-9.63
157.916,-10.55
158.051,-11.39
158.166,-12.18
158.301,-12.93
158.416,-13.74
158.551,-14.32
158.666,-14.84
158.801,-15.36
158.916,-15.8
159.051,-16.32
159.166,-16.71
159.301,-17.08
159.416,-17.49
159.551,-17.82
159.666,-18.23
159.801,-18.52
159.916,-18.86
160.051,-19.24
160.166,-19.41
160.301,-19.52
160.416,-19.49
160.551,-19.41
160.666,-18.9
160.801,-18.25
160.916,-17.58
161.051,-16.61
161.166,-15.34
161.301,-14.48
161.416,-13.14
161.551,-12.13
161.666,-10.91
161.801,-9.78
161.916,-8.55
162.051,-7.06
162.166,-5.44
162.301,-4.29
162.416,-2.8
162.551,-1.32
162.666,0.3
162.801,2.19
162.916,3.38
163.051,4.48
163.166,5.72
163.301,6.79
163.416,8.05
163.551,9.01
163.666,9.92
163.801,10.99
163.916,11.7
164.051,12.49
164.166,13.07
164.301,13.93
164.416,14.62
164.551,15.43
164.666,15.91
164.801,15.85
164.916,15.5
165.051,15.11
165.166,14.8
165.301,14.52
165.416,14.26
165.551,14.35
165.666,14.16
165.801,13.77
165.916,13.55
166.051,13.52
166.166,13.24
166.301,12.6
166.416,12.08
166.551,11.26
166.666,10.52
166.8,9.72
166.916,8.64
167.05,7.58
167.166,6.57
167.3,5.02
167.416,3.83
167.55,2.79
167.666,1.25
167.8,0.05
167.916,-1.64
168.05,-2.83
168.166,-3.92
168.3,-5.32
168.416,-6.62
168.55,-7.63
168.666,-8.68
168.8,-9.53
168.916,-10.38
169.05,-11.28
169.166,-11.81
169.3,-11.91
169.416,-11.23
169.55,-10.35
169.666,-9.39
169.8,-8.2
169.916,-6.92
170.05,-5.5
170.166,-4.4
170.3,-2.7
170.416,-1.47
170.55,0.37
170.666,1.46
170.8,2.77
170.916,4.11
171.05,5.51
171.166,7.58
171.3,8.78
171.416,9.83
171.55,10.72
171.666,11.55
171.8,12.34
171.916,13.04
172.05,13.6
172.166,14.21
172.3,14.76
172.416,15.24
172.55,15.6
172.666,15.83
172.8,16.23
172.916,16.05
173.05,15.81
173.166,15.07
173.3,14.62
173.416,13.91
173.55,12.93
173.666,11.62
173.8,10.54
173.916,9.37
174.05,7.47
174.166,6.54
174.3,4.68
174.416,3.57
174.55,2.11
174.666,0.71
174.8,0.07
174.916,-0.14
175.05,0.05
175.166,0.76
175.3,1.41
175.416,2.29
175.55,3.27
175.666,4.48
175.8,5.55
175.916,6.3
176.05,7.32
176.166,8.08
176.3,9.01
176.416,9.45
176.55,9.93
176.666,10.61
176.8,10.91
176.916,11.01
177.05,11.06
177.166,10.7
177.299,10.17
177.416,9.87
177.549,8.82
177.666,8.15
177.799,7.11
177.916,6.1
178.049,4.95
178.166,3.86
178.299,2.55
178.416,1.34
178.549,0.1
178.666,-1.21
178.799,-2.43
178.916,-3.49
179.049,-4.4
179.166,-5.13
179.299,-5.79
179.416,-6.22
179.549,-6.41
179.666,-6.28
179.799,-5.7
179.916,-4.93
180.049,-4.06
180.166,-2.89
180.299,-1.83
180.416,-0.38
180.549,0.62
180.666,2.16
180.799,3.32
180.916,4.53
181.049,6.41
181.166,7.53
181.299,8.87
181.416,9.51
181.549,10.42
181.666,10.59
181.799,10.47
181.916,9.54
182.049,8.34
182.166,6.76
182.299,5.76
182.416,3.94
182.549,2.08
182.666,0.68
182.799,-1.09
182.916,-2.43
183.049,-4.63
183.166,-6.2
183.299,-7.51
