Time,ECEF_velocity_X
183.416,-8.65
183.549,-10.14
183.666,-11.71
183.799,-13.13
183.916,-14.24
184.049,-15.32
184.166,-16.2
184.299,-16.92
184.416,-17.72
184.549,-18.24
184.666,-18.8
184.799,-19.01
184.916,-19.38
185.049,-19.79
185.166,-19.92
185.299,-20.11
185.416,-20.33
185.549,-20.61
185.666,-20.74
185.799,-21.03
185.916,-21.09
186.049,-21.37
186.166,-21.55
186.299,-21.74
186.416,-21.89
186.549,-22.03
186.666,-22.27
186.799,-22.54
186.916,-22.64
187.049,-22.68
187.166,-22.85
187.299,-23.05
