Time,ECEF_position_X
135.416,4412889.6
135.553,4412886.83
135.666,4412883.88
135.803,4412880.99
135.916,4412878
136.053,4412875.04
136.166,4412872.07
136.303,4412869.15
136.416,4412866.29
136.553,4412863.68
136.666,4412860.91
136.803,4412858.12
136.916,4412855.39
137.053,4412852.67
137.166,4412850.07
137.303,4412847.42
137.416,4412844.78
137.553,4412842.11
137.666,4412839.46
137.803,4412836.98
137.916,4412834.76
138.053,4412832.8
138.166,4412831.2
138.303,4412829.39
138.416,4412827.68
138.553,4412826.02
138.666,4412824.6
138.803,4412823.47
138.916,4412822.91
139.053,4412822.27
139.166,4412821.72
139.303,4412821.26
139.416,4412820.91
139.553,4412820.5
139.666,4412820.2
139.803,4412819.91
139.916,4412819.68
140.053,4412819.46
140.166,4412819.26
140.303,4412819.04
140.416,4412818.83
140.553,4412818.64
140.666,4412818.43
140.803,4412818.36
140.916,4412818.33
141.053,4412818.39
141.166,4412818.58
141.303,4412818.74
141.416,4412819.03
141.553,4412819.4
141.666,4412819.79
141.803,4412820.27
141.916,4412820.83
142.053,4412821.48
142.166,4412822.25
142.303,4412823.14
142.416,4412824.28
142.553,4412825.5
142.666,4412826.82
142.803,4412828.31
142.916,4412829.96
143.053,4412831.69
143.166,4412833.5
143.303,4412835.65
143.416,4412837.62
143.553,4412839.57
143.666,4412841.51
143.803,4412843.42
143.916,4412845.28
144.053,4412847.13
144.166,4412848.83
144.303,4412850.45
144.416,4412852.02
144.553,4412853.42
144.666,4412854.78
144.803,4412855.97
144.916,4412857.02
145.052,4412857.95
145.166,4412858.67
145.302,4412859.19
145.416,4412859.6
145.552,4412859.88
145.666,4412860.06
145.802,4412859.95
145.916,4412859.72
146.052,4412859.35
146.166,4412858.76
146.302,4412858.03
146.416,4412857.14
146.552,4412856.06
146.666,4412854.86
146.802,4412853.57
146.916,4412852.14
147.052,4412850.71
147.166,4412849.31
147.302,4412847.93
147.416,4412846.58
147.552,4412845.44
147.666,4412844.41
147.802,4412843.53
147.916,4412842.85
148.052,4412842.35
148.166,4412841.95
148.302,4412841.71
148.416,4412841.66
148.552,4412841.68
148.666,4412841.88
148.802,4412842.25
148.916,4412842.75
149.052,4412843.34
149.166,4412844.04
149.302,4412844.75
149.416,4412845.64
149.552,4412846.68
149.666,4412847.84
149.802,4412849.06
149.916,4412850.43
150.052,4412851.84
150.166,4412853.33
150.302,4412854.97
150.416,4412856.62
150.552,4412858.35
150.666,4412860.17
150.802,4412861.91
150.916,4412863.57
151.052,4412865.41
151.166,4412867.16
151.302,4412869.01
151.416,4412870.85
151.552,4412872.77
151.666,4412874.64
151.802,4412876.56
151.916,4412878.52
152.052,4412880.51
152.166,4412882.53
152.302,4412884.61
152.416,4412886.77
152.552,4412888.93
152.666,4412891.19
152.802,4412893.36
152.916,4412895.63
153.052,4412897.98
153.166,4412900.35
153.302,4412902.79
153.416,4412905.25
153.552,4412907.75
153.666,4412910.21
153.802,4412912.57
153.916,4412914.84
154.052,4412917.04
154.166,4412919.14
154.302,4412921.26
154.416,4412923.32
154.552,4412925.31
154.666,4412927.18
154.802,4412928.96
154.916,4412930.74
155.052,4412932.41
155.166,4412934
155.302,4412935.45
155.416,4412936.92
155.552,4412938.26
155.666,4412939.47
155.801,4412940.58
155.916,4412941.54
156.051,4412942.36
156.166,4412943.02
156.301,4412943.58
156.416,4412943.94
156.551,4412944.12
156.666,4412944.13
