Time,ECEF_position_X
156.801,4412943.94
156.916,4412943.58
157.051,4412943.09
157.166,4412942.42
157.301,4412941.66
157.416,4412940.72
157.551,4412939.68
157.666,4412938.53
157.801,4412937.2
157.916,4412935.84
158.051,4412934.35
158.166,4412932.73
158.301,4412930.99
158.416,4412929.18
158.551,4412927.29
158.666,4412925.38
158.801,4412923.37
158.916,4412921.34
159.051,4412919.24
159.166,4412917.08
159.301,4412914.92
159.416,4412912.7
159.551,4412910.44
159.666,4412908.14
159.801,4412905.81
159.916,4412903.46
160.051,4412901.04
160.166,4412898.6
160.301,4412896.16
160.416,4412893.72
160.551,4412891.29
160.666,4412888.98
160.801,4412886.72
160.916,4412884.55
161.051,4412882.54
161.166,4412880.72
161.301,4412878.97
161.416,4412877.39
161.551,4412875.93
161.666,4412874.62
161.801,4412873.45
161.916,4412872.56
162.051,4412871.84
162.166,4412871.34
162.301,4412870.93
162.416,4412870.75
162.551,4412870.77
162.666,4412870.98
162.801,4412871.42
162.916,4412871.91
163.051,4412872.52
163.166,4412873.3
163.301,4412874.22
163.416,4412875.29
163.551,4412876.48
163.666,4412877.76
163.801,4412879.22
163.916,4412880.72
164.051,4412882.32
164.166,4412883.96
164.301,4412885.74
164.416,4412887.56
164.551,4412889.53
164.666,4412891.53
164.801,4412893.52
164.916,4412895.45
165.051,4412897.31
165.166,4412899.15
165.301,4412900.95
165.416,4412902.71
165.551,4412904.52
165.666,4412906.3
165.801,4412908.01
165.916,4412909.65
166.051,4412911.33
166.166,4412912.97
166.301,4412914.52
166.416,4412916.03
166.551,4412917.38
166.666,4412918.65
166.8,4412919.82
166.916,4412920.84
167.05,4412921.71
167.166,4412922.49
167.3,4412922.99
167.416,4412923.4
167.55,4412923.74
167.666,4412923.82
167.8,4412923.75
167.916,4412923.39
168.05,4412922.92
168.166,4412922.36
168.3,4412921.53
168.416,4412920.58
168.55,4412919.51
168.666,4412918.36
168.8,4412917.1
168.916,4412915.73
169.05,4412914.25
169.166,4412912.73
169.3,4412911.26
169.416,4412909.87
169.55,4412908.61
169.666,4412907.46
169.8,4412906.53
169.916,4412905.81
170.05,4412905.27
170.166,4412904.83
170.3,4412904.62
170.416,4412904.55
170.55,4412904.71
170.666,4412905.03
170.8,4412905.46
170.916,4412906.07
171.05,4412906.86
171.166,4412908.02
171.3,4412909.23
171.416,4412910.56
171.55,4412911.99
171.666,4412913.45
171.8,4412915.06
171.916,4412916.74
172.05,4412918.48
172.166,4412920.35
172.3,4412922.31
172.416,4412924.24
172.55,4412926.22
172.666,4412928.18
172.8,4412930.22
172.916,4412932.12
173.05,4412934.1
173.166,4412935.95
173.3,4412937.75
173.416,4412939.43
173.55,4412941.02
173.666,4412942.34
173.8,4412943.68
173.916,4412944.83
174.05,4412945.68
174.166,4412946.36
174.3,4412946.88
174.416,4412947.21
174.55,4412947.37
174.666,4412947.36
174.8,4412947.34
174.916,4412947.3
175.05,4412947.33
175.166,4412947.49
175.3,4412947.72
175.416,4412948.04
175.55,4412948.52
175.666,4412949.16
175.8,4412949.9
175.916,4412950.74
176.05,4412951.69
176.166,4412952.78
176.3,4412953.96
176.416,4412955.12
176.55,4412956.39
176.666,4412957.79
176.8,4412959.17
176.916,4412960.53
177.05,4412961.95
177.166,4412963.26
177.299,4412964.52
177.416,4412965.78
177.549,4412966.85
177.666,4412967.86
177.799,4412968.67
177.916,4412969.35
178.049,4412969.89
178.166,4412970.3
178.299,4412970.53
178.416,4412970.6
178.549,4412970.5
178.666,4412970.24
178.799,4412969.78
178.916,4412969.25
179.049,4412968.66
179.166,4412967.98
179.299,4412967.21
179.416,4412966.41
179.549,4412965.6
179.666,4412964.82
179.799,4412964.15
179.916,4412963.56
180.049,4412963.1
180.166,4412962.84
180.299,4412962.69
180.416,4412962.78
180.549,4412962.91
180.666,4412963.3
180.799,4412963.81
180.916,4412964.46
181.049,4412965.46
181.166,4412966.51
181.299,4412967.77
181.416,4412969.06
181.549,4412970.42
181.666,4412971.75
181.799,4412973.08
181.916,4412974.17
182.049,4412975.14
182.166,4412975.85
182.299,4412976.54
182.416,4412976.92
182.549,4412977.03
182.666,4412977.12
182.799,4412976.91
182.916,4412976.53
183.049,4412975.82
183.166,4412974.96
183.299,4412973.82
183.416,4412972.63
183.549,4412971.17
183.666,4412969.54
183.799,4412967.74
183.916,4412965.86
184.049,4412963.83
184.166,4412961.68
184.299,4412959.45
184.416,4412957.12
184.549,4412954.74
184.666,4412952.28
184.799,4412949.88
184.916,4412947.41
185.049,4412944.96
185.166,4412942.52
185.299,4412940.03
185.416,4412937.51
185.549,4412934.96
185.666,4412932.38
185.799,4412929.75
185.916,4412927.12
186.049,4412924.42
186.166,4412921.72
186.299,4412918.99
186.416,4412916.26
186.549,4412913.49
186.666,4412910.65
186.799,4412907.74
186.916,4412904.9
187.049,4412902.04
187.166,4412899.18
187.299,4412896.25
