Time,Water_Temp
439.554,53.4375
439.604,53.46875
439.654,53.46875
439.704,53.46875
439.754,53.4375
439.804,53.40625
439.854,53.375
439.904,53.375
439.954,53.375
440.004,53.40625
440.054,53.4375
440.104,53.5
440.154,53.53125
440.204,53.53125
440.254,53.53125
440.304,53.46875
440.354,53.4375
440.404,53.375
440.454,53.34375
440.504,53.34375
440.554,53.34375
440.604,53.34375
440.654,53.3125
440.704,53.3125
440.754,53.34375
440.804,53.34375
440.854,53.34375
440.904,53.34375
440.954,53.3125
441.004,53.34375
441.054,53.34375
441.104,53.375
441.154,53.40625
441.204,53.46875
441.254,53.5
441.304,53.53125
441.354,53.5625
441.404,53.5625
441.454,53.5625
441.504,53.59375
441.554,53.59375
441.604,53.625
441.654,53.625
441.704,53.625
441.754,53.625
441.804,53.625
441.854,53.625
441.904,53.59375
441.954,53.5625
442.004,53.53125
442.054,53.5
442.103,53.5
442.153,53.5
442.203,53.53125
442.253,53.53125
442.303,53.53125
442.353,53.53125
442.403,53.53125
442.453,53.53125
442.503,53.5
442.553,53.46875
442.603,53.4375
442.653,53.375
442.703,53.3125
442.753,53.28125
442.803,53.28125
442.853,53.3125
442.903,53.34375
442.953,53.375
443.003,53.40625
443.053,53.4375
443.103,53.4375
443.153,53.4375
443.203,53.4375
443.253,53.40625
443.303,53.40625
443.353,53.40625
443.403,53.40625
443.453,53.40625
443.503,53.34375
443.553,53.3125
443.603,53.28125
443.653,53.25
443.703,53.21875
443.753,53.21875
443.803,53.21875
443.853,53.21875
443.903,53.21875
443.953,53.21875
444.003,53.21875
444.053,53.21875
444.103,53.21875
444.153,53.21875
444.203,53.21875
444.253,53.25
444.303,53.25
444.353,53.28125
444.403,53.3125
444.453,53.34375
444.503,53.375
444.553,53.375
444.603,53.375
444.653,53.375
444.703,53.40625
444.752,53.40625
444.802,53.40625
444.852,53.40625
444.902,53.40625
444.952,53.40625
445.002,53.40625
445.052,53.375
445.102,53.375
445.152,53.375
445.202,53.375
445.252,53.40625
445.302,53.46875
445.352,53.5
445.402,53.5625
445.452,53.59375
445.502,53.625
445.552,53.625
445.602,53.59375
445.652,53.5625
445.702,53.5
445.752,53.4375
445.802,53.375
445.852,53.34375
445.902,53.3125
445.952,53.3125
446.002,53.34375
446.052,53.40625
446.102,53.46875
446.152,53.53125
446.202,53.5625
446.252,53.625
446.302,53.625
446.352,53.65625
446.402,53.625
446.452,53.59375
446.502,53.5625
446.552,53.5625
446.602,53.53125
446.652,53.5625
446.702,53.5625
446.752,53.5625
446.802,53.5625
446.852,53.5625
446.902,53.5625
446.952,53.5625
447.002,53.5625
447.052,53.5625
447.102,53.5625
447.152,53.53125
447.202,53.53125
447.252,53.5
447.302,53.5
447.351,53.46875
447.401,53.46875
447.451,53.46875
447.501,53.46875
447.551,53.5
447.601,53.5
447.651,53.46875
447.701,53.4375
447.751,53.40625
447.801,53.34375
447.851,53.3125
447.901,53.25
447.951,53.21875
448.001,53.21875
448.051,53.21875
448.101,53.25
448.151,53.28125
448.201,53.34375
448.251,53.375
448.301,53.375
448.351,53.375
448.401,53.34375
448.451,53.3125
448.501,53.28125
448.551,53.3125
448.601,53.3125
448.651,53.34375
448.701,53.375
448.751,53.40625
448.801,53.4375
448.851,53.4375
448.901,53.4375
448.951,53.4375
449.001,53.4375
449.051,53.4375
449.101,53.4375
449.151,53.40625
449.201,53.375
449.251,53.34375
449.301,53.3125
449.351,53.28125
449.401,53.21875
449.451,53.1875
449.501,53.15625
449.551,53.125
449.601,53.09375
449.651,53.09375
449.701,53.09375
449.751,53.09375
449.801,53.09375
449.851,53.125
449.901,53.125
449.951,53.125
450,53.125
450.05,53.09375
450.1,53.09375
450.15,53.0625
450.2,53.0625
450.25,53.0625
450.3,53.09375
450.35,53.125
450.4,53.15625
450.45,53.1875
450.5,53.1875
450.55,53.21875
450.6,53.21875
450.65,53.25
450.7,53.28125
450.75,53.3125
450.8,53.3125
450.85,53.3125
450.9,53.28125
450.95,53.21875
451,53.15625
451.05,53.125
451.1,53.09375
451.15,53.0625
451.2,53.09375
451.25,53.125
451.3,53.15625
451.35,53.15625
451.4,53.1875
451.45,53.1875
451.5,53.1875
451.55,53.15625
451.6,53.125
451.65,53.09375
451.7,53.0625
451.75,53.03125
451.8,53.03125
451.85,53.03125
451.9,53.0625
451.95,53.09375
452,53.125
452.05,53.125
452.1,53.125
452.15,53.09375
452.2,53.0625
452.25,53.03125
452.3,53.03125
452.35,53.03125
452.4,53.03125
452.45,53.03125
452.5,53.03125
452.55,53
452.6,53
452.649,52.9375
452.699,52.90625
452.749,52.90625
452.799,52.90625
452.849,52.9375
452.899,53
452.949,53.03125
452.999,53.03125
453.049,53.03125
453.099,53.03125
453.149,53
453.199,53
453.249,52.96875
453.299,52.96875
453.349,52.9375
453.399,52.90625
453.449,52.875
453.499,52.8125
453.549,52.78125
453.599,52.78125
453.649,52.78125
453.699,52.78125
453.749,52.8125
453.799,52.84375
453.849,52.84375
453.899,52.8125
453.949,52.78125
453.999,52.75
454.049,52.71875
454.099,52.71875
454.149,52.6875
454.199,52.6875
454.249,52.6875
454.299,52.71875
454.349,52.71875
454.399,52.71875
454.449,52.71875
454.499,52.6875
454.549,52.6875
454.599,52.71875
454.649,52.71875
454.699,52.71875
454.749,52.71875
454.799,52.6875
454.849,52.6875
454.899,52.65625
454.949,52.625
454.999,52.625
455.049,52.625
455.099,52.65625
455.149,52.65625
455.199,52.65625
455.248,52.625
455.298,52.625
455.348,52.59375
455.398,52.59375
455.448,52.59375
455.498,52.59375
455.548,52.59375
455.598,52.5625
455.648,52.5625
455.698,52.5625
455.748,52.59375
455.798,52.625
455.848,52.65625
455.898,52.6875
455.948,52.71875
455.998,52.71875
456.048,52.6875
456.098,52.65625
456.148,52.625
456.198,52.59375
456.248,52.53125
456.298,52.5
456.348,52.46875
456.398,52.4375
456.448,52.375
456.498,52.34375
456.548,52.3125
456.598,52.3125
456.648,52.3125
456.698,52.3125
456.748,52.34375
456.798,52.375
