Time,AccelerometerZ
439.531,-0.8603515625
439.541,-1.0654296875
439.551,-1.1787109375
439.561,-1.1884765625
439.571,-1.1533203125
439.606,-1.1298828125
439.616,-1.115234375
439.626,-1.0703125
439.636,-0.97412109375
439.646,-0.8720703125
439.656,-0.8505859375
439.666,-0.94287109375
439.676,-1.078125
439.686,-1.1435546875
439.696,-1.103515625
439.706,-1.025390625
439.716,-0.9921875
439.726,-1.0234375
439.736,-1.0693359375
439.746,-1.0654296875
439.756,-1.0048828125
439.766,-0.95849609375
439.776,-0.99267578125
439.786,-1.107421875
439.796,-1.234375
439.799,-1.38671875
439.809,-1.4482421875
439.819,-1.4482421875
439.829,-1.3564453125
439.839,-1.203125
439.849,-1.0517578125
439.859,-0.93017578125
439.869,-0.82470703125
439.879,-0.7197265625
439.889,-0.6318359375
439.899,-0.59521484375
439.909,-0.60986328125
439.919,-0.6181640625
439.929,-0.5576171875
439.939,-0.43017578125
439.949,-0.302490234375
439.958,-0.251953125
439.968,-0.3359375
439.978,-0.57421875
439.988,-0.919921875
439.998,-1.28125
440.008,-1.5771484375
440.018,-1.76171875
440.028,-1.8310546875
440.038,-1.79296875
440.048,-1.666015625
440.058,-1.48828125
440.068,-1.3076171875
440.078,-1.1435546875
440.088,-0.99365234375
440.098,-0.8662109375
440.108,-0.79150390625
440.118,-0.7880859375
440.128,-0.841796875
440.138,-0.91455078125
440.148,-0.9716796875
440.157,-1.0224609375
440.167,-1.1162109375
440.177,-1.279296875
440.187,-1.4658203125
440.197,-1.599609375
440.207,-1.6337890625
440.217,-1.599609375
440.227,-1.5712890625
440.237,-1.58203125
440.247,-1.5869140625
440.257,-1.5224609375
440.267,-1.373046875
440.277,-1.1845703125
440.287,-1.01953125
440.297,-0.89892578125
440.307,-0.8046875
440.317,-0.71923828125
440.327,-0.662109375
440.337,-0.67724609375
440.347,-0.7822265625
440.352,-1.1171875
440.362,-1.107421875
440.372,-1.0595703125
440.382,-0.94482421875
440.392,-0.7724609375
440.402,-0.60791015625
440.412,-0.52392578125
440.422,-0.5302734375
440.432,-0.578125
