Time,GPS_Heading
288.3,11.6238660812378
288.4,11.2680320739746
288.5,11.0512990951538
288.6,10.8494167327881
288.7,11.0220279693604
288.8,11.7790832519531
288.9,11.8568153381348
289,12.0314245223999
289.1,12.3405208587646
289.2,12.6885604858398
289.3,12.994086265564
289.4,13.4871921539307
289.5,14.2330198287964
289.6,15.3276147842407
289.7,17.0149059295654
289.8,19.1570167541504
289.9,20.8153762817383
290,23.1834030151367
290.1,25.8724346160889
290.2,28.6942920684814
290.3,31.5257835388184
290.4,34.4142761230469
290.5,37.2858772277832
290.6,40.3882102966309
290.7,43.4762344360352
290.8,46.5488433837891
290.9,50.3423004150391
291,53.9095077514648
291.1,57.2422523498535
291.2,60.5660438537598
291.3,63.8624153137207
291.4,66.7004241943359
291.5,69.9018630981445
291.6,73.1780700683594
291.7,76.5366363525391
291.8,79.975212097168
291.9,83.0202026367188
292,85.4351654052734
292.1,88.4835815429688
292.2,91.4789047241211
292.3,93.5410842895508
292.4,95.5856704711914
292.5,97.862663269043
292.6,99.1642074584961
292.7,100.444351196289
292.8,101.922592163086
292.9,102.535194396973
293,103.099433898926
293.1,103.32494354248
293.2,103.43221282959
293.3,103.715682983398
293.4,104.083030700684
293.5,104.301399230957
293.6,104.669242858887
293.7,105.15958404541
293.8,105.700759887695
293.9,106.489112854004
294,107.640281677246
294.1,108.61937713623
294.2,109.801856994629
294.3,111.517921447754
294.4,113.992530822754
294.5,116.907356262207
294.6,119.581756591797
294.7,122.239158630371
294.8,125.140731811523
294.9,127.453140258789
295,129.909790039062
295.1,132.380569458008
295.2,135.013275146484
295.3,137.971298217773
295.4,141.236328125
295.5,145.044464111328
295.6,148.365280151367
295.7,151.636215209961
295.8,155.414291381836
295.9,159.183715820312
296,162.651794433594
296.1,166.255096435547
296.2,169.993911743164
296.3,173.893905639648
296.4,178.662979125977
296.5,-68.4050827026367
296.6,-173.449737548828
296.7,-168.007049560547
296.8,-162.842468261719
296.9,-159.462799072266
297,-153.9189453125
297.1,-148.143692016602
297.2,-142.580841064453
297.3,-137.199752807617
297.4,-131.203262329102
297.5,-125.488128662109
297.6,-120.505645751953
297.7,-115.443023681641
297.8,-109.349487304688
297.9,-101.981941223145
298,-96.2650451660156
298.1,-91.859489440918
298.2,-88.005126953125
298.3,-84.5619430541992
298.4,-79.7837524414062
298.5,-75.6388854980469
298.6,-70.5678939819336
298.7,-64.9977340698242
298.8,-59.8001480102539
298.9,-55.7558860778809
299,-52.8922080993652
299.1,-51.2062149047852
299.2,-50.4724426269531
299.3,-50.3598403930664
299.4,-50.5752792358398
299.5,-50.7791976928711
299.6,-50.7377281188965
299.7,-50.7739028930664
299.8,-50.9706573486328
299.9,-50.7959022521973
300,-50.7519226074219
300.1,-50.3808212280273
300.2,-49.8674850463867
300.3,-49.5152053833008
300.4,-49.4669723510742
300.5,-50.0111427307129
300.6,-51.1352920532227
300.7,-52.7292098999023
300.8,-54.6794090270996
300.9,-57.1378707885742
301,-59.211296081543
301.1,-61.203914642334
301.2,-63.4116516113281
301.3,-65.9731521606445
301.4,-68.2647171020508
301.5,-70.9819030761719
301.6,-72.8275299072266
301.7,-74.2455062866211
301.8,-75.9809036254883
301.9,-78.2270431518555
302,-82.1562576293945
302.1,-85.1887817382812
302.2,-89.0369186401367
302.3,-93.7724151611328
302.4,-96.8117523193359
302.5,-102.160652160645
302.6,-107.194206237793
302.7,-111.598052978516
302.8,-115.224319458008
302.9,-118.08455657959
303,-122.185134887695
303.1,-125.510177612305
