Time,GPS_Nsat
509.3,16
509.4,16
509.5,16
509.6,16
509.7,16
509.8,16
509.9,16
510,16
510.1,16
510.2,16
510.3,16
510.4,16
510.5,16
510.6,16
510.7,16
510.8,16
510.9,16
511,16
511.1,16
511.2,16
511.3,16
511.4,16
511.5,16
511.6,16
511.7,16
511.8,16
511.9,16
512,16
512.1,16
512.2,16
512.3,16
512.4,16
512.5,16
512.6,16
512.7,15
512.8,15
512.9,15
513,15
513.1,15
513.2,15
513.3,15
513.4,15
513.5,15
513.6,15
513.7,15
513.8,15
513.9,15
514,15
514.1,15
514.2,16
514.3,15
514.4,15
514.5,15
514.6,15
514.7,16
514.8,15
514.9,16
515,16
515.1,16
515.2,16
515.3,16
515.4,16
515.5,16
515.6,16
515.7,16
515.8,16
515.9,16
516,16
516.1,16
516.2,16
516.3,16
516.4,16
516.5,16
516.6,16
516.7,16
516.8,16
516.9,16
517,16
517.1,16
517.2,16
517.3,16
517.4,16
517.5,16
517.6,16
517.7,16
517.8,16
517.9,16
518,16
518.1,16
518.2,16
518.3,16
518.4,16
518.5,16
518.6,16
518.7,16
518.8,16
518.9,16
519,16
519.1,16
519.2,16
519.3,16
519.4,16
519.5,16
519.6,16
519.7,16
519.8,16
519.9,16
520,16
520.1,16
520.2,16
520.3,16
520.4,16
520.5,16
520.6,16
520.7,16
520.8,16
520.9,16
521,16
521.1,16
521.2,16
521.3,16
521.4,16
521.5,16
521.6,16
521.7,16
521.8,16
521.9,16
522,16
522.1,16
522.2,16
522.3,16
522.4,16
522.5,16
522.6,16
522.7,16
522.8,16
522.9,16
523,16
523.1,16
523.2,16
523.3,16
523.4,16
523.5,16
523.6,16
523.7,16
523.8,16
523.9,16
524,16
524.1,16
524.2,16
524.3,16
524.4,16
524.5,16
524.6,16
524.7,16
524.8,16
524.9,16
525,16
525.1,16
525.2,16
525.3,16
525.4,16
525.5,16
525.6,16
525.7,16
525.8,16
525.9,16
526,16
526.1,16
526.2,16
526.3,16
526.4,16
526.5,16
526.6,16
526.7,16
526.8,16
526.9,16
527,16
527.1,16
527.2,16
527.3,16
527.4,16
527.5,16
527.6,16
527.7,16
527.8,16
527.9,16
528,16
528.1,16
528.2,16
528.3,16
528.4,16
528.5,16
528.6,16
528.7,16
528.8,16
528.9,16
529,16
529.1,16
529.2,16
529.3,16
529.4,16
529.5,16
529.6,16
529.7,16
529.8,16
529.9,16
530,16
530.1,16
530.2,16
530.3,16
530.4,16
530.5,16
530.6,16
530.7,16
530.8,16
530.9,16
531,16
531.1,16
531.2,16
531.3,16
531.4,16
531.5,16
531.6,16
531.7,16
531.8,16
531.9,16
532,16
532.1,15
532.2,15
532.3,16
532.4,15
532.5,15
532.6,15
532.7,15
532.8,15
532.9,16
533,16
533.1,16
533.2,16
533.3,16
533.4,16
533.5,16
533.6,16
533.7,16
533.8,16
533.9,16
534,16
534.1,16
534.2,16
534.3,16
534.4,16
534.5,16
534.6,16
534.7,16
534.8,16
534.9,16
535,16
535.1,16
535.2,15
535.3,15
535.4,15
535.5,15
535.6,15
535.7,15
535.8,15
535.9,15
536,15
536.1,15
536.2,15
536.3,15
536.4,15
536.5,15
536.6,15
536.7,15
536.8,15
536.9,15
537,15
537.1,15
537.2,15
537.3,15
537.4,15
537.5,15
537.6,15
537.7,15
537.8,15
537.9,15
538,15
538.1,15
538.2,15
538.3,15
538.4,15
538.5,15
538.6,14
538.7,15
538.8,15
538.9,15
539,15
539.1,15
539.2,14
539.3,15
539.4,15
539.5,15
