Time,Int_Batt_Voltage
440.439,3.94000029563904
441.489,3.93400025367737
442.539,3.93800020217896
443.589,3.93800020217896
444.639,3.93800020217896
445.689,3.93800020217896
446.739,3.93600010871887
447.789,3.93400025367737
448.839,3.93400025367737
449.889,3.93400025367737
450.939,3.93400025367737
451.989,3.93800020217896
453.039,3.93800020217896
454.089,3.93600010871887
455.139,3.93800020217896
456.189,3.93800020217896
457.239,3.95800018310547
458.289,3.96000027656555
459.339,3.95800018310547
460.389,3.95800018310547
461.439,3.95800018310547
462.489,3.95600008964539
463.539,3.95600008964539
464.589,3.95800018310547
465.639,3.95600008964539
466.689,3.95800018310547
467.739,3.95800018310547
468.789,3.95600008964539
469.839,3.95600008964539
470.889,3.95600008964539
471.939,3.95800018310547
472.989,3.95800018310547
474.039,3.96000027656555
475.089,3.95600008964539
476.139,3.96000027656555
477.189,3.95600008964539
478.239,3.95800018310547
479.289,3.95800018310547
480.339,3.95800018310547
481.389,3.95800018310547
482.439,3.96000027656555
483.489,3.95600008964539
484.539,3.95600008964539
485.589,3.95600008964539
486.639,3.95800018310547
487.689,3.96000027656555
488.739,3.96000027656555
