Time,Exhaust_Temp
339.043,542.5
339.093,543.5
339.143,544.5
339.193,545.5
339.243,547
339.293,548
339.343,548.5
339.393,549.5
339.443,550.5
339.493,551.5
339.543,552
339.593,553
339.643,553.5
339.693,554.5
339.743,555
339.792,555.5
339.842,556
339.892,557
339.942,557.5
339.992,558
340.042,558.5
340.092,559
340.142,559.5
340.192,559.5
340.242,560
340.292,560
340.342,560.5
340.392,560.5
340.442,560.5
340.492,560.5
340.542,560
340.592,560
340.642,560
340.692,560
340.742,560
340.792,560
340.842,560
340.892,560
340.942,560
340.992,560
341.042,560
341.092,560
341.142,560
341.192,560
341.242,560
341.292,560
341.342,560
341.392,560
341.442,560.5
341.492,560.5
341.542,561
341.592,561.5
341.642,561.5
341.692,562
341.742,562
341.792,562.5
341.842,563
341.892,563.5
341.942,564
341.992,564.5
342.042,565
342.092,565.5
342.142,566.5
342.192,567
342.242,567.5
342.292,568
342.342,568.5
342.391,568.5
342.441,569
342.491,569.5
342.541,569.5
342.591,570
342.641,570
342.691,570.5
342.741,571
342.791,571.5
342.841,572
342.891,572.5
342.941,573
342.991,573.5
343.041,574
343.091,574.5
343.141,575
343.191,575.5
343.241,576
343.291,576.5
343.341,577
343.391,577.5
343.441,578
343.491,578.5
343.541,579
343.591,579.5
343.641,579.5
343.691,580
343.741,580.5
343.791,581
343.841,581.5
343.891,582
343.941,583
343.991,583.5
344.041,584
344.091,584.5
344.141,585
344.191,585.5
344.241,586
344.291,586.5
344.341,587
344.391,587.5
344.441,588
344.491,588
344.541,588.5
344.591,589
344.641,589
344.691,589.5
344.741,589.5
344.791,589.5
344.841,589.5
344.891,589.5
344.941,589.5
344.991,589.5
345.04,589.5
345.09,589.5
345.14,589.5
345.19,589.5
345.24,589
345.29,589
345.34,588.5
345.39,588.5
345.44,588
345.49,587.5
345.54,587.5
345.59,587
345.64,586.5
345.69,586.5
345.74,586
345.79,586
345.84,585.5
345.89,585.5
345.94,585
345.99,584.5
346.04,584
346.09,583.5
346.14,583
346.19,582
346.24,580.5
346.29,579.5
346.34,578
346.39,576
346.44,574
346.49,572.5
346.54,570.5
346.59,568
346.64,566
346.69,564
346.74,562
346.79,559.5
346.84,557
346.89,555
346.94,552.5
346.99,550
347.04,547
347.09,544.5
347.14,542
347.19,539
347.24,536.5
347.29,534
347.34,531.5
347.39,529
347.44,526.5
347.49,523.5
347.54,521
347.59,518.5
347.639,516.5
347.689,514
347.739,511.5
347.789,509.25
347.839,507
347.889,504.75
347.939,502.5
347.989,500.5
348.039,498.75
348.089,497
348.139,495.25
348.189,493.75
348.239,492.25
348.289,491
348.339,489.75
348.389,488.75
348.439,488
348.489,487
348.539,486.5
348.589,486
348.639,485.5
348.689,485
348.739,484.5
348.789,484.25
348.839,484
348.889,483.75
348.939,483.5
348.989,483.25
349.039,483.25
349.089,483
349.139,483.25
349.189,483.25
349.239,483.5
349.289,483.5
349.339,483.75
349.389,484
