Time,ITOW
481.896,559028250
482.016,559028375
482.146,559028500
482.266,559028625
482.396,559028750
482.516,559028875
482.646,559029000
482.766,559029125
482.896,559029250
483.016,559029375
483.146,559029500
483.266,559029625
483.396,559029750
483.516,559029875
483.646,559030000
483.766,559030125
483.896,559030250
484.016,559030375
484.146,559030500
484.266,559030625
484.396,559030750
484.516,559030875
484.646,559031000
484.766,559031125
484.896,559031250
485.016,559031375
485.146,559031500
485.266,559031625
485.396,559031750
485.516,559031875
485.646,559032000
485.766,559032125
485.896,559032250
486.016,559032375
486.146,559032500
486.266,559032625
486.396,559032750
486.516,559032875
486.646,559033000
486.766,559033125
486.896,559033250
487.016,559033375
487.145,559033500
487.266,559033625
487.395,559033750
487.516,559033875
487.645,559034000
487.766,559034125
487.895,559034250
488.016,559034375
488.145,559034500
488.266,559034625
488.395,559034750
488.516,559034875
488.645,559035000
488.766,559035125
488.895,559035250
489.016,559035375
489.145,559035500
