Time,N_Satellites
439.65,15
439.766,15
439.9,15
440.016,15
440.15,15
440.266,15
440.4,15
440.516,14
440.65,14
440.766,15
440.9,15
441.016,16
441.15,15
441.266,15
441.4,15
441.516,15
441.65,15
441.766,15
441.9,15
442.016,15
442.15,15
442.266,15
442.4,15
442.516,15
442.65,15
442.766,15
442.9,15
443.016,15
443.15,15
443.266,15
443.4,15
443.516,15
443.65,15
443.766,15
443.9,15
444.016,15
444.15,15
444.266,15
444.399,15
444.516,15
444.649,15
444.766,15
444.899,15
445.016,15
445.149,15
445.266,15
445.399,15
445.516,15
445.649,15
445.766,15
445.899,15
446.016,15
446.149,15
446.266,15
446.399,15
446.516,15
446.649,15
446.766,15
446.899,15
447.016,15
447.149,15
447.266,15
447.399,15
447.516,15
447.649,15
447.766,15
447.899,15
448.016,15
448.149,15
448.266,15
448.399,15
448.516,15
448.649,15
448.766,15
448.899,15
449.016,15
449.149,15
449.266,15
449.399,15
449.516,15
449.649,15
449.766,15
449.899,15
450.016,15
450.149,15
450.266,15
450.399,15
450.516,15
450.649,15
450.766,15
450.899,15
451.016,15
451.149,16
451.266,16
451.399,16
451.516,16
451.649,16
451.766,15
451.899,15
452.016,15
452.149,16
452.266,16
452.399,16
452.516,16
452.649,16
452.766,16
452.899,16
453.016,16
453.149,16
453.266,16
453.399,16
453.516,16
453.649,16
453.766,16
453.899,16
454.016,16
454.149,16
454.266,16
454.399,16
454.516,16
454.649,16
454.766,16
454.899,16
455.016,16
455.148,16
455.266,16
455.398,16
455.516,16
455.648,16
455.766,16
455.898,16
456.016,16
456.148,16
456.266,16
456.398,16
456.516,16
456.648,16
456.766,16
456.898,16
457.016,16
457.148,16
457.266,16
457.398,16
457.516,16
457.648,16
457.766,16
457.898,16
458.016,16
458.148,16
458.266,16
458.398,16
458.516,16
458.648,16
458.766,16
458.898,16
459.016,16
459.148,16
459.266,16
459.398,16
459.516,16
459.648,16
459.766,16
459.898,16
460.016,16
460.148,16
460.266,16
460.398,16
460.516,16
460.648,16
460.766,15
460.898,16
461.016,16
461.148,16
461.266,16
461.398,16
461.516,16
461.648,16
461.766,16
461.898,16
462.016,16
462.148,16
462.266,16
462.398,16
462.516,16
462.648,16
462.766,16
462.898,16
463.016,16
463.148,16
463.266,16
463.398,15
463.516,15
463.648,15
463.766,16
463.898,16
464.016,16
464.148,16
464.266,16
464.398,16
464.516,16
464.648,16
464.766,16
464.898,16
465.016,16
465.148,16
465.266,16
465.398,16
465.516,16
465.648,16
465.766,16
465.897,16
466.016,16
466.147,16
466.266,16
466.397,16
466.516,16
466.647,16
466.766,16
466.897,16
467.016,16
467.147,16
467.266,16
467.397,16
467.516,16
467.647,16
467.766,16
467.897,16
468.016,16
468.147,16
468.266,16
468.397,16
468.516,16
468.647,16
468.766,16
468.897,16
469.016,16
469.147,16
469.266,16
469.397,16
469.516,16
469.647,16
469.766,16
469.897,16
470.016,16
470.147,16
470.266,16
470.397,16
470.516,16
470.647,16
470.766,16
470.897,16
471.016,16
471.147,16
471.266,16
471.397,16
471.516,16
471.647,16
471.766,16
471.897,16
472.016,16
472.147,16
472.266,16
472.397,16
472.516,16
472.647,16
472.766,16
472.897,16
473.016,16
473.147,15
473.266,16
473.397,16
473.516,16
473.647,16
473.766,16
473.897,16
474.016,16
474.147,16
474.266,16
474.397,16
474.516,16
474.647,16
474.766,16
474.897,16
475.016,16
475.147,16
475.266,16
475.397,16
475.516,16
475.647,16
475.766,16
475.897,16
476.016,16
476.147,16
476.266,16
476.396,16
476.516,16
476.646,16
476.766,16
476.896,16
477.016,16
477.146,16
477.266,16
477.396,16
477.516,16
477.646,16
477.766,16
477.896,16
478.016,16
478.146,16
478.266,16
478.396,16
478.516,16
478.646,16
478.766,16
478.896,16
479.016,16
479.146,16
479.266,16
479.396,16
479.516,16
479.646,16
479.766,16
479.896,16
480.016,16
480.146,16
480.266,16
480.396,16
480.516,16
480.646,16
480.766,16
480.896,16
481.016,16
481.146,16
481.266,16
481.396,16
481.516,16
481.646,16
481.766,16
481.896,16
482.016,16
482.146,16
482.266,16
482.396,16
482.516,16
482.646,16
482.766,16
482.896,16
483.016,16
483.146,16
483.266,16
483.396,16
483.516,16
483.646,16
483.766,16
483.896,16
484.016,16
484.146,16
484.266,16
484.396,16
484.516,16
484.646,16
484.766,16
484.896,16
485.016,16
485.146,16
485.266,16
485.396,16
485.516,16
485.646,16
485.766,16
485.896,16
486.016,16
486.146,16
486.266,16
486.396,16
486.516,16
486.646,15
486.766,15
486.896,15
487.016,15
487.145,15
487.266,15
487.395,15
487.516,15
487.645,15
487.766,15
487.895,16
488.016,16
488.145,15
488.266,16
488.395,16
488.516,15
488.645,15
488.766,15
488.895,15
489.016,16
489.145,15
