Time,ECEF_velocity_Z
439.65,22.14
439.766,22.18
439.9,22.46
440.016,22.52
440.15,22.47
440.266,22.56
440.4,22.42
440.516,22.32
440.65,22.22
440.766,22.14
440.9,21.97
441.016,21.87
441.15,21.41
441.266,20.83
441.4,20.09
441.516,19.41
441.65,18.49
441.766,17.76
441.9,16.77
442.016,15.7
442.15,14.47
442.266,12.95
442.4,11.59
442.516,10.3
442.65,8.91
442.766,7.47
442.9,5.87
443.016,4.13
443.15,2.74
443.266,1.52
443.4,-0.09
443.516,-1.21
443.65,-2.26
443.766,-3.19
443.9,-3.69
444.016,-4.35
444.15,-4.63
444.266,-4.94
444.399,-5.12
444.516,-5.32
444.649,-5.44
444.766,-5.64
444.899,-6.01
445.016,-6.43
445.149,-6.9
445.266,-7.36
445.399,-7.87
445.516,-8.51
445.649,-9.4
445.766,-10.4
445.899,-11.41
446.016,-12.49
446.149,-13.66
446.266,-14.39
446.399,-14.93
446.516,-15.17
446.649,-16.01
446.766,-16.25
446.899,-16.52
447.016,-16.68
447.149,-16.88
447.266,-16.9
447.399,-16.82
447.516,-16.61
447.649,-16.24
447.766,-15.67
447.899,-15.02
448.016,-14.09
448.149,-12.86
448.266,-11.99
448.399,-10.99
448.516,-10.06
448.649,-8.62
448.766,-7.13
448.899,-5.67
449.016,-4.15
449.149,-2.11
449.266,-0.44
449.399,1.14
449.516,3.06
449.649,4.89
449.766,6.35
449.899,7.73
450.016,9.17
450.149,10.49
450.266,11.49
450.399,12.67
450.516,13.65
450.649,14.39
450.766,15.02
450.899,15.35
451.016,15.51
451.149,15.41
451.266,15.1
451.399,14.56
451.516,13.78
451.649,12.66
451.766,11.37
451.899,9.9
452.016,8.47
452.149,7.16
452.266,5.56
452.399,4.2
452.516,2.41
452.649,0.86
452.766,-0.71
452.899,-2.21
453.016,-3.63
453.149,-5.6
453.266,-7.07
453.399,-8.56
453.516,-10.06
453.649,-11.22
453.766,-12.68
453.899,-13.8
454.016,-14.51
454.149,-15.4
454.266,-16.29
454.399,-16.89
454.516,-17.44
454.649,-17.68
454.766,-17.76
454.899,-17.72
455.016,-17.62
455.148,-17.55
455.266,-17.55
455.398,-17.49
455.516,-17.43
455.648,-17.23
455.766,-17.04
455.898,-16.88
456.016,-16.62
456.148,-16.36
456.266,-16.37
456.398,-16.53
456.516,-16.84
456.648,-17.25
456.766,-17.74
456.898,-18.2
457.016,-18.63
457.148,-18.29
457.266,-17.71
457.398,-17.32
457.516,-16.77
457.648,-16.46
457.766,-16.2
