Time,RPM
539.606,13805
539.626,13955
539.646,9958
539.674,13884
539.694,13886
539.714,13887
539.734,13896
539.754,13899
539.773,13904
539.793,13917
539.813,13909
539.833,13937
539.853,13942
539.877,13959
539.897,13882
539.917,9388
539.937,5975
539.957,7059
539.978,7059
539.998,1767
540.018,5620
540.038,6947
540.058,9967
540.074,13860
540.094,13889
540.114,13926
540.134,6989
540.154,6979
540.177,5954
540.197,13891
540.217,11202
540.237,10439
540.257,11159
540.272,13966
540.292,6934
540.312,6935
540.332,5952
540.352,6967
540.376,8342
540.396,11159
540.416,10451
540.436,8397
540.456,7018
540.47,6962
540.49,8311
540.51,11199
540.53,13963
540.55,10464
540.565,9342
540.585,5978
540.605,8389
540.625,6941
540.645,13958
540.677,8379
540.697,6968
540.717,6964
540.737,6961
540.757,6970
540.776,7959
540.796,11186
540.816,6945
540.836,6965
540.856,6971
540.866,6940
540.886,7939
540.906,6979
540.926,8352
540.946,8340
540.974,13983
540.994,13960
541.014,11158
541.034,7004
541.054,8461
541.072,7009
541.092,6948
541.112,8329
541.132,6950
541.152,14001
541.176,8320
541.196,11180
541.216,10449
541.236,10493
541.256,8315
541.275,8366
541.295,8372
541.315,6980
541.335,6975
541.355,9262
541.374,10481
541.394,13960
541.414,13930
541.434,11123
541.454,11184
541.477,13958
541.497,13839
541.517,11680
541.537,11139
541.557,10462
541.568,9289
541.588,9241
541.608,13871
541.628,13887
541.648,13929
541.667,13922
541.687,9947
541.707,10439
541.727,11160
541.747,13916
541.775,13948
541.795,11127
541.815,10496
541.835,8313
541.855,13814
541.874,13820
541.894,13836
541.914,13735
541.934,13715
541.954,13735
541.974,13777
541.994,13834
542.014,13779
542.034,13755
542.054,13761
542.075,13699
542.095,13707
542.115,13703
542.135,13766
542.155,13838
542.175,13734
542.195,13677
542.215,13593
542.235,13524
542.255,13473
542.277,13474
542.297,13509
542.317,13486
542.337,13437
542.357,13295
542.376,13135
542.396,13086
542.416,13236
542.436,13667
542.456,14032
542.478,14032
542.498,3500
542.518,13317
542.538,13351
542.558,13376
542.575,13480
542.595,13505
542.615,13201
542.635,13221
542.655,13224
542.674,13318
542.694,13666
542.714,13790
542.734,13354
542.754,13183
542.777,13247
542.797,13266
542.817,13251
542.837,13255
542.857,13288
542.876,13328
542.896,13309
542.916,13396
542.936,13546
542.956,13547
542.974,13386
542.994,13359
543.014,13338
543.034,13277
543.054,13169
543.074,13173
543.094,13243
543.114,13318
543.134,13294
543.154,13249
543.173,13239
543.193,13260
543.213,13254
543.233,13358
543.253,13500
543.277,13484
543.297,13384
543.317,13322
543.337,13282
543.357,13264
543.376,13257
543.396,13237
543.416,13251
543.436,13227
543.456,13260
543.475,13250
543.495,13189
543.515,13162
543.535,13146
543.555,13153
543.576,13141
543.596,13138
