Time,GyroZ
238.502,-22.6100006103516
238.512,-3.15000009536743
238.522,-12.4200010299683
238.53,6.30000019073486
238.54,-6.51000022888184
238.55,-0.170000001788139
238.56,-10.7800006866455
238.57,-9.48000049591064
238.58,-6.19000005722046
238.59,-14.3500003814697
238.6,-11.1300001144409
238.61,-4.62000036239624
238.62,-33.1100006103516
238.63,-3.92000007629395
238.64,9.0600004196167
238.65,-18.9700012207031
238.66,0.21000000834465
238.67,-9.24000072479248
238.68,-10.5700006484985
238.69,10.3600006103516
238.7,-5.5600004196167
238.71,-1.4300000667572
238.72,-12.4600009918213
238.729,-33.3199996948242
238.739,-13.8200006484985
238.749,-8.5
238.759,-3.3600001335144
238.769,-12.4900007247925
238.779,-6.89000034332275
238.789,-6.37000036239624
238.799,-10.3200006484985
238.809,-11.9000005722046
238.819,-12.1100006103516
238.829,0.310000002384186
238.839,-8.68000030517578
238.849,-7.49000024795532
238.859,-11.8300008773804
238.869,-5.04000043869019
238.879,-9.73000049591064
238.889,9.83000087738037
238.899,-5.8100004196167
238.909,-17.0799999237061
238.919,-2.06000018119812
238.924,-35.9800033569336
238.934,-6.40000009536743
238.944,0.490000009536743
238.954,-41.0900001525879
238.964,-11.3400001525879
238.974,-20.7200012207031
238.984,-17.8500003814697
238.994,27.5400009155273
239.004,13.2300004959106
239.014,-24.3600006103516
239.024,-7.00000047683716
239.034,-3.99000024795532
239.044,5.18000030517578
239.054,-8.53999996185303
239.064,-4.90000009536743
239.074,-9.97000026702881
239.082,-13.2300004959106
239.092,-0.0700000002980232
239.102,-7.14000034332275
239.112,-2.48000001907349
239.122,-38.4300003051758
239.132,-16.3800010681152
239.142,1.75000011920929
239.152,-1.6800000667572
239.162,-28.5900020599365
239.172,14.1000003814697
239.182,-14.3500003814697
239.192,-14.1000003814697
239.202,2.03000020980835
239.212,-7.66000032424927
239.222,-12.7000007629395
239.232,0.590000033378601
239.242,-10.1800003051758
239.252,8.15000057220459
239.262,-14.1700010299683
239.272,1.64000010490417
239.28,-21.1400012969971
239.29,-13.3000001907349
239.3,-15.3300008773804
239.31,-7.14000034332275
239.32,-17.8500003814697
239.33,-34.2600021362305
239.34,-7.98000049591064
239.35,-25.060001373291
239.36,3.29000020027161
239.37,-5.42000007629395
239.38,-32.9300003051758
239.39,-17.5
239.4,-20.7900009155273
239.41,-6.75000047683716
239.42,-19.1800003051758
239.43,-5.18000030517578
239.44,-37.310001373291
239.45,-20.2600002288818
239.46,-24.5700016021729
239.47,-10.7400007247925
