Time,ECEF_velocity_Z
82.316,21.68
82.45,21.73
82.566,21.75
82.7,21.85
82.816,21.89
82.95,21.95
83.066,21.95
83.2,22.01
83.316,21.89
83.45,21.9
83.566,22.07
83.7,21.9
83.816,21.88
83.95,21.31
84.066,20.53
84.2,19.7
84.316,18.56
84.45,17.99
84.566,17.1
84.7,15.91
84.816,15.09
84.95,13.92
85.066,12.32
85.2,10.81
85.316,9.35
85.45,7.92
85.566,6.86
85.7,5.31
85.816,3.87
85.95,2.77
86.066,1.74
86.2,0.48
86.316,-0.85
86.45,-1.98
86.566,-3.12
86.7,-3.66
86.816,-4.28
86.95,-4.65
87.066,-4.98
87.2,-5.08
87.316,-5.15
87.45,-5.24
87.566,-5.34
87.7,-5.45
87.816,-5.62
87.95,-5.84
88.066,-6.25
88.2,-6.79
88.316,-7.27
88.45,-8.18
88.566,-9.26
88.7,-10.29
88.816,-10.71
88.95,-11.2
89.066,-11.88
89.2,-12.4
89.316,-12.7
89.45,-13
89.566,-13.28
89.7,-13.59
89.816,-13.88
89.95,-14.26
90.066,-14.4
90.2,-14.49
90.316,-14.38
90.45,-14.23
90.566,-14.19
90.7,-13.89
90.816,-13.47
90.95,-13.2
91.066,-12.93
91.2,-12.35
91.316,-11.78
91.45,-11.13
91.566,-10.13
91.699,-9.14
91.816,-8.22
91.949,-7.36
92.066,-6.2
92.199,-4.82
92.316,-3.79
92.449,-2.4
92.566,-1.15
92.699,0.18
92.816,1.47
92.949,2.97
93.066,4.16
93.199,5.62
93.316,6.99
93.449,7.97
93.566,9.25
93.699,10.32
93.816,11.49
93.949,12.22
94.066,12.81
94.199,13.43
94.316,13.88
94.449,14.23
94.566,14.44
94.699,14.42
94.816,13.98
94.949,13.12
95.066,12.14
95.199,11.18
95.316,10.14
95.449,8.97
95.566,8.05
95.699,7.07
95.816,6.27
95.949,5.39
96.066,4.4
96.199,3.11
96.316,1.95
96.449,0.59
96.566,-0.74
96.699,-1.78
96.816,-2.96
96.949,-4.45
97.066,-5.77
97.199,-7.04
97.316,-8.09
97.449,-9.2
97.566,-9.93
97.699,-10.83
97.816,-11.53
97.949,-12.28
98.066,-13.04
98.199,-13.49
98.316,-14.08
98.449,-14.56
98.566,-15.06
98.699,-15.52
98.816,-15.94
98.949,-16.24
99.066,-16.37
99.199,-16.46
99.316,-16.51
99.449,-16.69
99.566,-16.74
99.699,-16.79
99.816,-16.79
99.949,-16.87
100.066,-17.01
100.199,-17.16
100.316,-17.35
100.449,-17.58
100.566,-17.77
100.699,-17.8
100.816,-17.42
100.949,-16.86
101.066,-16.34
101.199,-15.72
101.316,-15.07
101.449,-14.6
101.566,-14.19
101.699,-13.8
101.816,-13.4
101.949,-13.21
102.066,-12.88
102.199,-12.59
102.316,-12.61
102.448,-12.66
102.566,-12.49
102.698,-12.21
102.816,-11.72
102.948,-11.32
103.066,-11.03
103.198,-10.21
103.316,-9.51
103.448,-8.41
103.566,-7.4
103.698,-6.16
103.816,-4.79
103.948,-3.47
104.066,-2.16
104.198,-0.51
104.316,0.15
104.448,1.66
104.566,2.74
104.698,3.92
104.816,4.98
104.948,6.04
105.066,7.4
105.198,8.47
