Time,ECEF_position_Z
82.316,4491001.72
82.45,4491004.44
82.566,4491007.15
82.7,4491009.88
82.816,4491012.59
82.95,4491015.34
83.066,4491018.1
83.2,4491020.88
83.316,4491023.65
83.45,4491026.45
83.566,4491029.32
83.7,4491032.13
83.816,4491034.97
83.95,4491037.64
84.066,4491040.12
84.2,4491042.51
84.316,4491044.65
84.45,4491046.86
84.566,4491048.87
84.7,4491050.66
84.816,4491052.42
84.95,4491054.02
85.066,4491055.41
85.2,4491056.42
85.316,4491057.33
85.45,4491058.23
85.566,4491059.07
85.7,4491059.56
85.816,4491059.95
85.95,4491060.22
86.066,4491060.5
86.2,4491060.5
86.316,4491060.28
86.45,4491059.86
86.566,4491059.31
86.7,4491058.73
86.816,4491058.15
86.95,4491057.5
87.066,4491056.85
87.2,4491056.15
87.316,4491055.47
87.45,4491054.77
87.566,4491054.03
87.7,4491053.34
87.816,4491052.6
87.95,4491051.87
88.066,4491051.09
88.2,4491050.19
88.316,4491049.22
88.45,4491048.12
88.566,4491046.86
88.7,4491045.5
88.816,4491044.15
88.95,4491042.7
89.066,4491041.18
89.2,4491039.59
89.316,4491037.99
89.45,4491036.33
89.566,4491034.67
89.7,4491032.94
89.816,4491031.22
89.95,4491029.42
90.066,4491027.62
90.2,4491025.84
90.316,4491024.08
90.45,4491022.31
90.566,4491020.56
90.7,4491018.83
90.816,4491017.15
90.95,4491015.52
91.066,4491013.95
91.2,4491012.44
91.316,4491011.01
91.45,4491009.64
91.566,4491008.46
91.699,4491007.35
91.816,4491006.38
91.949,4491005.55
92.066,4491004.89
92.199,4491004.39
92.316,4491004.02
92.449,4491003.81
92.566,4491003.77
92.699,4491003.86
92.816,4491004.12
92.949,4491004.57
93.066,4491005.24
93.199,4491006.04
93.316,4491006.98
93.449,4491008.02
93.566,4491009.21
93.699,4491010.54
93.816,4491012.03
93.949,4491013.56
94.066,4491015.15
94.199,4491016.82
94.316,4491018.54
94.449,4491020.32
94.566,4491022.1
94.699,4491023.86
94.816,4491025.52
94.949,4491027.07
95.066,4491028.48
95.199,4491029.78
95.316,4491030.94
95.449,4491031.93
95.566,4491032.86
95.699,4491033.67
95.816,4491034.41
95.949,4491035.05
96.066,4491035.56
96.199,4491035.86
96.316,4491036.02
96.449,4491036
96.566,4491035.83
96.699,4491035.5
96.816,4491034.99
96.949,4491034.22
97.066,4491033.38
97.199,4491032.38
97.316,4491031.24
97.449,4491030.06
97.566,4491028.74
97.699,4491027.31
97.816,4491025.82
97.949,4491024.28
98.066,4491022.58
98.199,4491020.83
98.316,4491019.04
98.449,4491017.18
98.566,4491015.26
98.699,4491013.29
98.816,4491011.3
98.949,4491009.26
99.066,4491007.19
99.199,4491005.12
99.316,4491003.03
99.449,4491000.92
99.566,4490998.83
99.699,4490996.7
99.816,4490994.59
99.949,4490992.46
100.066,4490990.29
100.199,4490988.12
100.316,4490985.91
100.449,4490983.69
100.566,4490981.44
100.699,4490979.22
100.816,4490977.07
100.949,4490974.99
101.066,4490972.99
101.199,4490971.06
101.316,4490969.22
101.449,4490967.43
101.566,4490965.68
101.699,4490963.99
101.816,4490962.32
101.949,4490960.68
102.066,4490959.08
102.199,4490957.51
102.316,4490955.94
102.448,4490954.35
102.566,4490952.82
102.698,4490951.35
102.816,4490949.96
102.948,4490948.62
103.066,4490947.27
103.198,4490946.02
103.316,4490944.88
103.448,4490943.9
103.566,4490943.05
103.698,4490942.41
103.816,4490941.91
103.948,4490941.57
104.066,4490941.39
104.198,4490941.4
104.316,4490941.41
104.448,4490941.7
104.566,4490942.15
104.698,4490942.77
104.816,4490943.47
104.948,4490944.34
105.066,4490945.41
105.198,4490946.58
105.316,4490947.85
105.448,4490949.25
105.566,4490950.74
105.698,4490952.37
105.816,4490954.03
105.948,4490955.71
106.066,4490957.48
106.198,4490959.31
106.316,4490961.21
106.448,4490963.18
106.566,4490965.2
106.698,4490967.3
106.816,4490969.43
106.948,4490971.63
107.066,4490973.86
107.198,4490976.15
107.316,4490978.49
107.448,4490980.74
107.566,4490983.02
107.698,4490985.19
107.816,4490987.21
107.948,4490989.19
108.066,4490991.04
108.198,4490992.78
108.316,4490994.38
108.448,4490995.85
108.566,4490997.2
108.698,4490998.46
108.816,4490999.45
108.948,4491000.32
109.066,4491001.02
109.198,4491001.43
109.316,4491001.79
109.448,4491002.09
109.566,4491002.11
109.698,4491001.87
109.816,4491001.55
109.948,4491000.81
110.066,4491000.05
110.198,4490999.15
110.316,4490998.09
110.448,4490996.94
