Time,ECEF_position_Z
110.566,4490995.62
110.698,4490994.22
110.816,4490992.74
110.948,4490991.14
111.066,4490989.43
111.198,4490987.63
111.316,4490985.75
111.448,4490983.83
111.566,4490981.8
111.698,4490979.71
111.816,4490977.49
111.948,4490975.29
112.066,4490973.12
112.198,4490971.02
112.316,4490968.98
112.448,4490967.03
112.566,4490965.1
112.698,4490963.22
112.816,4490961.34
112.947,4490959.5
113.066,4490957.68
113.197,4490955.89
113.316,4490954.14
113.447,4490952.4
113.566,4490950.71
113.697,4490949.11
113.816,4490947.6
113.947,4490946.23
114.066,4490944.95
114.197,4490943.81
114.316,4490942.77
114.447,4490941.91
114.566,4490941.23
114.697,4490940.76
114.816,4490940.38
114.947,4490940.23
115.066,4490940.26
115.197,4490940.42
115.316,4490940.81
115.447,4490941.32
115.566,4490942.02
115.697,4490942.79
115.816,4490943.71
115.947,4490944.66
116.066,4490945.8
116.197,4490947.02
116.316,4490948.38
116.447,4490949.83
116.566,4490951.44
116.697,4490953.13
116.816,4490954.86
116.947,4490956.61
117.066,4490958.2
117.197,4490959.64
117.316,4490960.93
117.447,4490962.23
117.566,4490963.31
117.697,4490964.21
117.816,4490964.96
117.947,4490965.5
118.066,4490965.89
118.197,4490966.11
118.316,4490966.09
118.447,4490965.98
118.566,4490965.5
118.697,4490964.91
118.816,4490964.09
118.947,4490963.13
119.066,4490962.05
119.197,4490960.89
119.316,4490959.59
119.447,4490958.12
119.566,4490956.66
119.697,4490955.03
119.816,4490953.35
119.947,4490951.65
120.066,4490949.84
120.197,4490948
120.316,4490946.05
120.555,4490942.09
120.666,4490940.04
120.805,4490938.17
120.916,4490936.36
121.055,4490934.56
121.166,4490932.77
121.305,4490931.1
121.416,4490929.52
121.555,4490928.05
121.666,4490926.76
121.805,4490925.44
121.916,4490924.38
122.055,4490923.31
122.166,4490922.48
122.305,4490921.71
122.416,4490920.98
122.555,4490920.25
122.666,4490919.58
122.805,4490918.9
122.916,4490918.1
123.055,4490917.08
123.166,4490916.12
123.305,4490914.95
123.416,4490913.72
123.555,4490912.5
123.666,4490911.14
123.804,4490909.82
123.916,4490908.45
124.054,4490907.13
124.166,4490905.81
124.304,4490904.49
124.416,4490903.18
124.554,4490901.98
124.666,4490900.86
124.804,4490899.76
124.916,4490898.74
125.054,4490898.05
125.166,4490897.67
125.304,4490897.24
125.416,4490897
125.554,4490896.89
125.666,4490896.92
125.804,4490897.12
125.916,4490897.52
126.054,4490897.99
126.166,4490898.65
126.304,4490899.46
126.416,4490900.41
126.554,4490901.46
126.666,4490902.57
126.804,4490903.71
126.916,4490904.9
127.054,4490906.12
127.166,4490907.33
127.304,4490908.5
127.416,4490909.6
127.554,4490910.68
127.666,4490911.65
127.804,4490912.55
127.916,4490913.42
128.054,4490914.08
128.166,4490914.64
128.304,4490915.04
128.416,4490915.26
128.554,4490915.3
128.666,4490915.15
128.804,4490914.83
128.916,4490914.45
129.054,4490913.95
129.166,4490913.39
129.304,4490912.79
129.416,4490912.15
129.554,4490911.7
129.666,4490911.37
129.804,4490911.23
129.916,4490911.21
130.054,4490911.38
130.166,4490911.75
130.304,4490912.3
130.416,4490913
130.554,4490913.85
130.666,4490914.87
130.804,4490916.03
130.916,4490917.43
131.054,4490918.93
131.166,4490920.58
131.304,4490922.31
131.416,4490924.3
131.554,4490926.32
131.666,4490928.45
131.804,4490930.54
131.916,4490932.7
132.054,4490934.87
132.166,4490937.06
132.304,4490939.27
132.416,4490941.56
132.554,4490943.8
132.666,4490946.1
132.804,4490948.41
132.916,4490950.75
133.054,4490953.2
133.166,4490955.67
133.304,4490958.12
133.416,4490960.59
133.554,4490963.11
133.666,4490965.61
133.804,4490968.14
133.916,4490970.71
134.054,4490973.3
134.166,4490975.91
134.304,4490978.55
134.416,4490981.22
134.553,4490983.86
134.666,4490986.54
134.803,4490989.23
134.916,4490991.95
135.053,4490994.67
135.166,4490997.39
