Time,ECEF_velocity_X
82.316,-22.69
82.45,-22.75
82.566,-22.82
82.7,-22.97
82.816,-23.01
82.95,-23.1
83.066,-23.07
83.2,-23.14
83.316,-23.05
83.45,-23.08
83.566,-23.34
83.7,-23.32
83.816,-23.4
83.95,-23.12
84.066,-22.78
84.2,-22.36
84.316,-21.76
84.45,-21.4
84.566,-20.89
84.7,-20.14
84.816,-19.67
84.95,-18.82
85.066,-17.38
85.2,-16.18
85.316,-14.95
85.45,-13.69
85.566,-12.65
85.7,-11.3
85.816,-9.98
85.95,-8.94
86.066,-7.89
86.2,-6.67
86.316,-5.29
86.45,-4.23
86.566,-3.1
86.7,-2.63
86.816,-2.02
86.95,-1.68
87.066,-1.35
87.2,-1.32
87.316,-1.3
87.45,-1.27
87.566,-1.24
87.7,-1.13
87.816,-0.88
87.95,-0.47
88.066,0.09
88.2,0.81
88.316,1.46
88.45,2.58
88.566,3.78
88.7,4.94
88.816,5.57
88.95,6.29
89.066,7.28
89.2,8.09
89.316,8.66
89.45,9.25
89.566,9.86
89.7,10.49
89.816,11.05
89.95,11.77
90.066,12.19
90.2,12.67
90.316,12.93
90.45,13.16
90.566,13.53
90.7,13.55
90.816,13.46
90.95,13.5
91.066,13.53
91.2,13.24
91.316,12.95
91.45,12.63
91.566,11.98
91.699,11.37
91.816,10.84
91.949,10.35
92.066,9.57
92.199,8.55
92.316,7.82
92.449,6.62
92.566,5.59
92.699,4.37
92.816,3.2
92.949,1.74
93.066,0.66
93.199,-0.8
93.316,-2.24
93.449,-3.24
93.566,-4.66
93.699,-5.86
93.816,-7.17
93.949,-7.96
94.066,-8.6
94.199,-9.27
94.316,-9.78
94.449,-10.11
94.566,-10.26
94.699,-10.13
94.816,-9.6
94.949,-8.72
95.066,-7.73
95.199,-6.75
95.316,-5.67
95.449,-4.51
95.566,-3.62
95.699,-2.68
95.816,-1.9
95.949,-1.07
96.066,-0.04
96.199,1.22
96.316,2.35
96.449,3.54
96.566,4.74
96.699,5.71
96.816,6.71
96.949,7.91
97.066,9.01
97.199,10.08
97.316,10.8
97.449,11.61
97.566,12.01
97.699,12.48
97.816,12.88
97.949,13.28
98.066,13.81
98.199,13.89
98.316,14.23
98.449,14.54
98.566,15.01
98.699,15.54
98.816,16.13
98.949,16.66
99.066,17.11
99.199,17.57
99.316,17.89
99.449,18.24
99.566,18.54
99.699,18.78
99.816,18.98
99.949,19.19
100.066,19.42
100.199,19.62
100.316,19.82
100.449,20.07
100.566,20.27
100.699,20.28
100.816,19.87
100.949,19.21
101.066,18.65
101.199,17.94
101.316,17.24
101.449,16.69
101.566,16.17
101.699,15.65
101.816,14.96
101.949,14.53
102.066,13.94
102.199,13.51
102.316,13.32
102.448,13.12
102.566,12.64
102.698,12.07
102.816,11.24
102.948,10.5
103.066,9.89
103.198,8.85
103.316,7.9
103.448,6.6
103.566,5.37
103.698,3.93
103.816,2.39
103.948,0.83
104.066,-0.58
104.198,-2.28
104.316,-3.1
104.448,-4.55
104.566,-5.64
104.698,-6.75
104.816,-7.75
104.948,-8.64
105.066,-9.84
105.198,-10.67
105.316,-11.44
105.448,-12.18
105.566,-12.76
105.698,-13.49
105.816,-14.08
105.948,-14.58
106.066,-15.2
106.198,-15.61
106.316,-16.04
106.448,-16.51
106.566,-16.93
106.698,-17.37
106.816,-17.66
106.948,-18.06
107.066,-18.41
107.198,-18.76
107.316,-19.08
107.448,-18.93
107.566,-19.03
107.698,-18.69
107.816,-18.25
107.948,-17.87
108.066,-17.17
108.198,-16.5
108.316,-15.84
108.448,-15.13
108.566,-14.14
108.698,-13.15
108.816,-12.11
108.948,-11.19
109.066,-10.26
109.198,-9.03
109.316,-7.98
109.448,-6.8
109.566,-5.51
109.698,-3.7
109.816,-2.48
109.948,-0.76
110.066,0.51
110.198,1.85
110.316,3.32
110.448,4.25
110.566,5.43
110.698,6.4
110.816,7.39
110.948,8.21
111.066,9.1
111.198,9.91
111.316,10.72
111.448,11.43
111.566,12.2
111.698,12.88
111.816,13.79
111.948,14.28
112.066,14.22
112.198,13.79
112.316,13.45
112.448,12.97
112.566,12.76
112.698,12.7
112.816,12.63
112.947,12.64
113.066,12.76
113.197,12.93
113.316,13.05
113.447,13.3
113.566,13.19
113.697,12.91
113.816,12.54
113.947,12.11
114.066,11.68
114.197,11.1
114.316,10.43
114.447,9.34
114.566,8.47
114.697,7.52
114.816,6.5
114.947,5.26
115.066,4.19
115.197,2.68
115.316,1.36
115.447,0.05
115.566,-1.61
115.697,-2.77
115.816,-4.08
115.947,-5
116.066,-6.23
116.197,-7.2
116.316,-8.15
116.447,-9.11
116.566,-10.15
116.697,-11.16
116.816,-11.75
116.947,-11.94
117.066,-11.27
117.197,-10.36
117.316,-9.24
117.447,-8.45
117.566,-6.79
117.697,-5.47
117.816,-4.3
117.947,-2.64
118.066,-1.18
118.197,0.36
118.316,2.14
118.447,3.34
118.566,5.04
118.697,6.37
118.816,7.78
118.947,8.96
119.066,10.13
119.197,11.03
119.316,11.82
119.447,12.6
119.566,13.16
119.697,13.79
119.816,14.07
119.947,14.39
120.066,14.72
120.197,15.07
120.316,15.55
120.555,16
120.666,15.9
120.805,15.18
120.916,14.61
121.055,13.55
121.166,12.76
121.305,11.6
121.416,10.61
121.555,9.38
121.666,8.09
121.805,7.12
121.916,5.37
122.055,4.52
122.166,2.92
122.305,1.92
122.416,1.28
122.555,0.88
122.666,0.71
122.805,0.94
122.916,1.67
123.055,2.69
123.166,3.22
123.305,4.71
123.416,5.61
123.555,6.38
123.666,7.26
123.804,8
123.916,8.95
124.054,9.47
124.166,9.85
124.304,10.42
124.416,10.7
124.554,10.84
124.666,11.04
124.804,11.04
124.916,10.59
125.054,9.72
125.166,8.67
125.304,7.77
125.416,6.71
125.554,5.55
125.666,4.31
125.804,3.24
125.916,1.84
126.054,0.7
126.166,-0.7
126.304,-1.9
126.416,-3
126.554,-3.88
126.666,-4.54
126.804,-4.96
126.916,-5.22
127.054,-5.29
127.166,-5.15
127.304,-4.91
127.416,-4.41
127.554,-4.02
127.666,-3.07
127.804,-2.51
127.916,-1.59
128.054,-0.47
128.166,0.78
128.304,1.73
128.416,2.96
128.554,4.33
128.666,5.62
128.804,7.38
128.916,7.93
129.054,8.82
129.166,9.51
129.304,9.9
129.416,10.17
129.554,9.63
129.666,8.74
129.804,7.29
129.916,6.16
