Time,GPS_PosAccuracy
82.3,1.5
82.4,1.50626862049103
82.5,1.51431035995483
82.6,1.51999998092651
82.7,1.51999998092651
82.8,1.52862071990967
82.9,1.53626871109009
83,1.5443103313446
83.1,1.54999995231628
83.2,1.54999995231628
83.3,1.55862069129944
83.4,1.55999994277954
83.5,1.55999994277954
83.6,1.55999994277954
83.7,1.55999994277954
83.8,1.5686206817627
83.9,1.57626867294312
84,1.58000004291534
84.1,1.58253729343414
84.2,1.5900000333786
84.3,1.5900000333786
84.4,1.59626865386963
84.5,1.60431039333344
84.6,1.61000001430511
84.7,1.61000001430511
84.8,1.61000001430511
84.9,1.61626863479614
85,1.62000000476837
85.1,1.61746263504028
85.2,1.61000001430511
85.3,1.61000001430511
85.4,1.60373139381409
85.5,1.59568965435028
85.6,1.5900000333786
85.7,1.5900000333786
85.8,1.58137929439545
85.9,1.57373130321503
86,1.57000005245209
86.1,1.57000005245209
86.2,1.57000005245209
86.3,1.56137931346893
86.4,1.55999994277954
86.5,1.55999994277954
86.6,1.55999994277954
86.7,1.55999994277954
86.8,1.55137932300568
86.9,1.54999995231628
87,1.54999995231628
87.1,1.54746270179749
87.2,1.53999996185303
87.3,1.53999996185303
87.4,1.53999996185303
87.5,1.53568971157074
87.6,1.52999997138977
87.7,1.52999997138977
87.8,1.52999997138977
87.9,1.52999997138977
88,1.52999997138977
88.1,1.52746272087097
88.2,1.51999998092651
88.3,1.51999998092651
88.4,1.51999998092651
88.5,1.51999998092651
88.6,1.51746273040771
88.7,1.50999999046326
88.8,1.50999999046326
88.9,1.50999999046326
89,1.50999999046326
89.1,1.50746273994446
89.2,1.5
89.3,1.5
89.4,1.5
89.5,1.5
89.6,1.5
89.7,1.5
89.8,1.5
89.9,1.5
90,1.49568963050842
90.1,1.49000000953674
90.2,1.49000000953674
90.3,1.49000000953674
90.4,1.48373138904572
90.5,1.48000001907349
90.6,1.48000001907349
90.7,1.48000001907349
90.8,1.48000001907349
90.9,1.48000001907349
91,1.48000001907349
91.1,1.48000001907349
91.2,1.48000001907349
91.3,1.48000001907349
91.4,1.48000001907349
91.5,1.48000001907349
91.6,1.48000001907349
91.7,1.48000001907349
91.8,1.48000001907349
91.9,1.48000001907349
92,1.48000001907349
92.1,1.48000001907349
92.2,1.48000001907349
92.3,1.48000001907349
92.4,1.48000001907349
92.5,1.48000001907349
92.6,1.48000001907349
92.7,1.48000001907349
92.8,1.48000001907349
92.9,1.48000001907349
93,1.48000001907349
93.1,1.48000001907349
93.2,1.48000001907349
93.3,1.48000001907349
93.4,1.48000001907349
93.5,1.48000001907349
93.6,1.48255634307861
93.7,1.49000000953674
93.8,1.49000000953674
93.9,1.49000000953674
94,1.49000000953674
94.1,1.48744356632233
94.2,1.48000001907349
94.3,1.48000001907349
94.4,1.48000001907349
94.5,1.48000001907349
94.6,1.48000001907349
94.7,1.48000001907349
94.8,1.48000001907349
94.9,1.48000001907349
95,1.47564101219177
95.1,1.47000002861023
95.2,1.47000002861023
95.3,1.47000002861023
95.4,1.47000002861023
95.5,1.47000002861023
95.6,1.47000002861023
95.7,1.47000002861023
95.8,1.47000002861023
95.9,1.47000002861023
96,1.47000002861023
96.1,1.47000002861023
96.2,1.47000002861023
