Time,GPS_Radius
82.3,3946.33178710938
82.4,10000
82.5,2918.09423828125
82.6,2215.9716796875
82.7,3247.70263671875
82.8,10000
82.9,3243.78491210938
83,4224.29931640625
83.1,3865.53881835938
83.2,938.17919921875
83.3,526.876220703125
83.4,313.988616943359
83.5,217.504821777344
83.6,168.782318115234
83.7,142.121292114258
83.8,116.710075378418
83.9,91.9675445556641
84,73.6435241699219
84.1,60.9059448242188
84.2,52.5239028930664
84.3,55.2276344299316
84.4,59.7906188964844
84.5,62.6855354309082
84.6,62.0475463867188
84.7,59.7193946838379
84.8,57.2324676513672
84.9,56.4249649047852
85,55.2830467224121
85.1,53.5613479614258
85.2,51.9239349365234
85.3,52.7409133911133
85.4,55.7427520751953
85.5,57.6817970275879
85.6,57.5639533996582
85.7,56.8986396789551
85.8,59.0259399414062
85.9,63.2142181396484
86,68.192985534668
86.1,71.062858581543
86.2,69.2863616943359
86.3,66.9063415527344
86.4,69.3511734008789
86.5,77.4297866821289
86.6,94.5394134521484
86.7,122.625205993652
86.8,157.07698059082
86.9,200.381637573242
87,262.626129150391
87.1,378.275451660156
87.2,769.520874023438
87.3,1551.17602539062
87.4,2364.251953125
87.5,1958.0400390625
87.6,1103.42053222656
87.7,684.324768066406
87.8,420.906555175781
87.9,268.694580078125
88,191.66828918457
88.1,148.638046264648
88.2,122.141586303711
88.3,97.4523620605469
88.4,78.0370254516602
88.5,66.9880523681641
88.6,63.8698768615723
88.7,67.5812835693359
88.8,75.1170196533203
88.9,73.6463165283203
89,67.3934097290039
89.1,60.933032989502
89.2,57.8804817199707
89.3,59.5751762390137
89.4,59.2879257202148
89.5,55.9466133117676
89.6,51.1513404846191
89.7,47.8761444091797
89.8,46.2194366455078
89.9,45.4570693969727
90,44.0989151000977
90.1,41.8509864807129
90.2,39.3563499450684
90.3,36.7257232666016
90.4,33.4801330566406
90.5,31.5258464813232
90.6,30.8856163024902
90.7,30.6104259490967
90.8,30.6783008575439
90.9,31.3123683929443
91,31.6312427520752
91.1,31.1062927246094
91.2,29.8672485351562
91.3,26.9928741455078
91.4,23.7817153930664
91.5,20.6158237457275
91.6,18.066276550293
91.7,16.5903911590576
91.8,17.1966533660889
91.9,18.1548690795898
92,18.7581024169922
92.1,19.0878486633301
92.2,19.8043231964111
92.3,21.3282623291016
92.4,22.9087619781494
92.5,24.3748931884766
92.6,25.3775539398193
92.7,25.8651447296143
92.8,26.9712963104248
92.9,28.1851902008057
93,29.3573818206787
93.1,30.3640251159668
93.2,31.2274589538574
93.3,33.9818420410156
93.4,36.3304481506348
93.5,38.4755821228027
93.6,40.0251693725586
93.7,40.7258529663086
93.8,46.3398818969727
93.9,59.5426139831543
94,80.1971282958984
94.1,106.411155700684
94.2,136.127746582031
94.3,163.731033325195
94.4,247.990966796875
94.5,709.036315917969
94.6,596.9248046875
94.7,203.057083129883
94.8,128.736633300781
94.9,96.5294494628906
95,79.735725402832
95.1,69.9829864501953
95.2,62.7625389099121
95.3,57.3800811767578
95.4,55.1406211853027
95.5,54.6996917724609
95.6,56.1139259338379
95.7,58.9466285705566
95.8,59.3578720092773
95.9,53.4564933776855
96,45.8165016174316
96.1,38.7559623718262
96.2,33.4392471313477
96.3,30.5856876373291
96.4,28.1762714385986
