Time,ECEF_position_Z
489.38,4491001.71
489.52,4491004.47
489.63,4491007.26
489.77,4491010.07
489.88,4491012.9
490.02,4491015.73
490.13,4491018.52
490.27,4491021.21
490.38,4491023.86
490.52,4491026.45
490.63,4491029.08
490.77,4491031.71
490.88,4491034.16
491.02,4491036.48
491.13,4491038.71
491.27,4491040.83
491.38,4491042.85
491.52,4491044.81
491.63,4491046.6
491.77,4491048.33
491.88,4491050.08
492.02,4491051.57
492.13,4491052.96
492.27,4491054.29
492.38,4491055.34
492.52,4491056.36
492.63,4491057.08
492.77,4491057.84
492.88,4491058.41
493.02,4491058.85
493.13,4491059.2
493.27,4491059.45
493.38,4491059.35
493.52,4491059.14
493.63,4491058.79
493.77,4491058.34
493.88,4491057.75
494.02,4491057.16
494.13,4491056.56
494.27,4491055.86
494.38,4491055.1
494.52,4491054.26
494.63,4491053.38
494.77,4491052.46
494.88,4491051.5
495.02,4491050.56
495.13,4491049.57
495.27,4491048.58
495.38,4491047.55
495.52,4491046.51
495.63,4491045.48
495.77,4491044.44
495.88,4491043.34
496.02,4491042.13
496.13,4491040.82
496.27,4491039.43
496.38,4491037.9
496.52,4491036.25
496.63,4491034.51
496.77,4491032.52
496.88,4491030.56
497.02,4491028.48
497.13,4491026.41
497.27,4491024.38
497.38,4491022.38
497.52,4491020.39
497.63,4491018.39
497.769,4491016.39
497.88,4491014.5
498.019,4491012.6
498.13,4491010.87
498.269,4491009.24
498.38,4491007.87
498.519,4491006.65
498.63,4491005.47
498.769,4491004.43
498.88,4491003.63
499.019,4491003.01
499.13,4491002.59
499.269,4491002.35
499.38,4491002.29
499.519,4491002.39
499.63,4491002.7
499.769,4491003.11
499.88,4491003.74
500.019,4491004.64
500.13,4491005.63
500.269,4491006.75
500.38,4491008.02
500.519,4491009.44
500.63,4491011
500.769,4491012.66
500.88,4491014.42
501.019,4491016.29
501.13,4491018.15
501.269,4491020
501.38,4491021.84
501.519,4491023.61
501.63,4491025.29
501.769,4491026.86
501.88,4491028.29
502.019,4491029.63
502.13,4491030.74
502.269,4491031.73
502.38,4491032.55
502.519,4491033.22
502.63,4491033.68
502.769,4491033.98
502.88,4491034.06
503.019,4491033.81
503.13,4491033.41
503.269,4491032.82
503.38,4491032.11
503.519,4491031.18
503.63,4491030.06
503.769,4491028.73
503.88,4491027.27
504.019,4491025.59
504.13,4491023.88
504.269,4491022.07
504.38,4491020.11
504.519,4491018.1
504.63,4491016.05
504.769,4491013.9
504.88,4491011.74
505.019,4491009.49
505.13,4491007.33
505.269,4491005.1
505.38,4491002.95
505.519,4491000.73
505.63,4490998.53
505.769,4490996.32
505.88,4490994.16
506.019,4490992.03
506.13,4490989.91
506.269,4490987.79
506.38,4490985.68
506.519,4490983.6
506.63,4490981.49
506.769,4490979.33
506.88,4490977.11
507.019,4490974.83
507.13,4490972.48
507.269,4490970.1
507.38,4490967.81
507.519,4490965.6
507.63,4490963.44
507.769,4490961.36
507.88,4490959.32
508.019,4490957.32
508.13,4490955.37
508.269,4490953.49
508.38,4490951.67
508.518,4490949.98
508.63,4490948.34
508.768,4490946.85
508.88,4490945.47
509.018,4490944.3
509.13,4490943.24
509.268,4490942.27
509.38,4490941.45
509.518,4490940.82
509.63,4490940.33
509.768,4490940.12
509.88,4490940.04
510.018,4490940.22
510.13,4490940.63
510.268,4490941.22
510.38,4490941.99
510.518,4490943.02
510.63,4490944.29
510.768,4490945.6
510.88,4490947.01
511.018,4490948.47
511.13,4490950.13
511.268,4490951.85
511.38,4490953.65
511.518,4490955.51
511.63,4490957.4
511.768,4490959.37
511.88,4490961.43
512.018,4490963.54
512.13,4490965.7
512.268,4490967.92
512.38,4490970.19
512.518,4490972.48
512.63,4490974.8
512.768,4490977.14
512.88,4490979.45
513.018,4490981.84
513.13,4490984.11
513.268,4490986.33
513.38,4490988.49
513.518,4490990.51
513.63,4490992.33
513.768,4490993.98
513.88,4490995.33
514.018,4490996.62
514.13,4490997.67
514.268,4490998.53
514.38,4490999.21
514.518,4490999.69
514.63,4490999.89
514.768,4490999.89
514.88,4490999.71
515.018,4490999.38
515.13,4490998.88
515.268,4490998.13
515.38,4490997.19
515.518,4490996.14
515.63,4490994.86
515.768,4490993.51
515.88,4490991.94
516.018,4490990.27
516.13,4490988.5
516.268,4490986.63
516.38,4490984.72
516.518,4490982.75
516.63,4490980.71
516.768,4490978.63
516.88,4490976.48
517.018,4490974.25
517.13,4490971.95
517.268,4490969.63
517.38,4490967.35
517.518,4490965.19
517.63,4490963.04
517.768,4490960.94
517.88,4490958.9
518.018,4490956.92
518.13,4490954.98
518.268,4490953.09
518.38,4490951.22
518.518,4490949.41
518.63,4490947.7
518.768,4490946.04
518.88,4490944.53
519.017,4490943.3
519.13,4490942.08
519.267,4490941.03
519.38,4490940.2
519.517,4490939.49
519.63,4490939.06
519.767,4490938.76
519.88,4490938.73
520.017,4490938.89
520.13,4490939.16
520.267,4490939.66
520.38,4490940.33
520.517,4490941.18
520.63,4490942.19
520.767,4490943.28
520.88,4490944.59
521.017,4490946.07
521.13,4490947.59
521.267,4490949.25
521.38,4490951
521.517,4490952.77
521.63,4490954.62
521.767,4490956.36
521.88,4490957.94
522.017,4490959.47
522.13,4490960.87
522.267,4490962.08
522.38,4490963.06
522.517,4490963.95
522.63,4490964.58
522.767,4490965.03
522.88,4490965.18
523.017,4490965.16
523.13,4490964.89
523.267,4490964.38
523.38,4490963.64
523.517,4490962.76
523.63,4490961.73
523.767,4490960.55
523.88,4490959.23
524.017,4490957.8
524.13,4490956.28
524.267,4490954.67
524.38,4490952.97
524.517,4490951.22
524.63,4490949.36
524.767,4490947.47
524.88,4490945.51
525.017,4490943.44
525.13,4490941.33
525.267,4490939.19
525.38,4490937.1
525.517,4490935.1
525.63,4490933.14
525.767,4490931.28
525.88,4490929.5
526.017,4490927.9
526.13,4490926.41
526.267,4490925.13
526.38,4490923.93
526.517,4490922.91
526.63,4490922.04
526.767,4490921.21
526.88,4490920.48
527.017,4490919.81
527.13,4490919.14
527.267,4490918.44
527.38,4490917.63
527.517,4490916.77
527.63,4490915.77
527.767,4490914.69
527.88,4490913.59
528.017,4490912.37
528.13,4490911.06
528.267,4490909.7
528.38,4490908.3
528.517,4490906.85
528.63,4490905.35
528.767,4490903.97
528.88,4490902.55
529.017,4490901.21
529.13,4490900.06
529.267,4490898.92
529.38,4490897.89
529.517,4490897.05
529.63,4490896.52
529.766,4490895.99
529.88,4490895.67
530.016,4490895.5
530.13,4490895.5
530.266,4490895.66
530.38,4490896.12
530.516,4490896.59
530.63,4490897.23
530.766,4490898.01
530.88,4490898.94
531.016,4490899.99
531.13,4490901.09
531.266,4490902.3
531.38,4490903.6
531.516,4490904.89
531.63,4490906.19
531.766,4490907.4
531.88,4490908.53
532.016,4490909.61
532.13,4490910.71
532.266,4490911.68
532.38,4490912.5
532.516,4490913.19
532.63,4490913.69
532.766,4490914.12
532.88,4490914.33
533.016,4490914.14
533.13,4490913.87
533.266,4490913.44
533.38,4490912.91
533.516,4490912.22
533.63,4490911.51
533.766,4490910.8
533.88,4490910.18
534.016,4490909.7
534.13,4490909.4
534.266,4490909.25
534.38,4490909.29
534.516,4490909.53
534.63,4490910.03
534.766,4490910.69
534.88,4490911.61
535.016,4490912.6
535.13,4490913.72
535.266,4490915.11
535.38,4490916.65
535.516,4490918.33
535.63,4490920.17
535.766,4490922.16
535.88,4490924.23
536.016,4490926.38
536.13,4490928.57
536.266,4490930.81
536.38,4490933.06
536.516,4490935.32
536.63,4490937.63
536.766,4490939.88
536.88,4490942.14
537.016,4490944.47
537.13,4490946.86
537.266,4490949.32
537.38,4490951.77
537.516,4490954.26
537.63,4490956.79
537.766,4490959.31
537.88,4490961.87
538.016,4490964.42
538.13,4490966.98
538.266,4490969.61
538.38,4490972.22
538.516,4490974.86
538.63,4490977.54
538.766,4490980.21
538.88,4490982.9
539.016,4490985.59
539.13,4490988.32
539.266,4490991.05
539.38,4490993.8
