Time,ITOW
489.38,559035750
489.52,559035875
489.63,559036000
489.77,559036125
489.88,559036250
490.02,559036375
490.13,559036500
490.27,559036625
490.38,559036750
490.52,559036875
490.63,559037000
490.77,559037125
490.88,559037250
491.02,559037375
491.13,559037500
491.27,559037625
491.38,559037750
491.52,559037875
491.63,559038000
491.77,559038125
491.88,559038250
492.02,559038375
492.13,559038500
492.27,559038625
492.38,559038750
492.52,559038875
492.63,559039000
492.77,559039125
492.88,559039250
493.02,559039375
493.13,559039500
493.27,559039625
493.38,559039750
493.52,559039875
493.63,559040000
493.77,559040125
493.88,559040250
494.02,559040375
494.13,559040500
494.27,559040625
494.38,559040750
494.52,559040875
494.63,559041000
494.77,559041125
494.88,559041250
495.02,559041375
495.13,559041500
495.27,559041625
495.38,559041750
495.52,559041875
495.63,559042000
495.77,559042125
495.88,559042250
496.02,559042375
496.13,559042500
496.27,559042625
496.38,559042750
496.52,559042875
496.63,559043000
496.77,559043125
496.88,559043250
497.02,559043375
497.13,559043500
497.27,559043625
497.38,559043750
497.52,559043875
497.63,559044000
497.769,559044125
497.88,559044250
498.019,559044375
498.13,559044500
498.269,559044625
498.38,559044750
498.519,559044875
498.63,559045000
498.769,559045125
498.88,559045250
499.019,559045375
499.13,559045500
499.269,559045625
499.38,559045750
499.519,559045875
499.63,559046000
499.769,559046125
499.88,559046250
500.019,559046375
500.13,559046500
500.269,559046625
500.38,559046750
500.519,559046875
500.63,559047000
500.769,559047125
500.88,559047250
501.019,559047375
501.13,559047500
501.269,559047625
501.38,559047750
501.519,559047875
501.63,559048000
501.769,559048125
501.88,559048250
502.019,559048375
502.13,559048500
502.269,559048625
502.38,559048750
502.519,559048875
502.63,559049000
502.769,559049125
502.88,559049250
503.019,559049375
503.13,559049500
503.269,559049625
503.38,559049750
503.519,559049875
503.63,559050000
503.769,559050125
503.88,559050250
504.019,559050375
504.13,559050500
504.269,559050625
504.38,559050750
504.519,559050875
504.63,559051000
504.769,559051125
504.88,559051250
505.019,559051375
505.13,559051500
505.269,559051625
505.38,559051750
505.519,559051875
505.63,559052000
505.769,559052125
505.88,559052250
506.019,559052375
506.13,559052500
506.269,559052625
506.38,559052750
506.519,559052875
506.63,559053000
506.769,559053125
506.88,559053250
507.019,559053375
507.13,559053500
507.269,559053625
507.38,559053750
507.519,559053875
507.63,559054000
507.769,559054125
507.88,559054250
508.019,559054375
508.13,559054500
508.269,559054625
508.38,559054750
508.518,559054875
508.63,559055000
508.768,559055125
508.88,559055250
509.018,559055375
509.13,559055500
509.268,559055625
509.38,559055750
509.518,559055875
509.63,559056000
509.768,559056125
509.88,559056250
510.018,559056375
510.13,559056500
510.268,559056625
510.38,559056750
510.518,559056875
510.63,559057000
510.768,559057125
510.88,559057250
511.018,559057375
511.13,559057500
511.268,559057625
511.38,559057750
511.518,559057875
511.63,559058000
511.768,559058125
511.88,559058250
512.018,559058375
512.13,559058500
512.268,559058625
512.38,559058750
512.518,559058875
512.63,559059000
512.768,559059125
512.88,559059250
513.018,559059375
513.13,559059500
513.268,559059625
513.38,559059750
513.518,559059875
513.63,559060000
513.768,559060125
513.88,559060250
514.018,559060375
514.13,559060500
514.268,559060625
514.38,559060750
514.518,559060875
514.63,559061000
514.768,559061125
514.88,559061250
515.018,559061375
515.13,559061500
515.268,559061625
515.38,559061750
515.518,559061875
515.63,559062000
515.768,559062125
515.88,559062250
516.018,559062375
516.13,559062500
516.268,559062625
516.38,559062750
516.518,559062875
516.63,559063000
516.768,559063125
516.88,559063250
517.018,559063375
517.13,559063500
517.268,559063625
517.38,559063750
517.518,559063875
517.63,559064000
517.768,559064125
517.88,559064250
518.018,559064375
518.13,559064500
518.268,559064625
518.38,559064750
518.518,559064875
518.63,559065000
518.768,559065125
518.88,559065250
519.017,559065375
519.13,559065500
519.267,559065625
519.38,559065750
519.517,559065875
519.63,559066000
519.767,559066125
519.88,559066250
520.017,559066375
520.13,559066500
520.267,559066625
520.38,559066750
520.517,559066875
520.63,559067000
520.767,559067125
520.88,559067250
521.017,559067375
521.13,559067500
521.267,559067625
521.38,559067750
521.517,559067875
521.63,559068000
521.767,559068125
521.88,559068250
522.017,559068375
522.13,559068500
522.267,559068625
522.38,559068750
522.517,559068875
522.63,559069000
522.767,559069125
522.88,559069250
523.017,559069375
523.13,559069500
523.267,559069625
523.38,559069750
523.517,559069875
523.63,559070000
523.767,559070125
523.88,559070250
524.017,559070375
524.13,559070500
524.267,559070625
524.38,559070750
524.517,559070875
524.63,559071000
524.767,559071125
524.88,559071250
525.017,559071375
525.13,559071500
525.267,559071625
525.38,559071750
525.517,559071875
525.63,559072000
525.767,559072125
525.88,559072250
526.017,559072375
526.13,559072500
526.267,559072625
526.38,559072750
526.517,559072875
526.63,559073000
526.767,559073125
526.88,559073250
527.017,559073375
527.13,559073500
527.267,559073625
527.38,559073750
527.517,559073875
527.63,559074000
527.767,559074125
527.88,559074250
528.017,559074375
528.13,559074500
528.267,559074625
528.38,559074750
528.517,559074875
528.63,559075000
528.767,559075125
528.88,559075250
529.017,559075375
529.13,559075500
529.267,559075625
529.38,559075750
529.517,559075875
529.63,559076000
529.766,559076125
529.88,559076250
530.016,559076375
530.13,559076500
530.266,559076625
530.38,559076750
530.516,559076875
530.63,559077000
530.766,559077125
530.88,559077250
531.016,559077375
531.13,559077500
531.266,559077625
531.38,559077750
531.516,559077875
531.63,559078000
531.766,559078125
531.88,559078250
532.016,559078375
532.13,559078500
532.266,559078625
532.38,559078750
532.516,559078875
532.63,559079000
532.766,559079125
532.88,559079250
533.016,559079375
533.13,559079500
533.266,559079625
533.38,559079750
533.516,559079875
533.63,559080000
533.766,559080125
533.88,559080250
534.016,559080375
534.13,559080500
534.266,559080625
534.38,559080750
534.516,559080875
534.63,559081000
534.766,559081125
534.88,559081250
535.016,559081375
535.13,559081500
535.266,559081625
535.38,559081750
535.516,559081875
535.63,559082000
535.766,559082125
535.88,559082250
536.016,559082375
536.13,559082500
536.266,559082625
536.38,559082750
536.516,559082875
536.63,559083000
536.766,559083125
536.88,559083250
537.016,559083375
537.13,559083500
537.266,559083625
537.38,559083750
537.516,559083875
537.63,559084000
537.766,559084125
537.88,559084250
538.016,559084375
538.13,559084500
538.266,559084625
538.38,559084750
538.516,559084875
538.63,559085000
538.766,559085125
538.88,559085250
539.016,559085375
539.13,559085500
539.266,559085625
539.38,559085750
