Time,ECEF_velocity_Y
489.38,1.49
489.52,1.59
489.63,1.63
489.77,1.89
489.88,1.68
490.02,1.7
490.13,1.65
490.27,1.89
490.38,2.1
490.52,2.46
490.63,2.74
490.77,3.23
490.88,4.08
491.02,5.8
491.13,7.42
491.27,9.6
491.38,11.52
491.52,13.12
491.63,15.01
491.77,16.74
491.88,18.62
492.02,20.09
492.13,21.83
492.27,23.06
492.38,23.41
492.52,24.57
492.63,25.39
492.77,25.94
492.88,26.6
493.02,27.51
493.13,28.01
493.27,28.95
493.38,29.46
493.52,29.68
493.63,29.98
493.77,30.24
493.88,30.3
494.02,30.57
494.13,30.49
494.27,30.73
494.38,30.88
494.52,30.91
494.63,31.03
494.77,31.22
494.88,31.19
495.02,30.86
495.13,30.63
495.27,30.04
495.38,29.26
495.52,28.83
495.63,28.34
495.77,27.88
495.88,27.35
496.02,27.16
496.13,26.19
496.27,24.75
496.38,23.34
496.52,21.92
496.63,20.79
496.77,19.1
496.88,17.8
497.02,15.96
497.13,14.11
497.27,12.28
497.38,10.35
497.52,8.23
497.63,6.27
497.769,3.66
497.88,2.62
498.019,0.46
498.13,-1.63
498.269,-3.6
498.38,-5.73
498.519,-7.91
498.63,-9.77
498.769,-11.88
498.88,-13.8
499.019,-15.5
499.13,-17.03
499.269,-18.43
499.38,-19.61
499.519,-20.6
499.63,-21.44
499.769,-21.97
499.88,-22.24
500.019,-22.23
500.13,-22.04
500.269,-21.83
500.38,-21.23
500.519,-20.83
500.63,-20.24
500.769,-19.75
500.88,-19.27
501.019,-18.9
501.13,-19.04
501.269,-19.56
501.38,-20.23
501.519,-21.14
501.63,-22.06
501.769,-23.16
501.88,-24.06
502.019,-25.04
502.13,-25.65
502.269,-25.52
502.38,-25.26
502.519,-24.8
502.63,-24.27
502.769,-23.45
502.88,-22.61
503.019,-22.02
503.13,-21.68
503.269,-20.8
503.38,-19.23
503.519,-18.16
503.63,-16.94
503.769,-15.83
503.88,-13.32
504.019,-12.05
504.13,-9.71
504.269,-7.89
504.38,-5.13
504.519,-3.04
504.63,-1
504.769,0.02
504.88,0.34
505.019,0.13
505.13,0.3
505.269,-1.17
505.38,-2.38
505.519,-3.6
505.63,-4.69
505.769,-5.79
505.88,-7.18
506.019,-8.66
506.13,-9.69
506.269,-10.48
506.38,-11.62
506.519,-12.29
506.63,-12.52
506.769,-12.43
506.88,-11.81
507.019,-10.96
507.13,-9.96
507.269,-8.92
507.38,-8.01
507.519,-7.38
507.63,-6.74
507.769,-5.89
507.88,-4.78
508.019,-3.6
508.13,-1.83
508.269,-0.39
508.38,1.2
508.518,2.91
508.63,4.38
508.768,5.9
508.88,7.59
509.018,9.33
509.13,11.13
509.268,12.56
509.38,13.95
509.518,15.15
509.63,16.04
509.768,16.42
509.88,16.84
510.018,16.8
510.13,16.57
510.268,15.94
510.38,15.34
510.518,13.97
510.63,12.68
510.768,11.38
510.88,9.88
511.018,8.97
511.13,7.53
511.268,5.59
511.38,4.6
511.518,2.36
511.63,1.92
511.768,-0.07
511.88,-1.38
512.018,-2.11
512.13,-2.29
512.268,-1.97
512.38,-1.34
512.518,-0.5
512.63,0.42
512.768,1.6
512.88,2.35
513.018,4.22
513.13,5.7
513.268,7.62
513.38,9.18
513.518,10.66
513.63,12.49
513.768,14.1
513.88,15.99
514.018,16.9
514.13,18.27
514.268,19.99
514.38,21.26
514.518,22.24
514.63,23.14
514.768,23.79
514.88,24.74
515.018,25.27
515.13,25.38
515.268,25.25
515.38,25
515.518,24.52
515.63,24.22
515.768,23.67
515.88,23.04
516.018,22.56
516.13,22.12
516.268,21.43
516.38,21.22
516.518,20.95
516.63,20.73
516.768,20.39
516.88,19.95
517.018,19.21
517.13,18.31
517.268,17.61
517.38,16.64
517.518,15.78
517.63,14.91
517.768,13.36
517.88,11.75
518.018,10.33
518.13,8.95
518.268,7.12
518.38,5.34
518.518,3.58
518.63,1.84
518.768,-0.02
518.88,-2.12
519.017,-4.77
519.13,-6.61
519.267,-8.3
519.38,-10.01
519.517,-11.61
519.63,-13.34
519.767,-14.38
519.88,-15.19
520.017,-16.03
520.13,-16.61
520.267,-16.5
520.38,-16.46
520.517,-16.11
520.63,-15.54
520.767,-14.84
520.88,-13.88
521.017,-12.51
521.13,-11.4
521.267,-10.44
521.38,-9.31
521.517,-8.77
521.63,-9.23
521.767,-9.85
521.88,-10.6
522.017,-11.14
522.13,-12.08
522.267,-12.9
522.38,-13.74
522.517,-14.07
522.63,-14.44
522.767,-14.93
522.88,-15.27
523.017,-15.46
523.13,-15.79
523.267,-15.22
523.38,-14.88
523.517,-13.47
523.63,-12.27
523.767,-10.98
523.88,-9.42
524.017,-8.34
524.13,-7.1
524.267,-6
524.38,-4.43
524.517,-3.5
524.63,-3.04
524.767,-2.47
524.88,-1.76
525.017,-0.37
525.13,1.49
525.267,3.79
525.38,5.83
525.517,8.18
525.63,10.29
525.767,12.46
525.88,14.73
526.017,17.13
526.13,18.53
526.267,20.37
526.38,21.26
526.517,22.38
526.63,23.42
526.767,24.31
526.88,25.07
527.017,25.51
527.13,24.76
527.267,23.91
527.38,22.81
527.517,21.71
527.63,20.37
527.767,18.88
527.88,17.28
528.017,15.52
528.13,13.17
528.267,10.81
528.38,8.51
528.517,6.27
528.63,3.78
528.767,1.65
528.88,-1.18
529.017,-3.09
529.13,-5.8
529.267,-7.32
529.38,-9.27
529.517,-10.94
529.63,-13.75
529.766,-14.77
529.88,-16.04
530.016,-17.09
530.13,-17.78
530.266,-18.52
530.38,-18.99
530.516,-19.37
530.63,-19.55
530.766,-19.59
530.88,-19.69
531.016,-19.7
531.13,-19.84
531.266,-20.01
531.38,-20.44
531.516,-20.92
531.63,-21.62
531.766,-22.24
531.88,-23.05
532.016,-23.83
532.13,-24.62
532.266,-25.23
532.38,-25.94
532.516,-26.42
532.63,-26.93
532.766,-26.85
532.88,-27.01
533.016,-26.94
533.13,-26.6
533.266,-26.07
533.38,-25.63
533.516,-25.08
533.63,-25.23
533.766,-25.54
533.88,-25.52
534.016,-25.64
534.13,-25.51
534.266,-25.13
534.38,-24.65
534.516,-24.34
534.63,-24.08
534.766,-23.48
534.88,-22.72
535.016,-22.15
535.13,-21.36
535.266,-19.88
535.38,-18.64
535.516,-17.35
535.63,-15.98
535.766,-14.56
535.88,-12.67
536.016,-10.69
536.13,-8.75
536.266,-6.86
536.38,-4.86
536.516,-2.95
536.63,-1.26
536.766,0.23
536.88,0.87
537.016,1.6
537.13,2.14
537.266,2.04
537.38,2.21
537.516,2.14
537.63,2.21
537.766,2.24
537.88,2.14
538.016,2.05
538.13,1.97
538.266,1.86
538.38,1.81
538.516,1.78
538.63,1.63
538.766,1.74
538.88,1.66
539.016,1.69
539.13,1.61
539.266,1.57
539.38,1.6
