Time,N_Satellites
135.416,16
135.553,16
135.666,16
135.803,16
135.916,16
136.053,16
136.166,16
136.303,16
136.416,16
136.553,16
136.666,16
136.803,16
136.916,16
137.053,16
137.166,16
137.303,15
137.416,15
137.553,15
137.666,14
137.803,14
137.916,14
138.053,14
138.166,14
138.303,14
138.416,14
138.553,14
138.666,14
138.803,14
138.916,14
139.053,14
139.166,14
139.303,14
139.416,14
139.553,15
139.666,15
139.803,15
139.916,15
140.053,15
140.166,15
140.303,15
140.416,15
140.553,15
140.666,15
140.803,15
140.916,15
141.053,15
141.166,15
141.303,15
141.416,15
141.553,15
141.666,15
141.803,15
141.916,15
142.053,15
142.166,15
142.303,15
142.416,15
142.553,15
142.666,15
142.803,15
142.916,15
143.053,15
143.166,15
143.303,15
143.416,15
143.553,15
143.666,15
143.803,15
143.916,15
144.053,15
144.166,15
144.303,15
144.416,15
144.553,15
144.666,15
144.803,15
144.916,15
145.052,15
145.166,15
145.302,15
145.416,15
145.552,15
145.666,15
145.802,15
145.916,15
146.052,15
146.166,15
146.302,15
146.416,15
146.552,15
146.666,15
146.802,15
146.916,15
147.052,15
147.166,15
147.302,15
147.416,16
147.552,16
147.666,16
147.802,16
147.916,16
148.052,16
148.166,16
148.302,16
148.416,16
148.552,16
148.666,16
148.802,16
148.916,16
149.052,16
149.166,16
149.302,16
149.416,16
149.552,16
149.666,15
149.802,15
149.916,15
150.052,15
150.166,15
150.302,15
150.416,15
150.552,15
150.666,15
150.802,15
150.916,15
151.052,15
151.166,15
151.302,15
151.416,16
151.552,16
151.666,16
151.802,16
151.916,16
152.052,16
152.166,16
152.302,16
152.416,16
152.552,16
152.666,16
152.802,16
152.916,16
153.052,16
153.166,16
153.302,16
153.416,16
153.552,16
153.666,16
153.802,16
153.916,16
154.052,16
154.166,16
154.302,16
154.416,16
154.552,16
154.666,16
154.802,16
154.916,16
155.052,16
155.166,15
155.302,15
155.416,15
155.552,15
155.666,15
155.801,15
155.916,15
156.051,15
156.166,15
156.301,15
156.416,15
156.551,15
156.666,16
156.801,15
156.916,16
157.051,16
157.166,16
157.301,16
157.416,16
157.551,16
157.666,16
157.801,15
157.916,16
158.051,16
158.166,16
158.301,16
158.416,16
158.551,16
158.666,16
158.801,16
158.916,16
159.051,16
159.166,16
159.301,16
159.416,16
159.551,16
159.666,16
159.801,16
159.916,16
160.051,16
160.166,15
160.301,15
160.416,15
160.551,15
160.666,15
160.801,15
160.916,14
161.051,15
161.166,15
161.301,15
161.416,15
161.551,15
161.666,15
161.801,15
161.916,15
162.051,15
162.166,15
162.301,15
162.416,15
162.551,15
162.666,15
162.801,15
162.916,15
163.051,15
163.166,15
163.301,15
163.416,15
163.551,15
163.666,15
163.801,15
163.916,15
164.051,15
164.166,15
164.301,15
164.416,15
164.551,15
164.666,15
164.801,15
164.916,15
165.051,15
165.166,15
165.301,15
165.416,15
165.551,15
165.666,15
165.801,15
165.916,15
166.051,15
166.166,15
166.301,15
166.416,15
166.551,15
166.666,15
166.8,15
166.916,15
167.05,14
167.166,15
167.3,15
167.416,15
167.55,15
167.666,15
167.8,15
167.916,15
168.05,16
168.166,16
168.3,16
168.416,16
168.55,16
168.666,16
168.8,16
168.916,16
169.05,16
169.166,16
169.3,16
169.416,16
169.55,16
169.666,16
169.8,16
169.916,16
170.05,16
170.166,16
170.3,16
170.416,16
170.55,16
170.666,16
170.8,16
170.916,16
171.05,15
171.166,15
171.3,15
171.416,15
171.55,15
171.666,15
171.8,15
171.916,15
172.05,15
172.166,15
172.3,15
172.416,15
172.55,15
172.666,16
172.8,16
172.916,16
173.05,16
173.166,16
173.3,16
173.416,16
173.55,16
173.666,16
173.8,16
173.916,16
174.05,16
174.166,16
174.3,16
174.416,16
174.55,16
174.666,16
174.8,16
174.916,16
175.05,16
175.166,16
175.3,16
175.416,16
175.55,16
175.666,16
175.8,16
175.916,16
176.05,16
176.166,16
176.3,16
176.416,16
176.55,16
176.666,16
176.8,16
176.916,16
177.05,16
177.166,16
177.299,16
177.416,16
177.549,16
177.666,16
177.799,16
177.916,16
178.049,16
178.166,16
178.299,16
178.416,16
178.549,16
178.666,16
178.799,16
178.916,16
179.049,16
179.166,16
179.299,16
179.416,15
179.549,16
179.666,16
179.799,16
179.916,16
180.049,16
180.166,16
180.299,16
180.416,16
180.549,16
180.666,16
180.799,16
180.916,16
181.049,16
181.166,16
181.299,16
181.416,16
181.549,16
181.666,16
181.799,16
181.916,16
182.049,16
182.166,16
182.299,16
182.416,16
182.549,16
182.666,16
182.799,16
182.916,16
183.049,16
183.166,16
183.299,16
183.416,16
183.549,16
183.666,16
183.799,16
183.916,16
184.049,16
184.166,16
184.299,16
184.416,16
184.549,16
184.666,16
184.799,16
184.916,16
185.049,16
185.166,15
185.299,15
185.416,15
185.549,15
185.666,15
185.799,14
185.916,16
186.049,16
186.166,16
186.299,16
186.416,15
186.549,16
186.666,16
186.799,16
186.916,15
187.049,15
187.166,16
187.299,16
