Time,Week_N
135.416,1880
135.553,1880
135.666,1880
135.803,1880
135.916,1880
136.053,1880
136.166,1880
136.303,1880
136.416,1880
136.553,1880
136.666,1880
136.803,1880
136.916,1880
137.053,1880
137.166,1880
137.303,1880
137.416,1880
137.553,1880
137.666,1880
137.803,1880
137.916,1880
138.053,1880
138.166,1880
138.303,1880
138.416,1880
138.553,1880
138.666,1880
138.803,1880
138.916,1880
139.053,1880
139.166,1880
139.303,1880
139.416,1880
139.553,1880
139.666,1880
139.803,1880
139.916,1880
140.053,1880
140.166,1880
140.303,1880
140.416,1880
140.553,1880
140.666,1880
140.803,1880
140.916,1880
141.053,1880
141.166,1880
141.303,1880
141.416,1880
141.553,1880
141.666,1880
141.803,1880
141.916,1880
142.053,1880
142.166,1880
142.303,1880
142.416,1880
142.553,1880
142.666,1880
142.803,1880
142.916,1880
143.053,1880
143.166,1880
143.303,1880
143.416,1880
143.553,1880
143.666,1880
143.803,1880
143.916,1880
144.053,1880
144.166,1880
144.303,1880
144.416,1880
144.553,1880
144.666,1880
144.803,1880
144.916,1880
145.052,1880
145.166,1880
145.302,1880
145.416,1880
145.552,1880
145.666,1880
145.802,1880
145.916,1880
146.052,1880
146.166,1880
146.302,1880
146.416,1880
146.552,1880
146.666,1880
146.802,1880
146.916,1880
147.052,1880
147.166,1880
147.302,1880
147.416,1880
147.552,1880
147.666,1880
147.802,1880
147.916,1880
148.052,1880
148.166,1880
148.302,1880
148.416,1880
148.552,1880
148.666,1880
148.802,1880
148.916,1880
149.052,1880
149.166,1880
149.302,1880
149.416,1880
149.552,1880
149.666,1880
149.802,1880
149.916,1880
150.052,1880
150.166,1880
150.302,1880
150.416,1880
150.552,1880
150.666,1880
150.802,1880
150.916,1880
151.052,1880
151.166,1880
151.302,1880
151.416,1880
151.552,1880
151.666,1880
151.802,1880
151.916,1880
152.052,1880
152.166,1880
152.302,1880
152.416,1880
152.552,1880
152.666,1880
152.802,1880
152.916,1880
153.052,1880
153.166,1880
153.302,1880
153.416,1880
153.552,1880
153.666,1880
153.802,1880
153.916,1880
154.052,1880
154.166,1880
154.302,1880
154.416,1880
154.552,1880
154.666,1880
154.802,1880
154.916,1880
155.052,1880
155.166,1880
155.302,1880
155.416,1880
155.552,1880
155.666,1880
155.801,1880
155.916,1880
156.051,1880
156.166,1880
156.301,1880
156.416,1880
156.551,1880
156.666,1880
156.801,1880
156.916,1880
157.051,1880
157.166,1880
157.301,1880
157.416,1880
157.551,1880
157.666,1880
157.801,1880
157.916,1880
158.051,1880
158.166,1880
158.301,1880
158.416,1880
158.551,1880
158.666,1880
158.801,1880
158.916,1880
159.051,1880
159.166,1880
159.301,1880
159.416,1880
159.551,1880
159.666,1880
159.801,1880
159.916,1880
160.051,1880
160.166,1880
160.301,1880
160.416,1880
160.551,1880
160.666,1880
160.801,1880
160.916,1880
161.051,1880
161.166,1880
161.301,1880
161.416,1880
161.551,1880
161.666,1880
161.801,1880
161.916,1880
162.051,1880
162.166,1880
162.301,1880
162.416,1880
162.551,1880
162.666,1880
162.801,1880
162.916,1880
163.051,1880
163.166,1880
163.301,1880
163.416,1880
163.551,1880
163.666,1880
163.801,1880
163.916,1880
164.051,1880
164.166,1880
164.301,1880
164.416,1880
164.551,1880
164.666,1880
164.801,1880
164.916,1880
165.051,1880
165.166,1880
165.301,1880
165.416,1880
165.551,1880
165.666,1880
165.801,1880
165.916,1880
166.051,1880
166.166,1880
166.301,1880
166.416,1880
166.551,1880
166.666,1880
166.8,1880
166.916,1880
167.05,1880
167.166,1880
167.3,1880
167.416,1880
167.55,1880
167.666,1880
167.8,1880
167.916,1880
168.05,1880
168.166,1880
168.3,1880
168.416,1880
168.55,1880
168.666,1880
168.8,1880
168.916,1880
169.05,1880
169.166,1880
169.3,1880
169.416,1880
169.55,1880
169.666,1880
169.8,1880
169.916,1880
170.05,1880
170.166,1880
170.3,1880
170.416,1880
170.55,1880
170.666,1880
170.8,1880
170.916,1880
171.05,1880
171.166,1880
171.3,1880
171.416,1880
171.55,1880
171.666,1880
171.8,1880
171.916,1880
172.05,1880
172.166,1880
172.3,1880
172.416,1880
172.55,1880
172.666,1880
172.8,1880
172.916,1880
173.05,1880
173.166,1880
173.3,1880
173.416,1880
173.55,1880
173.666,1880
173.8,1880
173.916,1880
174.05,1880
174.166,1880
174.3,1880
174.416,1880
174.55,1880
174.666,1880
174.8,1880
174.916,1880
175.05,1880
175.166,1880
175.3,1880
175.416,1880
175.55,1880
175.666,1880
175.8,1880
175.916,1880
176.05,1880
176.166,1880
176.3,1880
176.416,1880
176.55,1880
176.666,1880
176.8,1880
176.916,1880
177.05,1880
177.166,1880
177.299,1880
177.416,1880
177.549,1880
177.666,1880
177.799,1880
177.916,1880
178.049,1880
178.166,1880
178.299,1880
178.416,1880
178.549,1880
178.666,1880
178.799,1880
178.916,1880
179.049,1880
179.166,1880
179.299,1880
179.416,1880
179.549,1880
179.666,1880
179.799,1880
179.916,1880
180.049,1880
180.166,1880
180.299,1880
180.416,1880
180.549,1880
180.666,1880
180.799,1880
180.916,1880
181.049,1880
181.166,1880
181.299,1880
181.416,1880
181.549,1880
181.666,1880
181.799,1880
181.916,1880
182.049,1880
182.166,1880
182.299,1880
182.416,1880
182.549,1880
182.666,1880
182.799,1880
182.916,1880
183.049,1880
183.166,1880
183.299,1880
183.416,1880
183.549,1880
183.666,1880
183.799,1880
183.916,1880
184.049,1880
184.166,1880
184.299,1880
184.416,1880
184.549,1880
184.666,1880
184.799,1880
184.916,1880
185.049,1880
185.166,1880
185.299,1880
185.416,1880
185.549,1880
185.666,1880
185.799,1880
185.916,1880
186.049,1880
186.166,1880
186.299,1880
186.416,1880
186.549,1880
186.666,1880
186.799,1880
186.916,1880
187.049,1880
187.166,1880
187.299,1880
