Time,GPS_LonAcc
238.5,0.114005371928215
238.6,0.0934451222419739
238.7,0.0944541990756989
238.8,0.129204452037811
238.9,0.162448063492775
239,0.143706038594246
239.1,0.0896748453378677
239.2,0.0185607019811869
239.3,-0.0435777567327023
239.4,-0.0521980971097946
239.5,-0.0526587478816509
239.6,-0.0673437938094139
239.7,-0.0982760861515999
239.8,-0.136261686682701
239.9,-0.167671486735344
240,-0.148867577314377
240.1,-0.0838962942361832
240.2,0.00813276413828135
240.3,0.0918633714318275
240.4,0.0973340794444084
240.5,0.0718970969319344
240.6,0.0714376494288445
240.7,0.0946116670966148
240.8,0.113295219838619
240.9,0.080404244363308
241,0.042173195630312
241.1,0.0130627295002341
241.2,-0.000768063124269247
241.3,-0.000243140195379965
241.4,0.0023723526392132
241.5,-0.0119729712605476
241.6,-0.025175504386425
241.7,-0.0280894078314304
241.8,-0.0154897226020694
241.9,0.0229635331779718
242,0.0682856738567352
242.1,0.0959453359246254
242.2,0.102675296366215
242.3,0.0970714762806892
242.4,0.0982914641499519
242.5,0.108957797288895
242.6,0.120552748441696
242.7,0.127687484025955
242.8,0.127493530511856
242.9,0.1280218064785
243,0.123063266277313
243.1,0.111419633030891
243.2,0.0935139656066895
243.3,0.072230264544487
243.4,0.0578351579606533
243.5,0.0505305714905262
243.6,0.0338941030204296
243.7,0.0121065387502313
243.8,-0.00236613466404378
243.9,0.00535777164623141
244,0.0214502923190594
244.1,0.0302485451102257
244.2,0.0203686486929655
244.3,-0.0132187576964498
244.4,-0.0529960654675961
244.5,-0.0791971534490585
244.6,-0.0844683647155762
244.7,-0.0690911039710045
244.8,-0.042464654892683
244.9,-0.0420162305235863
245,-0.105796478688717
245.1,-0.22899366915226
245.2,-0.386535286903381
245.3,-0.536442399024963
245.4,-0.617148518562317
245.5,-0.639373123645782
245.6,-0.635554134845734
245.7,-0.634943604469299
245.8,-0.66373074054718
245.9,-0.710370421409607
246,-0.691427707672119
246.1,-0.628173172473907
246.2,-0.55357563495636
246.3,-0.505088448524475
246.4,-0.476958513259888
246.5,-0.457873612642288
246.6,-0.443767756223679
246.7,-0.418570578098297
246.8,-0.365262538194656
246.9,-0.287877261638641
247,-0.190104797482491
247.1,-0.0860220491886139
247.2,0.0251088440418243
