Time,ECEF_velocity_Y
238.544,1.34
238.666,1.43
238.794,1.75
238.916,1.4
239.044,1.35
239.166,1.9
239.294,2.14
239.416,1.82
239.544,2.19
239.666,2.65
239.794,3.41
239.916,4.25
240.044,4.65
240.166,7.21
240.294,9.52
240.416,11.26
240.544,12.95
240.666,14.95
240.794,16.75
240.916,18.54
241.044,19.92
241.166,22.07
241.293,23.46
241.416,24.76
241.543,25.78
241.666,26.86
241.793,27.77
241.916,28.69
242.043,29.48
242.166,30.02
242.293,30.51
242.416,30.88
242.543,31.21
242.666,31.25
242.793,31.58
242.916,31.54
243.043,31.78
243.166,31.77
243.293,31.93
243.416,31.91
243.543,31.96
243.666,32.05
243.793,31.82
243.916,31.89
244.043,31.9
244.166,31.81
244.293,31.71
244.416,31.47
244.543,31.01
244.666,30.44
244.793,29.81
244.916,29.05
245.043,28.16
245.166,26.85
245.293,25.09
245.416,23.59
245.543,21.85
245.666,19.56
245.793,18.28
245.916,16.24
246.043,13.83
246.166,11.68
246.293,9.62
246.416,7.32
246.543,4.63
246.666,2.37
246.793,-0.19
246.916,-2.06
247.043,-4.02
247.166,-6.1
247.293,-8.19
247.416,-10.48
247.543,-12.13
247.666,-13.76
247.793,-16.39
247.916,-18.12
248.043,-19.44
248.166,-20.51
248.293,-21.51
248.416,-22.38
248.543,-22.79
248.666,-22.95
248.793,-22.85
248.916,-22.65
249.043,-22.25
249.166,-21.71
249.293,-21.38
249.416,-20.74
249.543,-19.99
249.666,-19.79
249.793,-19.43
249.916,-19.46
250.043,-19.87
250.166,-20.51
250.293,-21.28
250.416,-22.35
250.543,-23.18
250.666,-24.13
250.793,-24.33
250.916,-24.52
251.043,-24.39
251.166,-24.19
251.293,-23.66
251.416,-23.18
251.543,-22.41
251.666,-21.72
251.793,-20.84
251.916,-20
252.042,-19.28
252.166,-18.19
252.292,-17.38
252.416,-15.81
252.542,-15.22
252.666,-13.67
252.792,-11.39
252.916,-9.7
253.042,-7.6
253.166,-5.55
253.292,-3.01
253.416,-1.05
253.542,0.14
253.666,0.62
253.792,0.39
253.916,-0.06
254.042,-1.44
254.166,-2.48
254.292,-3.37
254.416,-4.77
254.542,-5.95
254.666,-7.25
254.792,-8.31
254.916,-9.52
255.042,-10.65
255.166,-11.65
255.292,-12.4
255.416,-12.69
255.542,-12.62
255.666,-12.18
255.792,-11.3
255.916,-10.47
256.042,-9.36
256.166,-8.7
256.292,-7.94
256.416,-7.13
256.542,-6.03
256.666,-4.63
256.792,-3.61
256.916,-1.53
257.042,0.07
257.166,1.96
257.292,3.62
257.416,4.96
257.542,6.08
257.666,8.32
257.792,9.55
257.916,11.03
258.042,12.45
258.166,13.64
258.292,14.57
258.416,15.05
258.542,15.53
258.666,15.74
258.792,15.69
258.916,15.65
259.042,14.94
259.166,14.29
259.292,13.35
259.416,12.48
259.542,11.45
259.666,10.23
259.792,8.63
259.916,7.24
260.042,5.96
260.166,4.41
260.292,3.01
260.416,1.81
260.542,0.44
260.666,-0.29
260.792,-0.74
260.916,-0.9
261.042,-0.7
261.166,-0.57
261.292,0.03
261.416,0.8
261.542,1.71
261.666,3.27
261.792,5.05
261.916,6.78
262.042,8.35
262.166,9.94
262.292,11.3
262.416,12.21
262.542,14.19
262.666,15
262.791,16.83
262.916,18.59
263.041,20.13
263.166,21.52
263.291,22.63
263.416,23.51
263.541,24.2
263.666,24.66
263.791,25.43
263.916,25.43
264.041,25.18
264.166,24.8
264.291,24.43
264.416,23.88
264.541,23.25
264.666,22.42
264.791,22.31
264.916,21.85
265.041,21.41
265.166,21.13
265.291,20.6
265.416,20.37
265.541,19.81
265.666,19.26
265.791,18.44
265.916,17.64
266.041,17
266.166,16.2
266.291,15.46
266.416,14.63
266.541,13.19
266.666,11.65
266.791,10.31
266.916,7.85
267.041,6.63
267.166,4.88
267.291,2.99
267.416,0.9
267.541,-1.35
267.666,-3.46
267.791,-5.5
267.916,-7.57
268.041,-8.84
268.166,-11.05
268.291,-12.89
268.416,-14.08
268.541,-15.56
268.666,-16.2
268.791,-16.76
268.916,-17.17
269.041,-17.09
269.166,-16.84
269.291,-16.41
269.416,-15.6
269.541,-14.61
269.666,-13.67
269.791,-12.65
269.916,-11.49
270.041,-10.1
270.166,-8.94
270.291,-8.64
270.416,-9.27
270.541,-9.85
270.666,-10.8
270.791,-11.54
270.916,-12.48
271.041,-13.25
271.166,-13.93
271.291,-14.27
271.416,-14.88
271.541,-15.3
271.666,-15.56
271.791,-15.55
271.916,-15.6
272.041,-15.29
272.166,-14.06
272.291,-13.02
272.416,-11.83
272.541,-10.25
272.666,-8.77
272.791,-7.73
272.916,-6.55
273.041,-5.39
273.166,-4.52
273.291,-3.72
273.415,-2.82
273.54,-2.04
273.665,-0.79
273.79,0.86
273.915,2.73
274.04,5.22
274.165,7.42
274.29,9.79
274.415,11.85
274.54,14
274.665,16.21
274.79,17.9
274.915,19.65
275.04,20.81
275.165,22.31
275.29,23.23
275.415,24.11
275.54,24.95
275.665,25.58
275.79,24.94
275.915,24.14
276.04,23.32
276.165,22.25
276.29,20.93
276.415,19.54
276.54,18.16
276.665,16.31
276.79,14.07
276.915,11.81
277.04,9.23
277.165,7.15
277.29,4.65
277.415,2.54
277.54,0.2
277.665,-2.45
277.79,-4.56
277.915,-6.72
278.04,-8.98
278.165,-10.64
278.29,-12.65
278.415,-14.26
278.54,-15.63
278.665,-16.88
278.79,-17.83
278.915,-18.53
279.04,-19.26
279.165,-19.35
279.29,-19.84
279.415,-19.99
279.54,-19.9
279.665,-19.91
279.79,-19.92
279.915,-19.91
280.04,-20.17
280.165,-20.71
280.29,-21.4
280.415,-22.2
280.54,-22.92
280.665,-23.67
280.79,-24.37
280.915,-24.96
281.04,-25.63
281.165,-26.33
281.29,-26.56
281.415,-26.68
281.516,-26.85
281.665,-26.72
281.79,-26.53
281.915,-25.83
282.04,-26.13
282.165,-25.67
282.29,-25.58
282.415,-25.44
282.54,-25.52
282.665,-25.52
282.79,-25.32
282.915,-25.06
283.04,-24.55
283.165,-24.35
283.29,-23.69
283.415,-23.19
283.54,-22.5
283.665,-21.88
283.79,-20.88
283.915,-19.87
284.039,-18.83
284.164,-17.72
284.266,-16.27
284.414,-14.8
284.539,-13.2
284.664,-11.61
284.789,-9.73
284.914,-7.97
