Time,Week_N
238.544,1880
238.666,1880
238.794,1880
238.916,1880
239.044,1880
239.166,1880
239.294,1880
239.416,1880
239.544,1880
239.666,1880
239.794,1880
239.916,1880
240.044,1880
240.166,1880
240.294,1880
240.416,1880
240.544,1880
240.666,1880
240.794,1880
240.916,1880
241.044,1880
241.166,1880
241.293,1880
241.416,1880
241.543,1880
241.666,1880
241.793,1880
241.916,1880
242.043,1880
242.166,1880
242.293,1880
242.416,1880
242.543,1880
242.666,1880
242.793,1880
242.916,1880
243.043,1880
243.166,1880
243.293,1880
243.416,1880
243.543,1880
243.666,1880
243.793,1880
243.916,1880
244.043,1880
244.166,1880
244.293,1880
244.416,1880
244.543,1880
244.666,1880
244.793,1880
244.916,1880
245.043,1880
245.166,1880
245.293,1880
245.416,1880
245.543,1880
245.666,1880
245.793,1880
245.916,1880
246.043,1880
246.166,1880
246.293,1880
246.416,1880
246.543,1880
246.666,1880
246.793,1880
246.916,1880
247.043,1880
247.166,1880
247.293,1880
247.416,1880
247.543,1880
247.666,1880
247.793,1880
247.916,1880
248.043,1880
248.166,1880
248.293,1880
248.416,1880
248.543,1880
248.666,1880
248.793,1880
248.916,1880
249.043,1880
249.166,1880
249.293,1880
249.416,1880
249.543,1880
249.666,1880
249.793,1880
249.916,1880
250.043,1880
250.166,1880
250.293,1880
250.416,1880
250.543,1880
250.666,1880
250.793,1880
250.916,1880
251.043,1880
251.166,1880
251.293,1880
251.416,1880
251.543,1880
251.666,1880
251.793,1880
251.916,1880
252.042,1880
252.166,1880
252.292,1880
252.416,1880
252.542,1880
252.666,1880
252.792,1880
252.916,1880
253.042,1880
253.166,1880
253.292,1880
253.416,1880
253.542,1880
253.666,1880
253.792,1880
253.916,1880
254.042,1880
254.166,1880
254.292,1880
254.416,1880
254.542,1880
254.666,1880
254.792,1880
254.916,1880
255.042,1880
255.166,1880
255.292,1880
255.416,1880
255.542,1880
255.666,1880
255.792,1880
255.916,1880
256.042,1880
256.166,1880
256.292,1880
256.416,1880
256.542,1880
256.666,1880
256.792,1880
256.916,1880
257.042,1880
257.166,1880
257.292,1880
257.416,1880
257.542,1880
257.666,1880
257.792,1880
257.916,1880
258.042,1880
258.166,1880
258.292,1880
258.416,1880
258.542,1880
258.666,1880
258.792,1880
258.916,1880
259.042,1880
259.166,1880
259.292,1880
259.416,1880
259.542,1880
259.666,1880
259.792,1880
259.916,1880
260.042,1880
260.166,1880
260.292,1880
260.416,1880
260.542,1880
260.666,1880
260.792,1880
260.916,1880
261.042,1880
261.166,1880
261.292,1880
261.416,1880
261.542,1880
261.666,1880
261.792,1880
261.916,1880
262.042,1880
262.166,1880
262.292,1880
262.416,1880
262.542,1880
262.666,1880
262.791,1880
262.916,1880
263.041,1880
263.166,1880
263.291,1880
263.416,1880
263.541,1880
263.666,1880
263.791,1880
263.916,1880
264.041,1880
264.166,1880
264.291,1880
264.416,1880
264.541,1880
264.666,1880
264.791,1880
264.916,1880
265.041,1880
265.166,1880
265.291,1880
265.416,1880
265.541,1880
265.666,1880
265.791,1880
265.916,1880
266.041,1880
266.166,1880
266.291,1880
266.416,1880
266.541,1880
266.666,1880
266.791,1880
266.916,1880
267.041,1880
267.166,1880
267.291,1880
267.416,1880
267.541,1880
267.666,1880
267.791,1880
267.916,1880
268.041,1880
268.166,1880
268.291,1880
268.416,1880
268.541,1880
268.666,1880
268.791,1880
268.916,1880
269.041,1880
269.166,1880
269.291,1880
269.416,1880
269.541,1880
269.666,1880
269.791,1880
269.916,1880
270.041,1880
270.166,1880
270.291,1880
270.416,1880
270.541,1880
270.666,1880
270.791,1880
270.916,1880
271.041,1880
271.166,1880
271.291,1880
271.416,1880
271.541,1880
271.666,1880
271.791,1880
271.916,1880
272.041,1880
272.166,1880
272.291,1880
272.416,1880
272.541,1880
272.666,1880
272.791,1880
272.916,1880
273.041,1880
273.166,1880
273.291,1880
273.415,1880
273.54,1880
273.665,1880
273.79,1880
273.915,1880
274.04,1880
274.165,1880
274.29,1880
274.415,1880
274.54,1880
274.665,1880
274.79,1880
274.915,1880
275.04,1880
275.165,1880
275.29,1880
275.415,1880
275.54,1880
275.665,1880
275.79,1880
275.915,1880
276.04,1880
276.165,1880
276.29,1880
276.415,1880
276.54,1880
276.665,1880
276.79,1880
276.915,1880
277.04,1880
277.165,1880
277.29,1880
277.415,1880
277.54,1880
277.665,1880
277.79,1880
277.915,1880
278.04,1880
278.165,1880
278.29,1880
278.415,1880
278.54,1880
278.665,1880
278.79,1880
278.915,1880
279.04,1880
279.165,1880
279.29,1880
279.415,1880
279.54,1880
279.665,1880
279.79,1880
279.915,1880
280.04,1880
280.165,1880
280.29,1880
280.415,1880
280.54,1880
280.665,1880
280.79,1880
280.915,1880
281.04,1880
281.165,1880
281.29,1880
281.415,1880
281.516,1880
281.665,1880
281.79,1880
281.915,1880
282.04,1880
282.165,1880
282.29,1880
282.415,1880
282.54,1880
282.665,1880
282.79,1880
282.915,1880
283.04,1880
283.165,1880
283.29,1880
283.415,1880
283.54,1880
283.665,1880
283.79,1880
283.915,1880
284.039,1880
284.164,1880
284.266,1880
284.414,1880
284.539,1880
284.664,1880
284.789,1880
284.914,1880
285.039,1880
285.164,1880
285.289,1880
285.414,1880
285.539,1880
285.664,1880
285.789,1880
285.914,1880
286.039,1880
286.164,1880
286.289,1880
286.414,1880
286.539,1880
286.664,1880
286.789,1880
286.914,1880
287.016,1880
287.164,1880
287.289,1880
287.414,1880
287.539,1880
287.664,1880
287.789,1880
287.914,1880
288.039,1880
288.164,1880
