Time,N_Satellites
238.544,14
238.666,14
238.794,14
238.916,14
239.044,15
239.166,15
239.294,14
239.416,15
239.544,15
239.666,14
239.794,14
239.916,15
240.044,15
240.166,15
240.294,14
240.416,14
240.544,14
240.666,14
240.794,14
240.916,14
241.044,13
241.166,14
241.293,13
241.416,14
241.543,14
241.666,14
241.793,13
241.916,14
242.043,14
242.166,14
242.293,14
242.416,14
242.543,14
242.666,14
242.793,14
242.916,14
243.043,14
243.166,14
243.293,14
243.416,14
243.543,14
243.666,14
243.793,14
243.916,14
244.043,14
244.166,14
244.293,14
244.416,14
244.543,14
244.666,14
244.793,14
244.916,14
245.043,14
245.166,14
245.293,14
245.416,14
245.543,14
245.666,14
245.793,14
245.916,14
246.043,14
246.166,14
246.293,14
246.416,14
246.543,14
246.666,14
246.793,14
246.916,14
247.043,14
247.166,14
247.293,14
247.416,14
247.543,14
247.666,14
247.793,14
247.916,14
248.043,14
248.166,14
248.293,14
248.416,14
248.543,14
248.666,14
248.793,14
248.916,14
249.043,14
249.166,14
249.293,15
249.416,15
249.543,15
249.666,15
249.793,15
249.916,15
250.043,15
250.166,15
250.293,15
250.416,15
250.543,15
250.666,15
250.793,15
250.916,15
251.043,15
251.166,15
251.293,15
251.416,15
251.543,15
251.666,15
251.793,15
251.916,15
252.042,15
252.166,15
252.292,15
252.416,15
252.542,15
252.666,15
252.792,15
252.916,15
253.042,15
253.166,15
253.292,15
253.416,15
253.542,15
253.666,15
253.792,15
253.916,15
254.042,15
254.166,15
254.292,15
254.416,16
254.542,16
254.666,16
254.792,16
254.916,16
255.042,16
255.166,16
255.292,16
255.416,16
255.542,16
255.666,16
255.792,16
255.916,16
256.042,16
256.166,16
256.292,16
256.416,16
256.542,16
256.666,16
256.792,16
256.916,16
257.042,16
257.166,16
257.292,16
257.416,16
257.542,16
257.666,16
257.792,16
257.916,16
258.042,16
258.166,16
258.292,16
258.416,16
258.542,16
258.666,16
258.792,16
258.916,16
259.042,16
259.166,16
259.292,16
259.416,16
259.542,16
259.666,16
259.792,16
259.916,16
260.042,16
260.166,16
260.292,16
260.416,16
260.542,16
260.666,16
260.792,16
260.916,16
261.042,16
261.166,16
261.292,16
261.416,16
261.542,16
261.666,16
261.792,16
261.916,16
262.042,16
262.166,16
262.292,16
262.416,16
262.542,16
262.666,16
262.791,16
262.916,16
263.041,16
263.166,16
263.291,16
263.416,16
263.541,16
263.666,16
263.791,16
263.916,16
264.041,16
264.166,16
264.291,16
264.416,16
264.541,16
264.666,16
264.791,16
264.916,16
265.041,16
265.166,16
265.291,16
265.416,16
265.541,16
265.666,16
265.791,16
265.916,16
266.041,16
266.166,16
266.291,16
266.416,16
266.541,16
266.666,16
266.791,16
266.916,16
267.041,16
267.166,16
267.291,16
267.416,16
267.541,16
267.666,16
267.791,16
267.916,16
268.041,16
268.166,16
268.291,16
268.416,16
268.541,16
268.666,16
268.791,16
268.916,16
269.041,16
269.166,16
269.291,16
269.416,16
269.541,16
269.666,16
269.791,16
269.916,16
270.041,16
270.166,16
270.291,16
270.416,16
270.541,16
270.666,16
270.791,16
270.916,16
271.041,16
271.166,16
271.291,16
271.416,16
271.541,16
271.666,16
271.791,16
271.916,16
272.041,16
272.166,16
272.291,16
272.416,16
272.541,16
272.666,16
272.791,16
272.916,16
273.041,16
273.166,16
273.291,16
273.415,16
273.54,16
273.665,16
273.79,16
273.915,16
274.04,16
274.165,16
274.29,16
274.415,16
274.54,16
274.665,16
274.79,16
274.915,16
275.04,16
275.165,16
275.29,16
275.415,16
275.54,16
275.665,16
275.79,16
275.915,16
276.04,16
276.165,16
276.29,16
276.415,16
276.54,16
276.665,16
276.79,16
276.915,16
277.04,16
277.165,16
277.29,15
277.415,16
277.54,16
277.665,16
277.79,16
277.915,16
278.04,16
278.165,16
278.29,16
278.415,16
278.54,16
278.665,16
278.79,16
278.915,16
279.04,16
279.165,16
279.29,16
279.415,16
279.54,16
279.665,16
279.79,16
279.915,16
280.04,16
280.165,16
280.29,16
280.415,16
280.54,16
280.665,16
280.79,16
280.915,16
281.04,16
281.165,16
281.29,16
281.415,16
281.516,16
281.665,16
281.79,16
281.915,16
282.04,16
282.165,16
282.29,16
282.415,16
282.54,16
282.665,16
282.79,16
282.915,16
283.04,16
283.165,16
283.29,16
283.415,16
283.54,16
283.665,16
283.79,16
283.915,16
284.039,16
284.164,16
284.266,16
284.414,16
284.539,16
284.664,16
284.789,16
284.914,16
285.039,16
285.164,16
285.289,16
285.414,16
285.539,16
285.664,16
285.789,15
285.914,16
286.039,16
286.164,16
286.289,16
286.414,16
286.539,15
286.664,15
286.789,15
286.914,16
287.016,16
287.164,16
287.289,16
287.414,16
287.539,16
287.664,15
287.789,15
287.914,15
288.039,15
288.164,16
