Time,ECEF_velocity_Z
238.544,22.14
238.666,22.2
238.794,22.15
238.916,22.48
239.044,22.62
239.166,22.45
239.294,22.44
239.416,22.4
239.544,22.36
239.666,22.24
239.794,21.95
239.916,21.74
240.044,21.52
240.166,21.05
240.294,20.33
240.416,19.8
240.544,18.97
240.666,18.2
240.794,17.3
240.916,16.29
241.044,15.23
241.166,13.78
241.293,12.27
241.416,10.95
241.543,9.89
241.666,8.3
241.793,6.74
241.916,5.26
242.043,3.63
242.166,2.51
242.293,1.14
242.416,-0.3
242.543,-1.78
242.666,-2.64
242.793,-3.47
242.916,-3.98
243.043,-4.64
243.166,-4.89
243.293,-5.09
243.416,-5.07
243.543,-5.36
243.666,-5.65
243.793,-5.81
243.916,-6.06
244.043,-6.33
244.166,-6.74
244.293,-7.24
244.416,-7.76
244.543,-8.71
244.666,-9.65
244.793,-10.83
244.916,-11.91
245.043,-12.89
245.166,-13.86
245.293,-14.55
245.416,-14.81
245.543,-15.43
245.666,-15.97
245.793,-15.91
245.916,-16.1
246.043,-16.23
246.166,-16.29
246.293,-16.34
246.416,-16.12
246.543,-15.92
246.666,-15.5
246.793,-14.71
246.916,-14.23
247.043,-13.5
247.166,-12.74
247.293,-12.01
247.416,-10.99
247.543,-10.45
247.666,-9.01
247.793,-6.95
247.916,-5.2
248.043,-3.89
248.166,-2.19
248.293,-0.78
248.416,0.98
248.543,2.35
248.666,4.29
248.793,5.72
248.916,7.24
249.043,8.8
249.166,10.03
249.293,10.92
249.416,12.17
249.543,13.22
249.666,13.98
249.793,14.71
249.916,15.08
250.043,15.26
250.166,15.17
250.293,14.88
250.416,14.33
250.543,13.59
250.666,12.51
250.793,11.22
250.916,9.81
251.043,8.53
251.166,7.26
251.293,6.08
251.416,4.68
251.543,3.06
251.666,1.57
251.793,-0.21
251.916,-1.58
252.042,-3.21
252.166,-5.14
252.292,-6.45
252.416,-8.48
252.542,-9.33
252.666,-10.67
252.792,-12.05
252.916,-12.9
253.042,-13.72
253.166,-14.74
253.292,-15.69
253.416,-16.43
253.542,-16.98
253.666,-17.49
253.792,-17.69
253.916,-17.8
254.042,-17.72
254.166,-17.83
254.292,-17.81
254.416,-17.79
254.542,-17.77
254.666,-17.69
254.792,-17.57
254.916,-17.38
255.042,-17.18
255.166,-17
255.292,-16.88
255.416,-16.98
255.542,-17.17
255.666,-17.53
255.792,-18.05
255.916,-18.55
256.042,-18.79
256.166,-18.31
256.292,-17.9
256.416,-17.47
256.542,-16.98
256.666,-16.66
256.792,-16.25
256.916,-15.88
257.042,-15.46
257.166,-14.98
257.292,-14.41
257.416,-13.56
257.542,-12.69
257.666,-11.6
257.792,-10.55
257.916,-9.58
258.042,-8.62
258.166,-7.26
258.292,-5.7
258.416,-3.95
258.542,-2
258.666,-0.58
258.792,0.94
258.916,2.51
259.042,4.04
259.166,5.26
259.292,7.06
259.416,7.89
259.542,8.83
259.666,10.25
259.792,11.7
259.916,12.72
260.042,13.57
260.166,14.48
260.292,15.15
260.416,15.77
260.542,16.39
260.666,16.88
260.792,17.3
260.916,17.6
261.042,18.09
261.166,18.35
261.292,18.62
