Time,ECEF_velocity_Z
261.416,18.8
261.542,18.81
261.666,18.77
261.792,18.55
261.916,18.05
262.042,17.57
262.166,16.85
262.292,16.04
262.416,15.59
262.542,14.21
262.666,13.22
262.791,11.51
262.916,9.48
263.041,7.79
263.166,6.13
263.291,4.1
263.416,2.19
263.541,0.23
263.666,-1.24
263.791,-3.3
263.916,-4.67
264.041,-6.3
264.166,-7.57
264.291,-9.06
264.416,-10.3
264.541,-11.19
264.666,-12.46
264.791,-13.18
264.916,-13.95
265.041,-14.78
265.166,-15.3
265.291,-15.91
265.416,-16.36
265.541,-16.95
265.666,-17.44
265.791,-18.02
265.916,-18.59
266.041,-18.81
266.166,-18.27
266.291,-17.7
266.416,-17.23
266.541,-16.76
266.666,-16.51
266.791,-15.99
266.916,-15.86
267.041,-15.29
267.166,-14.72
267.291,-14.08
267.416,-13.29
267.541,-12.43
267.666,-11.27
267.791,-10.17
267.916,-8.83
268.041,-7.85
268.166,-6.45
268.291,-4.96
268.416,-3.79
268.541,-1.97
268.666,-0.59
268.791,0.62
268.916,2.52
269.041,3.66
269.166,5.31
269.291,6.52
269.416,7.78
269.541,9.15
269.666,10.1
269.791,11.13
269.916,12.09
270.041,12.89
270.166,13.73
270.291,14.45
270.416,14.37
270.541,13.43
270.666,12.71
270.791,11.73
270.916,10.7
271.041,9.52
271.166,8.03
271.291,6.8
271.416,5.06
271.541,3.48
271.666,1.85
271.791,-0.15
271.916,-1.65
272.041,-3.24
272.166,-5.08
272.291,-6.75
272.416,-8.18
272.541,-9.45
272.666,-10.69
272.791,-11.69
272.916,-12.46
273.041,-13.23
273.166,-13.81
273.291,-14.56
273.415,-15.13
273.54,-15.66
273.665,-16.19
273.79,-16.64
273.915,-16.91
274.04,-16.97
274.165,-16.81
274.29,-16.43
274.415,-15.86
274.54,-15.05
274.665,-14.25
274.79,-13.39
274.915,-11.93
275.04,-11.37
275.165,-9.73
275.29,-8.78
275.415,-7.41
275.54,-6.34
275.665,-5.34
275.79,-4.94
275.915,-4.78
276.04,-5.22
276.165,-5.98
276.29,-6.78
276.415,-7.66
276.54,-8.19
276.665,-9.13
276.79,-9.74
276.915,-10.12
277.04,-10.53
277.165,-10.63
277.29,-10.95
277.415,-11.08
277.54,-11.15
277.665,-10.81
277.79,-10.39
277.915,-9.77
278.04,-8.74
278.165,-7.84
278.29,-6.4
278.415,-5.07
278.54,-3.85
278.665,-2.55
278.79,-1.17
278.915,-0.11
279.04,1.69
279.165,2.82
279.29,4.23
279.415,5.18
279.54,6.23
279.665,7.62
279.79,8.66
279.915,9.6
280.04,10.23
280.165,10.45
280.29,10.45
280.415,10.21
280.54,9.85
280.665,9.41
280.79,8.84
280.915,8.44
281.04,7.42
281.165,6.18
281.29,5.06
281.415,4.21
281.516,2.75
281.665,1.15
281.79,-0.16
281.915,-1.65
282.04,-2.17
282.165,-3.24
282.29,-3.93
282.415,-4.66
282.54,-4.85
282.665,-4.16
282.79,-3.44
282.915,-2.14
283.04,-0.92
283.165,0.67
283.29,2.41
283.415,4
283.54,5.5
283.665,7
283.79,8.65
283.915,10.14
284.039,11.34
284.164,12.42
284.266,13.66
284.414,14.57
284.539,15.42
284.664,16.08
284.789,16.73
284.914,17.21
285.039,17.58
285.164,17.87
285.289,18.01
285.414,18.06
285.539,18.27
285.664,18.5
285.789,18.62
285.914,18.92
286.039,19.03
286.164,19.36
286.289,19.62
286.414,19.88
286.539,20.11
286.664,20.22
286.789,20.55
286.914,20.63
287.016,20.8
287.164,20.96
287.289,21.16
287.414,21.36
287.539,21.51
287.664,21.64
287.789,21.77
287.914,21.98
288.039,22.03
288.164,22.25
