Time,RPM
288.3,13844
288.337,13915
288.357,13927
288.377,9301
288.397,11178
288.417,13929
288.436,13913
288.456,13896
288.476,13919
288.496,13949
288.516,13919
288.535,13967
288.555,13985
288.575,14045
288.595,6958
288.615,6969
288.638,5990
288.658,3545
288.678,3545
288.698,3533
288.718,6951
288.737,5969
288.757,13928
288.777,13944
288.797,13948
288.817,13997
288.827,6993
288.847,6002
288.867,6952
288.887,14002
288.907,9939
288.935,10435
288.955,11138
288.975,11132
288.995,6959
289.015,8348
289.034,6951
289.054,6947
289.074,8360
289.094,11575
289.114,14098
289.133,6995
289.153,6987
289.173,6961
289.193,8350
289.213,6937
289.227,14036
289.247,9292
289.267,6951
289.287,6985
289.307,5961
289.326,14040
289.346,5943
289.366,8347
289.386,6969
289.406,6952
289.43,6940
289.45,6972
289.47,9939
289.49,6962
289.51,11201
289.533,6975
289.553,6980
289.573,6923
289.593,8425
289.613,6954
289.637,8338
289.657,8359
289.677,10445
289.697,13858
289.717,13988
289.736,7010
289.756,8455
289.776,6997
289.796,6948
289.816,6974
289.826,6959
289.846,7943
289.866,6936
289.886,10389
289.906,6973
289.938,8331
289.958,13968
289.978,13936
289.998,6999
290.018,9312
290.037,7944
290.057,13944
290.077,13917
290.097,13920
290.117,13934
290.136,13937
290.156,13955
290.176,13949
290.196,13975
290.216,13931
290.235,11184
290.255,11161
290.275,11138
290.295,13936
290.315,13909
290.338,13934
290.358,6956
290.378,11143
290.398,9330
290.418,8306
290.437,9327
290.457,13923
290.477,13922
290.497,6961
290.517,6950
290.537,8313
290.557,11168
290.577,13944
290.597,13883
290.617,13843
290.636,13933
290.656,13985
290.676,6917
290.696,8326
290.716,13927
290.727,13798
290.747,9959
290.767,13885
290.787,13867
290.807,13973
290.834,9232
290.854,13847
290.874,13834
290.894,13828
290.914,13842
290.938,13861
290.958,13830
290.978,13836
290.998,13889
291.018,13890
291.038,13825
291.058,13826
291.078,13942
291.098,13959
291.118,11139
291.137,13787
291.157,13767
291.177,13658
291.197,13575
291.217,13757
291.238,8455
291.258,3518
291.278,10799
291.298,13506
291.318,13505
291.335,13529
291.355,13641
291.375,13658
291.395,13564
291.415,13574
291.436,13578
291.456,13605
291.476,13620
291.496,13656
291.516,13680
291.537,13709
291.557,13713
291.577,13678
291.597,13718
291.617,13767
291.638,13729
291.658,13612
291.678,13611
291.698,13574
291.718,13582
291.735,13544
291.755,13509
291.775,13541
291.795,13606
291.815,13632
291.836,13670
291.856,13657
291.876,13620
291.896,13649
291.916,13721
291.937,13734
291.957,13764
291.977,13743
291.997,13654
292.017,13590
292.039,13497
292.059,13518
292.079,13528
292.099,13576
292.119,13672
292.136,13673
292.156,13587
292.176,13541
292.196,13583
292.216,13588
292.237,13576
292.257,13573
292.277,13564
292.297,13580
292.317,13583
292.334,13726
292.354,13819
292.374,13767
292.394,13680
292.414,13657
292.435,13578
292.455,13582
292.475,13674
292.495,13755
292.515,13807
292.536,13774
292.556,13738
292.576,13769
292.596,13751
292.616,13782
292.636,13962
292.656,13849
292.676,13819
292.696,13765
292.716,13729
292.736,13789
292.756,13924
292.776,13878
292.796,13871
292.816,13860
292.835,13903
292.855,13850
292.875,13903
292.895,13974
292.915,13945
292.93,13926
292.95,9253
292.97,11170
292.99,9259
293.01,9263
293.033,10441
293.053,6937
293.073,6955
293.093,8369
293.113,6928
293.137,8347
293.157,13998
293.177,10443
293.197,14029
293.217,7009
293.236,5980
293.256,8341
293.276,13969
293.296,11648
293.316,10417
293.335,11141
293.355,11112
293.375,11179
293.395,13970
293.415,6961
293.425,4671
293.445,4018
293.465,8363
293.485,6971
293.505,8343
293.537,11128
293.557,11158
293.577,10463
293.597,8361
293.617,6963
293.632,6949
293.652,6974
293.672,9296
293.692,8354
293.712,14035
293.726,6969
293.746,5964
293.766,8367
293.786,6962
293.806,6961
293.83,6954
293.85,9302
293.87,10483
293.89,6995
293.91,7002
293.937,5970
293.957,6970
293.977,8345
293.997,11188
294.017,9292
294.027,6960
294.047,5969
294.067,6964
294.087,8392
294.107,6992
294.131,6992
294.151,7005
294.171,6002
294.191,7011
294.211,8397
294.233,6987
294.253,6988
294.273,6997
294.293,5983
294.313,6994
294.336,8403
294.356,6991
294.376,6997
294.396,6991
294.416,5972
294.435,6980
294.455,8377
294.475,6934
294.495,6943
294.515,6929
294.535,13977
294.555,13841
294.575,13802
294.595,13697
294.615,13547
294.636,13368
294.656,13188
294.676,12895
294.696,12639
294.716,12456
294.735,12331
294.755,12108
294.775,11970
294.795,11764
294.815,11525
294.837,11333
294.857,11234
294.877,11240
294.897,11275
294.917,11156
294.933,11061
294.953,11024
294.973,11090
294.993,11075
295.013,10823
295.038,10519
295.058,10374
295.078,10356
295.098,10435
295.118,10469
295.136,10503
295.156,10463
295.176,10378
295.196,10444
295.216,10574
295.233,10686
295.253,10691
295.273,10666
295.293,10723
295.313,10800
295.334,10811
295.354,10762
295.374,10702
295.394,10766
295.414,10851
295.434,10874
295.454,10880
295.474,10868
295.494,10823
295.514,10871
295.533,10791
295.553,10847
295.573,10818
295.593,10956
295.613,10914
295.638,10867
295.658,10789
295.678,10592
295.698,10606
295.718,10583
295.734,10656
295.754,10656
295.774,10609
295.794,10550
295.814,10523
295.836,10410
295.856,10441
295.876,10381
295.896,10297
295.916,10104
295.936,10002
295.956,10045
295.976,10084
295.996,10003
296.016,9948
296.038,9884
296.058,9952
296.078,9905
296.098,9756
296.118,9716
296.136,9638
296.156,9552
296.176,9593
296.196,9465
296.216,9534
296.236,9713
296.256,9713
296.276,9632
296.296,9556
296.316,9459
296.337,9523
