Time,AccelerometerX
288.3,-0.76318359375
288.31,-0.93017578125
288.32,-0.94091796875
288.33,-0.79150390625
288.34,-0.52392578125
288.35,-0.2042236328125
288.36,0.08404541015625
288.37,0.2587890625
288.379,0.27197265625
288.389,0.1376953125
288.399,-0.07952880859375
288.409,-0.302978515625
288.419,-0.47412109375
288.429,-0.56884765625
288.439,-0.59228515625
288.449,-0.56005859375
288.459,-0.495849609375
288.469,-0.423583984375
288.479,-0.363037109375
288.489,-0.338623046875
288.499,-0.366455078125
288.509,-0.4345703125
288.519,-0.51416015625
288.529,-0.5771484375
288.539,-0.61376953125
288.549,-0.63818359375
288.559,-0.67333984375
288.569,-0.720703125
288.573,-0.4638671875
288.583,-0.350341796875
288.593,-0.2406005859375
288.603,-0.156982421875
288.613,-0.1268310546875
288.623,-0.1546630859375
288.633,-0.2113037109375
288.643,-0.257080078125
288.653,-0.28173828125
288.663,-0.304443359375
288.673,-0.34423828125
288.683,-0.40673828125
288.693,-0.483154296875
288.703,-0.56298828125
288.713,-0.65576171875
288.723,-0.78076171875
288.732,-0.9521484375
288.742,-1.15625
288.752,-1.3408203125
288.762,-1.43359375
288.772,-1.3955078125
288.782,-1.23046875
288.792,-0.97607421875
288.802,-0.681640625
288.812,-0.408935546875
288.822,-0.216796875
288.832,-0.1246337890625
288.842,-0.11529541015625
288.852,-0.157958984375
288.862,-0.215087890625
288.872,-0.269287109375
288.882,-0.331298828125
288.892,-0.410888671875
288.902,-0.499755859375
288.912,-0.578125
288.922,-0.62890625
288.93,-0.64013671875
288.94,-0.61083984375
288.95,-0.5654296875
288.96,-0.54150390625
288.97,-0.5634765625
288.98,-0.6220703125
288.99,-0.66552734375
289,-0.64111328125
289.01,-0.54150390625
289.02,-0.40478515625
289.03,-0.265869140625
289.04,-0.1500244140625
289.05,-0.08660888671875
289.06,-0.0828857421875
289.07,-0.11376953125
289.08,-0.165283203125
289.09,-0.244140625
289.1,-0.347412109375
289.11,-0.44775390625
289.12,-0.51318359375
289.129,-0.5380859375
289.139,-0.54052734375
289.149,-0.53125
289.159,-0.505859375
289.169,-0.458984375
289.179,-0.407958984375
289.189,-0.38232421875
289.199,-0.397705078125
289.209,-0.444580078125
289.219,-0.49267578125
289.229,-0.51025390625
289.239,-0.4970703125
289.249,-0.472412109375
289.259,-0.447021484375
289.269,-0.406982421875
289.279,-0.33203125
289.289,-0.2283935546875
289.299,-0.1387939453125
289.309,-0.113525390625
289.319,-0.1585693359375
289.323,-0.58349609375
289.333,-0.62841796875
289.343,-0.58203125
289.353,-0.459228515625
289.363,-0.306640625
289.373,-0.164794921875
289.383,-0.04296875
289.393,0.07763671875
289.403,0.2025146484375
289.413,0.291015625
289.423,0.28662109375
289.433,0.1651611328125
289.443,-0.0390625
289.453,-0.2496337890625
289.463,-0.403076171875
289.473,-0.4873046875
289.482,-0.52294921875
289.492,-0.52587890625
289.502,-0.485595703125
289.512,-0.387939453125
289.522,-0.252197265625
289.532,-0.1259765625
289.542,-0.053253173828125
289.552,-0.042449951171875
289.562,-0.06268310546875
289.572,-0.0794677734375
289.582,-0.09112548828125
289.592,-0.130615234375
289.602,-0.21826171875
289.612,-0.3193359375
289.622,-0.378662109375
289.632,-0.384521484375
289.642,-0.379638671875
289.652,-0.413818359375
289.662,-0.492919921875
289.672,-0.57373046875
289.68,-0.60888671875
289.69,-0.59326171875
289.7,-0.56396484375
289.71,-0.55712890625
289.72,-0.56201171875
289.73,-0.53955078125
289.74,-0.462158203125
289.75,-0.337158203125
289.76,-0.2066650390625
289.77,-0.1209716796875
289.78,-0.10528564453125
289.79,-0.154541015625
289.8,-0.25
289.81,-0.38037109375
289.82,-0.5390625
289.83,-0.6904296875
289.84,-0.7685546875
