Time,ECEF_position_Y
4.73,950006.06
4.958,950007.25
5.08,950008.8
5.208,950009.71
5.316,950010.41
5.458,950011.14
5.566,950012.12
5.708,950013.05
5.816,950014.12
5.957,950015.36
6.066,950016.5
6.207,950017.41
6.316,950018.22
6.457,950018.98
6.566,950019.68
6.707,950020.41
6.816,950021.09
6.957,950021.72
7.066,950022.29
7.207,950022.95
7.332,950023.6
7.457,950024.35
7.566,950025.06
7.707,950025.79
7.832,950026.49
7.957,950027.22
8.066,950027.86
8.207,950028.54
8.316,950029.24
8.457,950029.86
8.566,950030.47
8.707,950030.98
8.832,950031.54
8.957,950032.01
9.082,950032.5
9.207,950032.93
9.332,950033.36
9.457,950033.8
9.566,950034.18
9.707,950034.47
9.816,950034.71
9.957,950034.94
10.066,950035.15
10.207,950035.37
10.332,950035.48
10.457,950035.53
10.566,950035.58
10.707,950035.62
10.832,950035.71
10.957,950035.75
11.066,950035.83
11.207,950035.92
11.332,950036.01
11.457,950036.13
11.566,950036.31
11.707,950036.53
11.832,950036.76
11.957,950036.74
12.066,950036.93
12.207,950037.01
12.316,950037.25
12.457,950037.25
12.566,950037.32
12.707,950037.41
12.816,950037.48
12.957,950037.6
13.066,950037.83
13.207,950037.97
13.316,950038.05
13.457,950038.11
13.566,950038.23
13.707,950038.33
13.816,950038.41
13.957,950038.51
14.066,950038.75
14.207,950038.91
14.316,950039.07
14.457,950039.2
14.566,950039.35
14.707,950039.37
14.816,950039.38
14.957,950039.36
15.066,950039.35
15.207,950039.47
15.316,950039.58
15.457,950039.79
15.566,950039.9
15.707,950040.07
15.816,950040.99
15.957,950041.29
16.066,950041.76
16.207,950042.14
16.316,950042.38
16.457,950042.62
16.566,950042.74
16.706,950042.89
16.816,950043.14
16.956,950043.22
17.066,950043.32
17.206,950043.4
17.316,950043.54
17.456,950043.63
17.566,950043.77
17.706,950043.91
17.816,950044.05
17.956,950044.24
18.066,950044.43
18.206,950044.61
18.316,950044.81
18.456,950045.01
18.566,950045.14
18.706,950045.35
18.816,950045.54
18.956,950045.71
19.066,950045.77
19.206,950045.92
19.316,950046.07
19.456,950046.24
19.566,950046.39
19.706,950046.57
19.816,950046.75
19.956,950046.86
20.066,950046.98
20.206,950047.08
20.316,950047.17
20.456,950047.44
20.566,950047.66
20.706,950047.85
20.816,950048.05
20.956,950048.28
21.066,950048.44
21.206,950048.63
21.316,950048.82
21.456,950048.94
21.566,950049.08
21.706,950049.19
21.816,950049.27
21.956,950049.34
22.066,950049.5
22.206,950049.61
22.316,950049.78
22.456,950049.91
22.566,950050
22.706,950050.15
22.816,950050.25
22.956,950050.4
23.066,950050.48
23.206,950050.63
23.316,950050.78
23.456,950050.9
23.566,950051.05
23.706,950051.32
23.816,950051.56
23.956,950051.98
24.066,950052.52
24.206,950053.26
24.316,950053.91
24.456,950054.61
24.566,950055.47
24.706,950056.34
24.816,950057.19
24.956,950058.23
25.066,950059.4
25.206,950060.65
25.316,950061.89
25.456,950063.15
25.566,950064.47
25.706,950065.85
25.816,950067.19
25.956,950068.67
26.066,950070.14
26.206,950071.7
26.316,950073.33
26.456,950074.99
26.566,950076.71
26.706,950078.49
26.816,950080.33
26.956,950082.23
27.066,950084.22
27.206,950086.3
27.316,950088.41
27.456,950090.57
27.566,950092.77
27.705,950094.99
27.816,950097.3
27.955,950099.72
28.066,950102.16
28.205,950104.73
28.316,950107.29
28.455,950109.93
28.566,950112.62
28.705,950115.35
28.816,950118.13
28.955,950121
29.066,950123.9
29.205,950126.87
29.316,950129.85
29.455,950132.92
29.566,950136.01
29.705,950139.06
29.816,950142.1
29.955,950145.08
30.066,950148.04
30.205,950150.96
30.316,950153.85
30.455,950156.69
30.566,950159.51
30.705,950162.31
30.816,950165.09
30.955,950167.83
31.066,950170.54
31.205,950173.22
31.316,950175.86
31.455,950178.46
31.566,950180.98
31.705,950183.45
31.816,950185.86
31.955,950188.2
32.066,950190.46
32.205,950192.65
32.316,950194.75
32.455,950196.78
32.566,950198.7
32.705,950200.54
32.816,950202.28
32.955,950203.91
33.066,950205.46
33.205,950206.9
33.316,950208.23
33.455,950209.45
33.566,950210.52
33.705,950211.44
33.816,950212.18
33.955,950212.8
34.066,950213.25
34.205,950213.58
34.316,950213.78
34.455,950213.84
34.566,950213.77
34.705,950213.54
34.816,950213.18
34.955,950212.72
35.066,950212.11
35.205,950211.4
35.316,950210.59
35.455,950209.68
35.566,950208.67
35.705,950207.59
35.816,950206.42
35.955,950205.19
36.066,950203.89
36.205,950202.49
36.316,950201.03
36.455,950199.51
36.566,950197.94
36.705,950196.32
36.816,950194.6
36.955,950192.86
37.066,950191.1
37.205,950189.28
37.316,950187.43
37.455,950185.58
37.566,950183.7
37.705,950181.81
37.816,950179.9
37.955,950177.96
38.066,950176.07
38.204,950174.21
38.316,950172.4
38.454,950170.63
38.566,950168.88
38.704,950167.15
38.816,950165.49
38.954,950163.85
39.066,950162.24
39.204,950160.65
39.316,950159.08
39.454,950157.55
39.566,950156.01
39.704,950154.48
39.816,950152.89
39.954,950151.23
40.066,950149.48
40.204,950147.64
40.316,950145.74
40.454,950143.73
40.566,950141.64
40.704,950139.44
40.816,950137.16
40.954,950134.77
41.066,950132.3
41.204,950129.76
41.316,950127.24
41.454,950124.77
41.566,950122.35
41.704,950120.02
41.816,950117.77
41.954,950115.59
42.066,950113.5
42.204,950111.51
42.316,950109.61
42.454,950107.81
42.566,950106.11
42.704,950104.54
42.816,950103.06
42.954,950101.79
43.066,950100.62
43.204,950099.73
43.316,950098.83
43.454,950098.11
43.566,950097.58
43.704,950097.19
43.816,950096.96
43.954,950096.8
44.066,950096.8
44.204,950096.93
44.316,950097.1
44.454,950097.31
44.566,950097.51
44.704,950097.62
44.816,950097.63
44.954,950097.55
45.066,950097.34
45.204,950097.02
45.316,950096.6
45.454,950096
45.566,950095.32
45.704,950094.56
45.816,950093.71
45.954,950092.75
46.066,950091.76
46.204,950090.69
46.316,950089.58
46.454,950088.41
46.566,950087.17
46.704,950085.91
46.816,950084.63
46.954,950083.35
47.066,950082.12
47.204,950080.95
47.316,950079.9
47.454,950078.91
47.566,950078.02
47.704,950077.17
47.816,950076.41
47.954,950075.74
48.066,950075.19
48.204,950074.77
48.316,950074.48
48.454,950074.34
48.566,950074.36
48.704,950074.5
48.816,950074.76
48.953,950075.17
49.066,950075.75
49.203,950076.52
49.316,950077.35
49.453,950078.44
49.566,950079.53
49.703,950080.76
49.816,950082.05
49.953,950083.42
50.066,950084.89
50.203,950086.46
50.316,950088.1
50.453,950089.72
50.566,950091.38
50.703,950093.03
50.816,950094.69
50.953,950096.28
51.066,950097.84
51.203,950099.34
51.316,950100.72
51.453,950102.02
51.566,950103.16
51.703,950104.2
51.816,950105.09
51.953,950105.87
52.066,950106.48
52.203,950106.93
52.316,950107.2
52.453,950107.39
52.566,950107.49
52.703,950107.52
52.816,950107.51
52.953,950107.5
53.066,950107.51
53.203,950107.51
53.316,950107.55
53.453,950107.62
53.566,950107.78
53.703,950108.02
53.816,950108.33
53.953,950108.79
54.066,950109.46
54.203,950110.29
54.316,950111.32
54.453,950112.36
54.566,950113.53
54.703,950114.77
54.816,950116.2
54.953,950117.74
55.066,950119.51
55.203,950121.64
55.316,950123.78
55.453,950126
55.566,950128.42
55.703,950130.9
55.816,950133.53
55.953,950136.34
56.066,950139.16
56.203,950142.03
56.316,950144.96
56.453,950147.9
56.566,950150.8
56.703,950153.74
56.816,950156.7
56.953,950159.57
57.066,950162.39
57.203,950165.16
57.316,950167.86
57.453,950170.54
57.566,950173.1
57.703,950175.62
57.816,950178.07
57.953,950180.45
58.066,950182.8
58.203,950185.02
58.316,950187.19
58.453,950189.3
58.566,950191.36
58.703,950193.3
58.816,950195.17
58.953,950196.91
59.066,950198.55
59.203,950200.06
59.316,950201.39
59.452,950202.52
59.566,950203.52
59.702,950204.32
59.816,950204.9
59.952,950205.33
60.066,950205.53
60.202,950205.59
60.316,950205.4
60.452,950204.94
60.566,950204.35
60.702,950203.51
60.816,950202.53
60.952,950201.43
61.066,950200.18
61.202,950198.73
61.316,950197.16
61.452,950195.5
61.566,950193.71
61.702,950191.95
61.816,950190.13
61.952,950188.33
62.066,950186.55
62.202,950184.79
62.316,950183.06
62.452,950181.38
62.566,950179.82
62.702,950178.36
62.816,950176.97
62.952,950175.69
63.066,950174.41
63.202,950173.18
63.316,950171.91
63.452,950170.55
63.566,950169.16
63.702,950167.67
63.816,950166.14
63.952,950164.57
64.066,950162.97
64.202,950161.32
64.316,950159.65
64.452,950157.98
64.566,950156.33
64.702,950154.68
64.816,950152.98
64.952,950151.32
65.066,950149.64
65.202,950148
65.316,950146.45
65.452,950144.99
65.566,950143.65
65.702,950142.43
65.816,950141.37
65.952,950140.47
66.066,950139.76
66.202,950139.1
66.316,950138.52
66.452,950138.13
66.566,950137.85
66.702,950137.61
66.816,950137.37
66.952,950137.27
67.066,950137.28
67.202,950137.52
67.316,950137.97
67.452,950138.58
67.566,950139.52
67.702,950140.6
67.816,950141.96
67.952,950143.5
68.066,950145.25
68.202,950147.27
68.316,950149.5
68.452,950151.92
68.566,950154.46
68.702,950157.18
68.816,950160.03
68.952,950162.96
69.066,950166.01
69.202,950169.1
69.316,950172.1
69.452,950174.94
69.566,950177.67
69.702,950180.3
69.816,950182.77
69.952,950185.03
70.066,950187.17
70.201,950189.08
70.316,950190.79
70.451,950192.23
70.566,950193.47
70.701,950194.41
70.816,950195.05
70.951,950195.43
71.066,950195.56
71.201,950195.3
71.316,950194.84
71.451,950194.06
71.566,950193.09
71.701,950191.88
71.816,950190.42
71.951,950188.76
72.066,950186.96
72.201,950184.99
72.316,950182.92
72.451,950180.74
72.566,950178.54
72.701,950176.25
72.816,950173.88
72.951,950171.53
73.066,950169.19
73.201,950166.78
73.316,950164.35
73.451,950161.86
73.566,950159.33
73.701,950156.75
73.816,950154.08
73.951,950151.33
74.066,950148.49
74.201,950145.58
74.316,950142.59
74.451,950139.55
74.566,950136.41
74.701,950133.23
74.816,950129.97
74.951,950126.65
75.066,950123.29
75.201,950119.96
75.316,950116.6
75.451,950113.26
75.566,950110.03
75.701,950106.87
75.816,950103.78
75.951,950100.73
76.066,950097.62
76.201,950094.5
76.316,950091.38
76.451,950088.33
76.566,950085.26
76.701,950082.3
76.816,950079.34
76.951,950076.47
77.066,950073.68
77.201,950070.94
77.316,950068.31
77.451,950065.68
77.566,950063.14
77.701,950060.73
77.816,950058.48
77.951,950056.35
78.066,950054.45
78.201,950052.68
78.316,950051.16
78.451,950049.89
78.566,950048.88
78.701,950048.09
78.816,950047.49
78.951,950047.12
79.066,950046.92
79.201,950046.94
79.316,950047.2
79.451,950047.46
79.566,950047.74
79.701,950048.08
79.816,950048.34
79.951,950048.65
80.066,950048.95
80.201,950049.22
80.316,950049.51
80.451,950049.77
80.566,950050.02
80.701,950050.29
80.816,950050.53
80.95,950050.75
81.066,950050.97
81.2,950051.18
81.316,950051.37
81.45,950051.59
81.566,950051.8
81.7,950052.02
81.816,950052.21
81.95,950052.42
82.066,950052.58
