Time,N_Satellites
4.73,12
4.958,12
5.08,12
5.208,12
5.316,13
5.458,13
5.566,13
5.708,13
5.816,12
5.957,12
6.066,13
6.207,13
6.316,13
6.457,13
6.566,13
6.707,14
6.816,14
6.957,15
7.066,14
7.207,15
7.332,15
7.457,15
7.566,15
7.707,15
7.832,15
7.957,15
8.066,15
8.207,15
8.316,15
8.457,15
8.566,16
8.707,16
8.832,16
8.957,16
9.082,16
9.207,16
9.332,16
9.457,16
9.566,16
9.707,16
9.816,16
9.957,16
10.066,16
10.207,16
10.332,16
10.457,16
10.566,16
10.707,16
10.832,16
10.957,16
11.066,16
11.207,16
11.332,16
11.457,16
11.566,15
11.707,15
11.832,15
11.957,14
12.066,13
12.207,13
12.316,14
12.457,13
12.566,13
12.707,13
12.816,12
12.957,12
13.066,12
13.207,12
13.316,12
13.457,12
13.566,12
13.707,12
13.816,12
13.957,12
14.066,12
14.207,13
14.316,13
14.457,13
14.566,14
14.707,14
14.816,12
14.957,13
15.066,13
15.207,13
15.316,13
15.457,13
15.566,13
15.707,14
15.816,14
15.957,14
16.066,13
16.207,14
16.316,14
16.457,12
16.566,12
16.706,12
16.816,12
16.956,12
17.066,12
17.206,12
17.316,12
17.456,12
17.566,12
17.706,12
17.816,12
17.956,12
18.066,12
18.206,12
18.316,12
18.456,12
18.566,12
18.706,12
18.816,11
18.956,11
19.066,11
19.206,11
19.316,13
19.456,12
19.566,13
19.706,13
19.816,13
19.956,13
20.066,14
20.206,13
20.316,12
20.456,11
20.566,12
20.706,12
20.816,11
20.956,12
21.066,11
21.206,11
21.316,11
21.456,12
21.566,11
21.706,12
21.816,12
21.956,12
22.066,12
22.206,12
22.316,12
22.456,12
22.566,12
22.706,12
22.816,12
22.956,12
23.066,12
23.206,12
23.316,12
23.456,13
23.566,12
23.706,13
23.816,13
23.956,13
24.066,13
24.206,14
24.316,13
24.456,14
24.566,15
24.706,15
24.816,14
24.956,15
25.066,16
25.206,16
25.316,16
25.456,16
25.566,16
25.706,16
25.816,16
25.956,16
26.066,16
26.206,16
26.316,16
26.456,16
26.566,16
26.706,16
26.816,16
26.956,16
27.066,16
27.206,16
27.316,16
27.456,16
27.566,16
27.705,16
27.816,16
27.955,16
28.066,16
28.205,16
28.316,16
28.455,16
28.566,16
28.705,16
28.816,16
28.955,16
29.066,16
29.205,16
29.316,16
29.455,16
29.566,16
29.705,16
29.816,16
29.955,16
30.066,16
30.205,16
30.316,16
30.455,16
30.566,16
30.705,16
30.816,16
30.955,16
31.066,16
31.205,16
31.316,16
31.455,16
31.566,16
31.705,16
31.816,16
31.955,16
32.066,16
32.205,16
32.316,16
32.455,16
32.566,16
32.705,16
32.816,16
32.955,16
33.066,16
33.205,16
33.316,16
33.455,16
33.566,16
33.705,16
33.816,16
33.955,16
34.066,16
34.205,16
34.316,16
34.455,16
34.566,16
34.705,16
34.816,16
