Time,N_Satellites
34.955,16
35.066,16
35.205,16
35.316,16
35.455,16
35.566,16
35.705,16
35.816,16
35.955,16
36.066,16
36.205,16
36.316,16
36.455,16
36.566,16
36.705,16
36.816,16
36.955,16
37.066,16
37.205,16
37.316,16
37.455,16
37.566,16
37.705,16
37.816,16
37.955,16
38.066,16
38.204,16
38.316,16
38.454,16
38.566,16
38.704,16
38.816,16
38.954,16
39.066,16
39.204,16
39.316,16
39.454,16
39.566,16
39.704,16
39.816,16
39.954,16
40.066,16
40.204,16
40.316,16
40.454,16
40.566,16
40.704,16
40.816,16
40.954,16
41.066,16
41.204,16
41.316,16
41.454,16
41.566,16
41.704,16
41.816,16
41.954,16
42.066,16
42.204,16
42.316,16
42.454,16
42.566,16
42.704,16
42.816,16
42.954,15
43.066,15
43.204,15
43.316,16
43.454,16
43.566,16
43.704,16
43.816,16
43.954,16
44.066,16
44.204,16
44.316,16
44.454,16
44.566,16
44.704,16
44.816,16
44.954,16
45.066,16
45.204,16
45.316,16
45.454,16
45.566,16
45.704,16
45.816,16
45.954,16
46.066,16
46.204,16
46.316,16
46.454,16
46.566,16
46.704,16
46.816,15
46.954,16
47.066,16
47.204,16
47.316,16
47.454,16
47.566,16
47.704,16
47.816,16
47.954,16
48.066,16
48.204,16
48.316,16
48.454,16
48.566,16
48.704,16
48.816,16
48.953,16
49.066,16
49.203,15
49.316,15
49.453,15
49.566,15
49.703,15
49.816,15
49.953,16
50.066,16
50.203,16
50.316,16
50.453,16
50.566,16
50.703,16
50.816,16
50.953,16
51.066,16
51.203,16
51.316,16
51.453,16
51.566,16
51.703,16
51.816,16
51.953,16
52.066,16
52.203,16
52.316,16
52.453,15
52.566,15
52.703,15
52.816,15
52.953,16
53.066,16
53.203,16
53.316,16
53.453,16
53.566,16
53.703,16
53.816,16
53.953,16
54.066,16
54.203,16
54.316,16
54.453,16
54.566,16
54.703,16
54.816,16
54.953,16
55.066,16
55.203,16
55.316,16
55.453,16
55.566,16
55.703,16
55.816,16
55.953,16
56.066,16
56.203,15
56.316,16
56.453,15
56.566,16
56.703,16
56.816,15
56.953,16
57.066,16
57.203,16
57.316,16
57.453,16
57.566,16
57.703,16
57.816,16
57.953,16
58.066,16
58.203,16
58.316,16
58.453,16
58.566,16
58.703,16
58.816,16
58.953,16
59.066,16
59.203,16
59.316,16
59.452,16
59.566,16
59.702,16
59.816,16
59.952,16
60.066,16
60.202,16
60.316,16
60.452,16
60.566,16
60.702,16
60.816,16
60.952,16
61.066,16
61.202,16
61.316,16
61.452,16
61.566,16
61.702,16
61.816,16
61.952,16
62.066,16
62.202,16
62.316,16
62.452,16
62.566,16
62.702,16
62.816,16
62.952,16
63.066,16
63.202,16
63.316,16
63.452,16
63.566,16
63.702,16
63.816,16
63.952,16
64.066,16
64.202,16
64.316,16
64.452,16
64.566,16
64.702,16
64.816,16
64.952,16
65.066,16
65.202,16
65.316,16
65.452,16
65.566,16
65.702,16
65.816,16
65.952,16
66.066,16
66.202,16
66.316,16
66.452,16
66.566,16
66.702,16
66.816,16
66.952,16
67.066,16
67.202,16
67.316,16
67.452,16
67.566,16
67.702,16
67.816,16
67.952,16
68.066,16
68.202,16
68.316,16
68.452,16
68.566,16
68.702,16
68.816,16
68.952,16
69.066,16
69.202,16
69.316,16
69.452,16
69.566,16
69.702,16
69.816,16
69.952,16
70.066,16
70.201,16
70.316,16
70.451,16
70.566,16
70.701,16
70.816,16
70.951,16
71.066,16
71.201,16
71.316,16
71.451,16
71.566,16
71.701,16
71.816,16
71.951,16
72.066,16
72.201,16
72.316,16
72.451,16
72.566,16
72.701,16
72.816,16
72.951,16
73.066,16
73.201,16
73.316,16
73.451,16
73.566,16
73.701,16
73.816,16
73.951,16
74.066,16
74.201,16
74.316,16
74.451,16
74.566,16
74.701,16
74.816,16
74.951,16
75.066,16
75.201,16
75.316,16
75.451,16
75.566,16
75.701,16
75.816,16
75.951,16
76.066,16
76.201,16
76.316,16
76.451,16
76.566,16
76.701,16
76.816,16
76.951,16
77.066,16
77.201,16
77.316,16
77.451,16
77.566,16
77.701,16
77.816,16
77.951,16
78.066,16
78.201,16
78.316,16
78.451,16
78.566,16
78.701,16
78.816,16
78.951,16
79.066,16
79.201,16
79.316,16
79.451,16
79.566,16
79.701,16
79.816,16
79.951,16
80.066,16
80.201,16
80.316,16
80.451,16
80.566,16
80.701,16
80.816,16
80.95,16
81.066,16
81.2,15
81.316,16
81.45,16
81.566,16
81.7,16
81.816,16
81.95,16
82.066,16
